"week_end","condition","percent_visits","age_group"
"2023-12-02T00:00:00.000","Pneumonia","4.5","Seniors 65+"
"2023-12-02T00:00:00.000","Pneumonia","2.2","Overall"
"2023-12-09T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2023-12-09T00:00:00.000","Pneumonia","2.3","Kids 2-4"
"2023-12-09T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2023-12-09T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2023-12-09T00:00:00.000","Pneumonia","2.5","Adults 50-64"
"2023-12-09T00:00:00.000","Pneumonia","4.4","Seniors 65+"
"2023-12-09T00:00:00.000","Pneumonia","2.2","Overall"
"2023-12-16T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2023-12-16T00:00:00.000","Pneumonia","2.3","Kids 2-4"
"2023-12-16T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2023-12-16T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2023-12-16T00:00:00.000","Pneumonia","2.5","Adults 50-64"
"2023-12-16T00:00:00.000","Pneumonia","4.4","Seniors 65+"
"2023-12-16T00:00:00.000","Pneumonia","2.2","Overall"
"2023-12-23T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2023-12-23T00:00:00.000","Pneumonia","2.3","Kids 2-4"
"2023-12-23T00:00:00.000","Pneumonia","1.5","Kids 5-17"
"2023-12-23T00:00:00.000","Pneumonia","1.1","Adults 18-49"
"2023-12-23T00:00:00.000","Pneumonia","2.7","Adults 50-64"
"2023-12-23T00:00:00.000","Pneumonia","4.7","Seniors 65+"
"2023-12-23T00:00:00.000","Pneumonia","2.4","Overall"
"2023-12-30T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2023-12-30T00:00:00.000","Pneumonia","2.3","Kids 2-4"
"2023-12-30T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2023-12-30T00:00:00.000","Pneumonia","1.3","Adults 18-49"
"2023-12-30T00:00:00.000","Pneumonia","3.1","Adults 50-64"
"2023-12-30T00:00:00.000","Pneumonia","5.4","Seniors 65+"
"2023-12-30T00:00:00.000","Pneumonia","2.7","Overall"
"2024-01-06T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-01-06T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-01-06T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-01-06T00:00:00.000","Pneumonia","1.3","Adults 18-49"
"2024-01-06T00:00:00.000","Pneumonia","3.2","Adults 50-64"
"2024-01-06T00:00:00.000","Pneumonia","5.6","Seniors 65+"
"2024-01-06T00:00:00.000","Pneumonia","2.7","Overall"
"2024-01-13T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-01-13T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-01-13T00:00:00.000","Pneumonia","1.0","Kids 5-17"
"2024-01-13T00:00:00.000","Pneumonia","1.1","Adults 18-49"
"2024-01-13T00:00:00.000","Pneumonia","3.0","Adults 50-64"
"2024-01-13T00:00:00.000","Pneumonia","5.2","Seniors 65+"
"2024-01-13T00:00:00.000","Pneumonia","2.5","Overall"
"2024-01-20T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-01-20T00:00:00.000","Pneumonia","1.8","Kids 2-4"
"2024-01-20T00:00:00.000","Pneumonia","1.0","Kids 5-17"
"2024-01-20T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-01-20T00:00:00.000","Pneumonia","2.7","Adults 50-64"
"2024-01-20T00:00:00.000","Pneumonia","4.7","Seniors 65+"
"2024-01-20T00:00:00.000","Pneumonia","2.3","Overall"
"2024-01-27T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-01-27T00:00:00.000","Pneumonia","1.6","Kids 2-4"
"2024-01-27T00:00:00.000","Pneumonia","0.9","Kids 5-17"
"2024-01-27T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-01-27T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-01-27T00:00:00.000","Pneumonia","4.3","Seniors 65+"
"2024-01-27T00:00:00.000","Pneumonia","2.1","Overall"
"2024-02-03T00:00:00.000","Pneumonia","1.4","Infants 0-1"
"2024-02-03T00:00:00.000","Pneumonia","1.8","Kids 2-4"
"2024-02-03T00:00:00.000","Pneumonia","1.0","Kids 5-17"
"2024-02-03T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-02-03T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-02-03T00:00:00.000","Pneumonia","4.1","Seniors 65+"
"2024-02-03T00:00:00.000","Pneumonia","2.0","Overall"
"2024-02-10T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-02-10T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-02-10T00:00:00.000","Pneumonia","1.1","Kids 5-17"
"2024-02-10T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-02-10T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-02-10T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-02-10T00:00:00.000","Pneumonia","2.0","Overall"
"2024-02-17T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2024-02-17T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-02-17T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-02-17T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-02-17T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-02-17T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-02-17T00:00:00.000","Pneumonia","2.0","Overall"
"2024-02-24T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2024-02-24T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-02-24T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-02-24T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-02-24T00:00:00.000","Pneumonia","2.3","Adults 50-64"
"2024-02-24T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-02-24T00:00:00.000","Pneumonia","2.0","Overall"
"2024-03-02T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2024-03-02T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-03-02T00:00:00.000","Pneumonia","1.1","Kids 5-17"
"2024-03-02T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-03-02T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-03-02T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-03-02T00:00:00.000","Pneumonia","2.0","Overall"
"2024-03-09T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-03-09T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-03-09T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-03-09T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-03-09T00:00:00.000","Pneumonia","2.3","Adults 50-64"
"2024-03-09T00:00:00.000","Pneumonia","4.1","Seniors 65+"
"2024-03-09T00:00:00.000","Pneumonia","2.0","Overall"
"2024-03-16T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-03-16T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-03-16T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-03-16T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-03-16T00:00:00.000","Pneumonia","2.2","Adults 50-64"
"2024-03-16T00:00:00.000","Pneumonia","4.0","Seniors 65+"
"2024-03-16T00:00:00.000","Pneumonia","2.0","Overall"
"2024-03-23T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-03-23T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-03-23T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2024-03-23T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-03-23T00:00:00.000","Pneumonia","2.2","Adults 50-64"
"2024-03-23T00:00:00.000","Pneumonia","4.0","Seniors 65+"
"2024-03-23T00:00:00.000","Pneumonia","2.0","Overall"
"2024-03-30T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-03-30T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-03-30T00:00:00.000","Pneumonia","1.4","Kids 5-17"
"2024-03-30T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-03-30T00:00:00.000","Pneumonia","2.2","Adults 50-64"
"2024-03-30T00:00:00.000","Pneumonia","4.1","Seniors 65+"
"2024-03-30T00:00:00.000","Pneumonia","2.1","Overall"
"2024-04-06T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-04-06T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-04-06T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2024-04-06T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-04-06T00:00:00.000","Pneumonia","2.3","Adults 50-64"
"2024-04-06T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-04-06T00:00:00.000","Pneumonia","2.1","Overall"
"2024-04-13T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-04-13T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-04-13T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-04-13T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-04-13T00:00:00.000","Pneumonia","2.2","Adults 50-64"
"2024-04-13T00:00:00.000","Pneumonia","4.1","Seniors 65+"
"2024-04-13T00:00:00.000","Pneumonia","2.0","Overall"
"2024-04-20T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-04-20T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-04-20T00:00:00.000","Pneumonia","1.2","Kids 5-17"
"2024-04-20T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-04-20T00:00:00.000","Pneumonia","2.1","Adults 50-64"
"2024-04-20T00:00:00.000","Pneumonia","3.9","Seniors 65+"
"2024-04-20T00:00:00.000","Pneumonia","1.9","Overall"
"2024-04-27T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-04-27T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-04-27T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2024-04-27T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-04-27T00:00:00.000","Pneumonia","2.1","Adults 50-64"
"2024-04-27T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-04-27T00:00:00.000","Pneumonia","1.9","Overall"
"2024-05-04T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-05-04T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-05-04T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2024-05-04T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-05-04T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-05-04T00:00:00.000","Pneumonia","3.9","Seniors 65+"
"2024-05-04T00:00:00.000","Pneumonia","1.9","Overall"
"2024-05-11T00:00:00.000","Pneumonia","1.7","Infants 0-1"
"2024-05-11T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-05-11T00:00:00.000","Pneumonia","1.3","Kids 5-17"
"2024-05-11T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-05-11T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-05-11T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-05-11T00:00:00.000","Pneumonia","1.9","Overall"
"2024-05-18T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2024-05-18T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-05-18T00:00:00.000","Pneumonia","1.4","Kids 5-17"
"2024-05-18T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-05-18T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-05-18T00:00:00.000","Pneumonia","3.9","Seniors 65+"
"2024-05-18T00:00:00.000","Pneumonia","1.9","Overall"
"2024-05-25T00:00:00.000","Pneumonia","1.6","Infants 0-1"
"2024-05-25T00:00:00.000","Pneumonia","2.0","Kids 2-4"
"2024-05-25T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2024-05-25T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-05-25T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-05-25T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-05-25T00:00:00.000","Pneumonia","1.9","Overall"
"2024-06-01T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-06-01T00:00:00.000","Pneumonia","1.8","Kids 2-4"
"2024-06-01T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-06-01T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-06-01T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-06-01T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-06-01T00:00:00.000","Pneumonia","1.9","Overall"
"2024-06-08T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-06-08T00:00:00.000","Pneumonia","1.8","Kids 2-4"
"2024-06-08T00:00:00.000","Pneumonia","1.8","Kids 5-17"
"2024-06-08T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-06-08T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-06-08T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-06-08T00:00:00.000","Pneumonia","1.9","Overall"
"2024-06-15T00:00:00.000","Pneumonia","1.3","Infants 0-1"
"2024-06-15T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-06-15T00:00:00.000","Pneumonia","1.9","Kids 5-17"
"2024-06-15T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-06-15T00:00:00.000","Pneumonia","1.9","Adults 50-64"
"2024-06-15T00:00:00.000","Pneumonia","3.6","Seniors 65+"
"2024-06-15T00:00:00.000","Pneumonia","1.8","Overall"
"2024-06-22T00:00:00.000","Pneumonia","1.3","Infants 0-1"
"2024-06-22T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-06-22T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-06-22T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-06-22T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-06-22T00:00:00.000","Pneumonia","3.5","Seniors 65+"
"2024-06-22T00:00:00.000","Pneumonia","1.8","Overall"
"2024-06-29T00:00:00.000","Pneumonia","1.3","Infants 0-1"
"2024-06-29T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-06-29T00:00:00.000","Pneumonia","1.8","Kids 5-17"
"2024-06-29T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-06-29T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-06-29T00:00:00.000","Pneumonia","3.5","Seniors 65+"
"2024-06-29T00:00:00.000","Pneumonia","1.8","Overall"
"2024-07-06T00:00:00.000","Pneumonia","1.1","Infants 0-1"
"2024-07-06T00:00:00.000","Pneumonia","1.6","Kids 2-4"
"2024-07-06T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-07-06T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-07-06T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-07-06T00:00:00.000","Pneumonia","3.4","Seniors 65+"
"2024-07-06T00:00:00.000","Pneumonia","1.7","Overall"
"2024-07-13T00:00:00.000","Pneumonia","1.1","Infants 0-1"
"2024-07-13T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-07-13T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2024-07-13T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-07-13T00:00:00.000","Pneumonia","1.7","Adults 50-64"
"2024-07-13T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-07-13T00:00:00.000","Pneumonia","1.7","Overall"
"2024-07-20T00:00:00.000","Pneumonia","1.1","Infants 0-1"
"2024-07-20T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-07-20T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2024-07-20T00:00:00.000","Pneumonia","0.7","Adults 18-49"
"2024-07-20T00:00:00.000","Pneumonia","1.6","Adults 50-64"
"2024-07-20T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-07-20T00:00:00.000","Pneumonia","1.6","Overall"
"2024-07-27T00:00:00.000","Pneumonia","1.0","Infants 0-1"
"2024-07-27T00:00:00.000","Pneumonia","1.6","Kids 2-4"
"2024-07-27T00:00:00.000","Pneumonia","1.5","Kids 5-17"
"2024-07-27T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-07-27T00:00:00.000","Pneumonia","1.6","Adults 50-64"
"2024-07-27T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-07-27T00:00:00.000","Pneumonia","1.7","Overall"
"2024-08-03T00:00:00.000","Pneumonia","1.0","Infants 0-1"
"2024-08-03T00:00:00.000","Pneumonia","1.7","Kids 2-4"
"2024-08-03T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2024-08-03T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-08-03T00:00:00.000","Pneumonia","1.7","Adults 50-64"
"2024-08-03T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-08-03T00:00:00.000","Pneumonia","1.7","Overall"
"2024-08-10T00:00:00.000","Pneumonia","1.1","Infants 0-1"
"2024-08-10T00:00:00.000","Pneumonia","1.8","Kids 2-4"
"2024-08-10T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-08-10T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-08-10T00:00:00.000","Pneumonia","1.7","Adults 50-64"
"2024-08-10T00:00:00.000","Pneumonia","3.2","Seniors 65+"
"2024-08-10T00:00:00.000","Pneumonia","1.7","Overall"
"2024-08-17T00:00:00.000","Pneumonia","1.0","Infants 0-1"
"2024-08-17T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-08-17T00:00:00.000","Pneumonia","1.6","Kids 5-17"
"2024-08-17T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-08-17T00:00:00.000","Pneumonia","1.6","Adults 50-64"
"2024-08-17T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-08-17T00:00:00.000","Pneumonia","1.7","Overall"
"2024-08-24T00:00:00.000","Pneumonia","1.1","Infants 0-1"
"2024-08-24T00:00:00.000","Pneumonia","1.9","Kids 2-4"
"2024-08-24T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-08-24T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-08-24T00:00:00.000","Pneumonia","1.7","Adults 50-64"
"2024-08-24T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-08-24T00:00:00.000","Pneumonia","1.7","Overall"
"2024-08-31T00:00:00.000","Pneumonia","1.2","Infants 0-1"
"2024-08-31T00:00:00.000","Pneumonia","2.1","Kids 2-4"
"2024-08-31T00:00:00.000","Pneumonia","1.7","Kids 5-17"
"2024-08-31T00:00:00.000","Pneumonia","0.8","Adults 18-49"
"2024-08-31T00:00:00.000","Pneumonia","1.7","Adults 50-64"
"2024-08-31T00:00:00.000","Pneumonia","3.3","Seniors 65+"
"2024-08-31T00:00:00.000","Pneumonia","1.7","Overall"
"2024-09-07T00:00:00.000","Pneumonia","1.3","Infants 0-1"
"2024-09-07T00:00:00.000","Pneumonia","2.3","Kids 2-4"
"2024-09-07T00:00:00.000","Pneumonia","1.9","Kids 5-17"
"2024-09-07T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-09-07T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-09-07T00:00:00.000","Pneumonia","3.4","Seniors 65+"
"2024-09-07T00:00:00.000","Pneumonia","1.8","Overall"
"2024-09-14T00:00:00.000","Pneumonia","1.2","Infants 0-1"
"2024-09-14T00:00:00.000","Pneumonia","2.4","Kids 2-4"
"2024-09-14T00:00:00.000","Pneumonia","1.9","Kids 5-17"
"2024-09-14T00:00:00.000","Pneumonia","0.9","Adults 18-49"
"2024-09-14T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-09-14T00:00:00.000","Pneumonia","3.4","Seniors 65+"
"2024-09-14T00:00:00.000","Pneumonia","1.8","Overall"
"2024-09-21T00:00:00.000","Pneumonia","1.4","Infants 0-1"
"2024-09-21T00:00:00.000","Pneumonia","2.5","Kids 2-4"
"2024-09-21T00:00:00.000","Pneumonia","2.2","Kids 5-17"
"2024-09-21T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-09-21T00:00:00.000","Pneumonia","1.8","Adults 50-64"
"2024-09-21T00:00:00.000","Pneumonia","3.4","Seniors 65+"
"2024-09-21T00:00:00.000","Pneumonia","1.9","Overall"
"2024-09-28T00:00:00.000","Pneumonia","1.3","Infants 0-1"
"2024-09-28T00:00:00.000","Pneumonia","2.6","Kids 2-4"
"2024-09-28T00:00:00.000","Pneumonia","2.5","Kids 5-17"
"2024-09-28T00:00:00.000","Pneumonia","1.0","Adults 18-49"
"2024-09-28T00:00:00.000","Pneumonia","1.9","Adults 50-64"
"2024-09-28T00:00:00.000","Pneumonia","3.5","Seniors 65+"
"2024-09-28T00:00:00.000","Pneumonia","2.0","Overall"
"2024-10-05T00:00:00.000","Pneumonia","1.4","Infants 0-1"
"2024-10-05T00:00:00.000","Pneumonia","2.7","Kids 2-4"
"2024-10-05T00:00:00.000","Pneumonia","2.9","Kids 5-17"
"2024-10-05T00:00:00.000","Pneumonia","1.1","Adults 18-49"
"2024-10-05T00:00:00.000","Pneumonia","1.9","Adults 50-64"
"2024-10-05T00:00:00.000","Pneumonia","3.5","Seniors 65+"
"2024-10-05T00:00:00.000","Pneumonia","2.1","Overall"
"2024-10-12T00:00:00.000","Pneumonia","1.5","Infants 0-1"
"2024-10-12T00:00:00.000","Pneumonia","2.9","Kids 2-4"
"2024-10-12T00:00:00.000","Pneumonia","3.6","Kids 5-17"
"2024-10-12T00:00:00.000","Pneumonia","1.2","Adults 18-49"
"2024-10-12T00:00:00.000","Pneumonia","2.0","Adults 50-64"
"2024-10-12T00:00:00.000","Pneumonia","3.6","Seniors 65+"
"2024-10-12T00:00:00.000","Pneumonia","2.2","Overall"
"2024-10-19T00:00:00.000","Pneumonia","1.8","Infants 0-1"
"2024-10-19T00:00:00.000","Pneumonia","3.4","Kids 2-4"
"2024-10-19T00:00:00.000","Pneumonia","4.3","Kids 5-17"
"2024-10-19T00:00:00.000","Pneumonia","1.3","Adults 18-49"
"2024-10-19T00:00:00.000","Pneumonia","2.1","Adults 50-64"
"2024-10-19T00:00:00.000","Pneumonia","3.6","Seniors 65+"
"2024-10-19T00:00:00.000","Pneumonia","2.4","Overall"
"2024-10-26T00:00:00.000","Pneumonia","2.0","Infants 0-1"
"2024-10-26T00:00:00.000","Pneumonia","3.9","Kids 2-4"
"2024-10-26T00:00:00.000","Pneumonia","4.5","Kids 5-17"
"2024-10-26T00:00:00.000","Pneumonia","1.4","Adults 18-49"
"2024-10-26T00:00:00.000","Pneumonia","2.1","Adults 50-64"
"2024-10-26T00:00:00.000","Pneumonia","3.7","Seniors 65+"
"2024-10-26T00:00:00.000","Pneumonia","2.5","Overall"
"2024-11-02T00:00:00.000","Pneumonia","2.2","Infants 0-1"
"2024-11-02T00:00:00.000","Pneumonia","4.0","Kids 2-4"
"2024-11-02T00:00:00.000","Pneumonia","4.1","Kids 5-17"
"2024-11-02T00:00:00.000","Pneumonia","1.4","Adults 18-49"
"2024-11-02T00:00:00.000","Pneumonia","2.2","Adults 50-64"
"2024-11-02T00:00:00.000","Pneumonia","3.7","Seniors 65+"
"2024-11-02T00:00:00.000","Pneumonia","2.5","Overall"
"2024-11-09T00:00:00.000","Pneumonia","2.2","Infants 0-1"
"2024-11-09T00:00:00.000","Pneumonia","4.1","Kids 2-4"
"2024-11-09T00:00:00.000","Pneumonia","3.9","Kids 5-17"
"2024-11-09T00:00:00.000","Pneumonia","1.5","Adults 18-49"
"2024-11-09T00:00:00.000","Pneumonia","2.3","Adults 50-64"
"2024-11-09T00:00:00.000","Pneumonia","3.8","Seniors 65+"
"2024-11-09T00:00:00.000","Pneumonia","2.5","Overall"
"2024-11-16T00:00:00.000","Pneumonia","2.5","Infants 0-1"
"2024-11-16T00:00:00.000","Pneumonia","4.3","Kids 2-4"
"2024-11-16T00:00:00.000","Pneumonia","4.0","Kids 5-17"
"2024-11-16T00:00:00.000","Pneumonia","1.5","Adults 18-49"
"2024-11-16T00:00:00.000","Pneumonia","2.3","Adults 50-64"
"2024-11-16T00:00:00.000","Pneumonia","3.9","Seniors 65+"
"2024-11-16T00:00:00.000","Pneumonia","2.6","Overall"
"2024-11-23T00:00:00.000","Pneumonia","2.6","Infants 0-1"
"2024-11-23T00:00:00.000","Pneumonia","4.5","Kids 2-4"
"2024-11-23T00:00:00.000","Pneumonia","4.4","Kids 5-17"
"2024-11-23T00:00:00.000","Pneumonia","1.5","Adults 18-49"
"2024-11-23T00:00:00.000","Pneumonia","2.4","Adults 50-64"
"2024-11-23T00:00:00.000","Pneumonia","4.0","Seniors 65+"
"2024-11-23T00:00:00.000","Pneumonia","2.7","Overall"
"2024-11-30T00:00:00.000","Pneumonia","2.7","Infants 0-1"
"2024-11-30T00:00:00.000","Pneumonia","4.6","Kids 2-4"
"2024-11-30T00:00:00.000","Pneumonia","4.7","Kids 5-17"
"2024-11-30T00:00:00.000","Pneumonia","1.6","Adults 18-49"
"2024-11-30T00:00:00.000","Pneumonia","2.5","Adults 50-64"
"2024-11-30T00:00:00.000","Pneumonia","4.2","Seniors 65+"
"2024-11-30T00:00:00.000","Pneumonia","2.9","Overall"
"2024-12-07T00:00:00.000","Pneumonia","2.7","Infants 0-1"
"2024-12-07T00:00:00.000","Pneumonia","4.4","Kids 2-4"
"2024-12-07T00:00:00.000","Pneumonia","3.8","Kids 5-17"
"2024-12-07T00:00:00.000","Pneumonia","1.6","Adults 18-49"
"2024-12-07T00:00:00.000","Pneumonia","2.7","Adults 50-64"
"2024-12-07T00:00:00.000","Pneumonia","4.6","Seniors 65+"
"2024-12-07T00:00:00.000","Pneumonia","2.9","Overall"
"2024-12-14T00:00:00.000","Pneumonia","2.7","Infants 0-1"
"2024-12-14T00:00:00.000","Pneumonia","4.3","Kids 2-4"
"2024-12-14T00:00:00.000","Pneumonia","3.5","Kids 5-17"
"2024-12-14T00:00:00.000","Pneumonia","1.5","Adults 18-49"
"2024-12-14T00:00:00.000","Pneumonia","2.6","Adults 50-64"
"2024-12-14T00:00:00.000","Pneumonia","4.6","Seniors 65+"
"2024-12-14T00:00:00.000","Pneumonia","2.8","Overall"
"2024-12-21T00:00:00.000","Pneumonia","2.8","Infants 0-1"
"2024-12-21T00:00:00.000","Pneumonia","4.2","Kids 2-4"
"2024-12-21T00:00:00.000","Pneumonia","3.1","Kids 5-17"
"2024-12-21T00:00:00.000","Pneumonia","1.5","Adults 18-49"
"2024-12-21T00:00:00.000","Pneumonia","2.7","Adults 50-64"
"2024-12-21T00:00:00.000","Pneumonia","4.6","Seniors 65+"
"2024-12-21T00:00:00.000","Pneumonia","2.8","Overall"
"2024-12-28T00:00:00.000","Pneumonia","2.8","Infants 0-1"
"2024-12-28T00:00:00.000","Pneumonia","4.1","Kids 2-4"
"2024-12-28T00:00:00.000","Pneumonia","3.2","Kids 5-17"
"2024-12-28T00:00:00.000","Pneumonia","1.6","Adults 18-49"
"2024-12-28T00:00:00.000","Pneumonia","3.2","Adults 50-64"
"2024-12-28T00:00:00.000","Pneumonia","5.3","Seniors 65+"
"2024-12-28T00:00:00.000","Pneumonia","3.1","Overall"
