"vaccine","geographic_level","geographic_name","month_week","week_ending","estimate","ci_half_width_90pct","ci_half_width_95pct","unweighted_sample_size","suppression_flag"
"RSV","State","Alabama","April Week 1","2024-04-06T00:00:00.000","28.7573","10.7116","12.7627","66","0"
"RSV","State","Alaska","April Week 1","2024-04-06T00:00:00.000","23.3396","2.6312","3.135","1653","0"
"RSV","State","Alaska","April Week 1","2024-04-06T00:00:00.000",,,,"1653","1"
"RSV","State","Alaska","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Alaska","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Alaska","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Arizona","April Week 1","2024-04-06T00:00:00.000","26.5593","2.5632","3.054","3600","0"
"RSV","State","Arizona","April Week 1","2024-04-06T00:00:00.000","26.5593","2.5632","3.054","3600","0"
"RSV","State","Arizona","April Week 1","2024-04-06T00:00:00.000","5.4835","4.2613","5.0773","83","0"
"RSV","State","Arizona","April Week 1","2024-04-06T00:00:00.000","38.3871","8.6881","10.3518","83","0"
"RSV","State","Arizona","April Week 1","2024-04-06T00:00:00.000","29.5701","8.5946","10.2404","83","0"
"RSV","State","Arkansas","April Week 1","2024-04-06T00:00:00.000","23.4938","2.9078","3.4646","2310","0"
"RSV","State","Arkansas","April Week 1","2024-04-06T00:00:00.000","23.4938","2.9078","3.4646","2310","0"
"RSV","State","Arkansas","April Week 1","2024-04-06T00:00:00.000","5.0133","6.015","7.1668","31","0"
"RSV","State","Arkansas","April Week 1","2024-04-06T00:00:00.000","51.2977","14.0286","16.7149","31","0"
"RSV","State","Arkansas","April Week 1","2024-04-06T00:00:00.000","20.1951","11.551","13.7629","31","0"
"RSV","State","California","April Week 1","2024-04-06T00:00:00.000","23.2013","2.606","3.105","3098","0"
"RSV","State","California","April Week 1","2024-04-06T00:00:00.000","23.2013","2.606","3.105","3098","0"
"RSV","State","California","April Week 1","2024-04-06T00:00:00.000","11.5086","10.3083","12.2822","47","0"
"RSV","State","California","April Week 1","2024-04-06T00:00:00.000","48.6359","16.8454","20.0712","47","0"
"RSV","State","California","April Week 1","2024-04-06T00:00:00.000","16.6541","10.5243","12.5396","47","0"
"RSV","State","Colorado","April Week 1","2024-04-06T00:00:00.000","30.1919","2.2417","2.671","2968","0"
"RSV","State","Colorado","April Week 1","2024-04-06T00:00:00.000","30.1919","2.2417","2.671","2968","0"
"RSV","State","Colorado","April Week 1","2024-04-06T00:00:00.000","0","0","0","35","0"
"RSV","State","Colorado","April Week 1","2024-04-06T00:00:00.000","42.2904","18.5331","22.082","35","0"
"RSV","State","Colorado","April Week 1","2024-04-06T00:00:00.000","27.5177","12.5214","14.9191","35","0"
"RSV","State","Connecticut","April Week 1","2024-04-06T00:00:00.000","26.7825","3.8998","4.6466","867","0"
"RSV","State","Connecticut","April Week 1","2024-04-06T00:00:00.000",,,,"867","1"
"RSV","State","Connecticut","April Week 1","2024-04-06T00:00:00.000",,,,"21","1"
"RSV","State","Connecticut","April Week 1","2024-04-06T00:00:00.000",,,,"21","1"
"RSV","State","Connecticut","April Week 1","2024-04-06T00:00:00.000",,,,"21","1"
"RSV","State","Delaware","April Week 1","2024-04-06T00:00:00.000","26.996","1.8101","2.1567","4270","0"
"RSV","State","Delaware","April Week 1","2024-04-06T00:00:00.000","26.996","1.8101","2.1567","4270","0"
"RSV","State","Delaware","April Week 1","2024-04-06T00:00:00.000","6.4162","4.0724","4.8523","94","0"
"RSV","State","Delaware","April Week 1","2024-04-06T00:00:00.000","39.6875","10.224","12.1817","94","0"
"RSV","State","Delaware","April Week 1","2024-04-06T00:00:00.000","26.9003","9.1858","10.9448","94","0"
"RSV","State","District of Columbia","April Week 1","2024-04-06T00:00:00.000","29.7236","2.4864","2.9625","3681","0"
"RSV","State","District of Columbia","April Week 1","2024-04-06T00:00:00.000","29.7236","2.4864","2.9625","3681","0"
"RSV","State","District of Columbia","April Week 1","2024-04-06T00:00:00.000","10.8734","5.2379","6.2409","118","0"
"RSV","State","District of Columbia","April Week 1","2024-04-06T00:00:00.000","41.7334","8.9761","10.6949","118","0"
"RSV","State","District of Columbia","April Week 1","2024-04-06T00:00:00.000","17.6696","8.3644","9.9662","118","0"
"RSV","State","Florida","April Week 1","2024-04-06T00:00:00.000","21.7174","2.5143","2.9957","2575","0"
"RSV","State","Florida","April Week 1","2024-04-06T00:00:00.000","21.7174","2.5143","2.9957","2575","0"
"RSV","State","Florida","April Week 1","2024-04-06T00:00:00.000","14.0347","11.7976","14.0568","58","0"
"RSV","State","Florida","April Week 1","2024-04-06T00:00:00.000","27.5045","15.6004","18.5877","58","0"
"RSV","State","Florida","April Week 1","2024-04-06T00:00:00.000","36.7435","16.2479","19.3592","58","0"
"RSV","State","Georgia","April Week 1","2024-04-06T00:00:00.000","18.2797","3.4521","4.1132","1162","0"
"RSV","State","Georgia","April Week 1","2024-04-06T00:00:00.000",,,,"1162","1"
"RSV","State","Georgia","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Georgia","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Georgia","April Week 1","2024-04-06T00:00:00.000",,,,"23","1"
"RSV","State","Guam","April Week 1","2024-04-06T00:00:00.000","5.7125","2.459","2.9298","319","0"
"RSV","State","Guam","April Week 1","2024-04-06T00:00:00.000",,,,"319","1"
"RSV","State","Guam","April Week 1","2024-04-06T00:00:00.000",,,,"4","1"
"RSV","State","Guam","April Week 1","2024-04-06T00:00:00.000",,,,"4","1"
"RSV","State","Guam","April Week 1","2024-04-06T00:00:00.000",,,,"4","1"
"RSV","State","Hawaii","April Week 1","2024-04-06T00:00:00.000","28.2396","2.2408","2.6699","4006","0"
"RSV","State","Hawaii","April Week 1","2024-04-06T00:00:00.000","28.2396","2.2408","2.6699","4006","0"
"RSV","State","Hawaii","April Week 1","2024-04-06T00:00:00.000","16.6133","8.2065","9.778","73","0"
"RSV","State","Hawaii","April Week 1","2024-04-06T00:00:00.000","37.2418","11.6863","13.9241","73","0"
"RSV","State","Hawaii","April Week 1","2024-04-06T00:00:00.000","17.9053","9.166","10.9212","73","0"
"RSV","State","Idaho","April Week 1","2024-04-06T00:00:00.000","23.0333","2.6044","3.1031","1556","0"
"RSV","State","Idaho","April Week 1","2024-04-06T00:00:00.000",,,,"1556","1"
"RSV","State","Idaho","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Idaho","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Idaho","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Illinois","April Week 1","2024-04-06T00:00:00.000","25.8088","1.7086","2.0357","6327","0"
"RSV","State","Illinois","April Week 1","2024-04-06T00:00:00.000","25.8088","1.7086","2.0357","6327","0"
"RSV","State","Illinois","April Week 1","2024-04-06T00:00:00.000","9.5368","6.3721","7.5923","85","0"
"RSV","State","Illinois","April Week 1","2024-04-06T00:00:00.000","46.9273","10.964","13.0635","85","0"
"RSV","State","Illinois","April Week 1","2024-04-06T00:00:00.000","17.7271","7.7062","9.1818","85","0"
"RSV","State","Indiana","April Week 1","2024-04-06T00:00:00.000","23.0869","2.1447","2.5553","3030","0"
"RSV","State","Indiana","April Week 1","2024-04-06T00:00:00.000",,,,"3030","1"
"RSV","State","Indiana","April Week 1","2024-04-06T00:00:00.000",,,,"26","1"
"RSV","State","Indiana","April Week 1","2024-04-06T00:00:00.000",,,,"26","1"
"RSV","State","Indiana","April Week 1","2024-04-06T00:00:00.000",,,,"26","1"
"RSV","State","Iowa","April Week 1","2024-04-06T00:00:00.000","23.323","2.676","3.1885","1600","0"
"RSV","State","Iowa","April Week 1","2024-04-06T00:00:00.000",,,,"1600","1"
"RSV","State","Iowa","April Week 1","2024-04-06T00:00:00.000",,,,"18","1"
"RSV","State","Iowa","April Week 1","2024-04-06T00:00:00.000",,,,"18","1"
"RSV","State","Iowa","April Week 1","2024-04-06T00:00:00.000",,,,"18","1"
"RSV","State","Kansas","April Week 1","2024-04-06T00:00:00.000","28.7475","3.0473","3.6308","2229","0"
"RSV","State","Kansas","April Week 1","2024-04-06T00:00:00.000","28.7475","3.0473","3.6308","2229","0"
"RSV","State","Kansas","April Week 1","2024-04-06T00:00:00.000","5.0285","5.4592","6.5045","45","0"
"RSV","State","Kansas","April Week 1","2024-04-06T00:00:00.000","42.255","14.3079","17.0477","45","0"
"RSV","State","Kansas","April Week 1","2024-04-06T00:00:00.000","23.969","13.9158","16.5805","45","0"
"RSV","State","Kentucky","April Week 1","2024-04-06T00:00:00.000","22.5178","2.5791","3.073","2169","0"
"RSV","State","Kentucky","April Week 1","2024-04-06T00:00:00.000","22.5178","2.5791","3.073","2169","0"
"RSV","State","Kentucky","April Week 1","2024-04-06T00:00:00.000","8.5575","10.9927","13.0977","32","0"
"RSV","State","Kentucky","April Week 1","2024-04-06T00:00:00.000","40.0999","21.4878","25.6025","32","0"
"RSV","State","Kentucky","April Week 1","2024-04-06T00:00:00.000","28.8249","21.6129","25.7515","32","0"
"RSV","State","Louisiana","April Week 1","2024-04-06T00:00:00.000","19.5285","2.1848","2.6032","3442","0"
"RSV","State","Louisiana","April Week 1","2024-04-06T00:00:00.000","19.5285","2.1848","2.6032","3442","0"
"RSV","State","Louisiana","April Week 1","2024-04-06T00:00:00.000","5.4436","3.9385","4.6927","53","0"
"RSV","State","Louisiana","April Week 1","2024-04-06T00:00:00.000","29.8503","13.8146","16.46","53","0"
"RSV","State","Louisiana","April Week 1","2024-04-06T00:00:00.000","45.1777","17.0908","20.3635","53","0"
"RSV","State","Maine","April Week 1","2024-04-06T00:00:00.000","25.7735","1.8991","2.2628","4929","0"
"RSV","State","Maine","April Week 1","2024-04-06T00:00:00.000","25.7735","1.8991","2.2628","4929","0"
"RSV","State","Maine","April Week 1","2024-04-06T00:00:00.000","0.8228","0.7024","0.8369","50","0"
"RSV","State","Maine","April Week 1","2024-04-06T00:00:00.000","55.0225","12.5612","14.9666","50","0"
"RSV","State","Maine","April Week 1","2024-04-06T00:00:00.000","18.3812","9.0934","10.8347","50","0"
"RSV","State","Maryland","April Week 1","2024-04-06T00:00:00.000","28.6971","3.3264","3.9634","1827","0"
"RSV","State","Maryland","April Week 1","2024-04-06T00:00:00.000","28.6971","3.3264","3.9634","1827","0"
"RSV","State","Maryland","April Week 1","2024-04-06T00:00:00.000","17.9323","10.8601","12.9397","42","0"
"RSV","State","Maryland","April Week 1","2024-04-06T00:00:00.000","24.4558","14.6701","17.4793","42","0"
"RSV","State","Maryland","April Week 1","2024-04-06T00:00:00.000","28.9148","14.7713","17.5999","42","0"
"RSV","State","Massachusetts","April Week 1","2024-04-06T00:00:00.000","29.5128","2.3167","2.7603","3785","0"
"RSV","State","Massachusetts","April Week 1","2024-04-06T00:00:00.000","29.5128","2.3167","2.7603","3785","0"
"RSV","State","Massachusetts","April Week 1","2024-04-06T00:00:00.000","9.4496","10.0059","11.9219","32","0"
"RSV","State","Massachusetts","April Week 1","2024-04-06T00:00:00.000","28.5992","13.3889","15.9527","32","0"
"RSV","State","Massachusetts","April Week 1","2024-04-06T00:00:00.000","32.4384","12.2687","14.618","32","0"
"RSV","State","Michigan","April Week 1","2024-04-06T00:00:00.000","30.7666","3.6334","4.3291","1344","0"
"RSV","State","Michigan","April Week 1","2024-04-06T00:00:00.000",,,,"1344","1"
"RSV","State","Michigan","April Week 1","2024-04-06T00:00:00.000",,,,"20","1"
"RSV","State","Michigan","April Week 1","2024-04-06T00:00:00.000",,,,"20","1"
"RSV","State","Michigan","April Week 1","2024-04-06T00:00:00.000",,,,"20","1"
"RSV","State","Minnesota","April Week 1","2024-04-06T00:00:00.000","27.3378","2.4141","2.8764","3301","0"
"RSV","State","Minnesota","April Week 1","2024-04-06T00:00:00.000","27.3378","2.4141","2.8764","3301","0"
"RSV","State","Minnesota","April Week 1","2024-04-06T00:00:00.000","6.5456","3.5606","4.2425","50","0"
"RSV","State","Minnesota","April Week 1","2024-04-06T00:00:00.000","36.7779","12.6293","15.0477","50","0"
"RSV","State","Minnesota","April Week 1","2024-04-06T00:00:00.000","29.3387","14.0609","16.7534","50","0"
"RSV","State","Mississippi","April Week 1","2024-04-06T00:00:00.000","14.1708","2.1617","2.5757","2413","0"
"RSV","State","Mississippi","April Week 1","2024-04-06T00:00:00.000","14.1708","2.1617","2.5757","2413","0"
"RSV","State","Mississippi","April Week 1","2024-04-06T00:00:00.000","9.688","10.0839","12.0149","61","0"
"RSV","State","Mississippi","April Week 1","2024-04-06T00:00:00.000","53.5849","12.9548","15.4355","61","0"
"RSV","State","Mississippi","April Week 1","2024-04-06T00:00:00.000","22.5563","9.3813","11.1777","61","0"
"RSV","State","Missouri","April Week 1","2024-04-06T00:00:00.000","21.1597","3.1528","3.7565","1557","0"
"RSV","State","Missouri","April Week 1","2024-04-06T00:00:00.000","21.1597","3.1528","3.7565","1557","0"
"RSV","State","Missouri","April Week 1","2024-04-06T00:00:00.000","3.1655","3.9457","4.7012","34","0"
"RSV","State","Missouri","April Week 1","2024-04-06T00:00:00.000","56.7944","21.9449","26.1472","34","0"
"RSV","State","Missouri","April Week 1","2024-04-06T00:00:00.000","18.8804","13.8274","16.4752","34","0"
"RSV","State","Montana","April Week 1","2024-04-06T00:00:00.000","22.4546","1.706","2.0327","4148","0"
"RSV","State","Montana","April Week 1","2024-04-06T00:00:00.000","22.4546","1.706","2.0327","4148","0"
"RSV","State","Montana","April Week 1","2024-04-06T00:00:00.000","0.8566","1.441","1.717","40","0"
"RSV","State","Montana","April Week 1","2024-04-06T00:00:00.000","49.1512","16.9718","20.2217","40","0"
"RSV","State","Montana","April Week 1","2024-04-06T00:00:00.000","27.5376","13.4077","15.9751","40","0"
"RSV","State","Nebraska","April Week 1","2024-04-06T00:00:00.000","29.4167","3.2579","3.8817","1855","0"
"RSV","State","Nebraska","April Week 1","2024-04-06T00:00:00.000",,,,"1855","1"
"RSV","State","Nebraska","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Nebraska","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Nebraska","April Week 1","2024-04-06T00:00:00.000",,,,"24","1"
"RSV","State","Nevada","April Week 1","2024-04-06T00:00:00.000","27.0501","2.5898","3.0857","3170","0"
"RSV","State","Nevada","April Week 1","2024-04-06T00:00:00.000","27.0501","2.5898","3.0857","3170","0"
"RSV","State","Nevada","April Week 1","2024-04-06T00:00:00.000","14.2977","9.4968","11.3153","46","0"
"RSV","State","Nevada","April Week 1","2024-04-06T00:00:00.000","23.0296","11.1939","13.3374","46","0"
"RSV","State","Nevada","April Week 1","2024-04-06T00:00:00.000","35.6226","12.9535","15.434","46","0"
"RSV","State","New Hampshire","April Week 1","2024-04-06T00:00:00.000","27.0884","1.8393","2.1915","5371","0"
"RSV","State","New Hampshire","April Week 1","2024-04-06T00:00:00.000","27.0884","1.8393","2.1915","5371","0"
"RSV","State","New Hampshire","April Week 1","2024-04-06T00:00:00.000","6.8182","4.7204","5.6243","80","0"
"RSV","State","New Hampshire","April Week 1","2024-04-06T00:00:00.000","38.762","12.6843","15.1132","80","0"
"RSV","State","New Hampshire","April Week 1","2024-04-06T00:00:00.000","27.3314","11.9151","14.1968","80","0"
"RSV","State","New Jersey","April Week 1","2024-04-06T00:00:00.000","19.0608","2.0306","2.4194","3325","0"
"RSV","State","New Jersey","April Week 1","2024-04-06T00:00:00.000","19.0608","2.0306","2.4194","3325","0"
"RSV","State","New Jersey","April Week 1","2024-04-06T00:00:00.000","10.6994","8.1466","9.7066","43","0"
"RSV","State","New Jersey","April Week 1","2024-04-06T00:00:00.000","44.8581","15.9179","18.966","43","0"
"RSV","State","New Jersey","April Week 1","2024-04-06T00:00:00.000","25.3816","11.3781","13.5569","43","0"
"RSV","State","New Mexico","April Week 1","2024-04-06T00:00:00.000","32.0857","2.4411","2.9085","3339","0"
"RSV","State","New Mexico","April Week 1","2024-04-06T00:00:00.000","32.0857","2.4411","2.9085","3339","0"
"RSV","State","New Mexico","April Week 1","2024-04-06T00:00:00.000","5.9215","3.6967","4.4046","101","0"
"RSV","State","New Mexico","April Week 1","2024-04-06T00:00:00.000","29.6728","8.733","10.4053","101","0"
"RSV","State","New Mexico","April Week 1","2024-04-06T00:00:00.000","32.32","8.1439","9.7033","101","0"
"RSV","State","New York","April Week 1","2024-04-06T00:00:00.000","19.4198","1.7813","2.1224","4087","0"
"RSV","State","New York","April Week 1","2024-04-06T00:00:00.000","19.4198","1.7813","2.1224","4087","0"
"RSV","State","New York","April Week 1","2024-04-06T00:00:00.000","9.3781","6.1051","7.2741","75","0"
"RSV","State","New York","April Week 1","2024-04-06T00:00:00.000","41.7468","11.3942","13.5761","75","0"
"RSV","State","New York","April Week 1","2024-04-06T00:00:00.000","29.4553","11.565","13.7796","75","0"
"RSV","State","North Carolina","April Week 1","2024-04-06T00:00:00.000","24.6611","2.4289","2.8941","3697","0"
"RSV","State","North Carolina","April Week 1","2024-04-06T00:00:00.000","24.6611","2.4289","2.8941","3697","0"
"RSV","State","North Carolina","April Week 1","2024-04-06T00:00:00.000","4.7465","4.537","5.4057","40","0"
"RSV","State","North Carolina","April Week 1","2024-04-06T00:00:00.000","36.2451","10.6885","12.7353","40","0"
"RSV","State","North Carolina","April Week 1","2024-04-06T00:00:00.000","34.3473","11.6508","13.8818","40","0"
"RSV","State","North Dakota","April Week 1","2024-04-06T00:00:00.000","18.7861","2.1507","2.5625","2239","0"
"RSV","State","North Dakota","April Week 1","2024-04-06T00:00:00.000","18.7861","2.1507","2.5625","2239","0"
"RSV","State","North Dakota","April Week 1","2024-04-06T00:00:00.000","8.5022","8.2076","9.7793","39","0"
"RSV","State","North Dakota","April Week 1","2024-04-06T00:00:00.000","46.5293","16.969","20.2183","39","0"
"RSV","State","North Dakota","April Week 1","2024-04-06T00:00:00.000","26.1824","13.9209","16.5866","39","0"
"RSV","State","Ohio","April Week 1","2024-04-06T00:00:00.000","23.981","2.8357","3.3787","1247","0"
"RSV","State","Ohio","April Week 1","2024-04-06T00:00:00.000",,,,"1247","1"
"RSV","State","Ohio","April Week 1","2024-04-06T00:00:00.000",,,,"16","1"
"RSV","State","Ohio","April Week 1","2024-04-06T00:00:00.000",,,,"16","1"
"RSV","State","Ohio","April Week 1","2024-04-06T00:00:00.000",,,,"16","1"
"RSV","State","Oklahoma","April Week 1","2024-04-06T00:00:00.000","22.0089","2.1432","2.5536","3688","0"
"RSV","State","Oklahoma","April Week 1","2024-04-06T00:00:00.000","22.0089","2.1432","2.5536","3688","0"
"RSV","State","Oklahoma","April Week 1","2024-04-06T00:00:00.000","7.8284","5.3557","6.3813","47","0"
"RSV","State","Oklahoma","April Week 1","2024-04-06T00:00:00.000","38.4827","12.4151","14.7925","47","0"
"RSV","State","Oklahoma","April Week 1","2024-04-06T00:00:00.000","31.68","11.4889","13.6889","47","0"
"RSV","State","Oregon","April Week 1","2024-04-06T00:00:00.000","30.0146","2.3652","2.8181","3258","0"
"RSV","State","Oregon","April Week 1","2024-04-06T00:00:00.000",,,,"3258","1"
"RSV","State","Oregon","April Week 1","2024-04-06T00:00:00.000",,,,"27","1"
"RSV","State","Oregon","April Week 1","2024-04-06T00:00:00.000",,,,"27","1"
"RSV","State","Oregon","April Week 1","2024-04-06T00:00:00.000",,,,"27","1"
"RSV","State","Pennsylvania","April Week 1","2024-04-06T00:00:00.000","23.6545","1.9641","2.3403","7510","0"
"RSV","State","Pennsylvania","April Week 1","2024-04-06T00:00:00.000","23.6545","1.9641","2.3403","7510","0"
"RSV","State","Pennsylvania","April Week 1","2024-04-06T00:00:00.000","12.1592","7.9776","9.5052","74","0"
"RSV","State","Pennsylvania","April Week 1","2024-04-06T00:00:00.000","35.0006","14.4178","17.1786","74","0"
"RSV","State","Pennsylvania","April Week 1","2024-04-06T00:00:00.000","29.1856","12.1958","14.5312","74","0"
"RSV","State","Puerto Rico","April Week 1","2024-04-06T00:00:00.000","6.7961","1.0412","1.2406","4564","0"
"RSV","State","Puerto Rico","April Week 1","2024-04-06T00:00:00.000","6.7961","1.0412","1.2406","4564","0"
"RSV","State","Puerto Rico","April Week 1","2024-04-06T00:00:00.000","20.075","8.9459","10.659","85","0"
"RSV","State","Puerto Rico","April Week 1","2024-04-06T00:00:00.000","59.7877","10.0515","11.9762","85","0"
"RSV","State","Puerto Rico","April Week 1","2024-04-06T00:00:00.000","13.3412","6.5412","7.7937","85","0"
"RSV","State","Rhode Island","April Week 1","2024-04-06T00:00:00.000","23.1568","3.0964","3.6893","1104","0"
"RSV","State","Rhode Island","April Week 1","2024-04-06T00:00:00.000","23.1568","3.0964","3.6893","1104","0"
"RSV","State","Rhode Island","April Week 1","2024-04-06T00:00:00.000","7.0389","8.8707","10.5693","31","0"
"RSV","State","Rhode Island","April Week 1","2024-04-06T00:00:00.000","32.4823","16.377","19.5131","31","0"
"RSV","State","Rhode Island","April Week 1","2024-04-06T00:00:00.000","37.3219","17.8776","21.3009","31","0"
"RSV","State","South Carolina","April Week 1","2024-04-06T00:00:00.000","20.2488","1.9201","2.2878","4416","0"
"RSV","State","South Carolina","April Week 1","2024-04-06T00:00:00.000","20.2488","1.9201","2.2878","4416","0"
"RSV","State","South Carolina","April Week 1","2024-04-06T00:00:00.000","11.5082","8.6184","10.2687","90","0"
"RSV","State","South Carolina","April Week 1","2024-04-06T00:00:00.000","45.8092","12.3859","14.7577","90","0"
"RSV","State","South Carolina","April Week 1","2024-04-06T00:00:00.000","22.4338","8.9595","10.6751","90","0"
"RSV","State","South Dakota","April Week 1","2024-04-06T00:00:00.000","25.3848","2.1401","2.55","3515","0"
"RSV","State","South Dakota","April Week 1","2024-04-06T00:00:00.000","25.3848","2.1401","2.55","3515","0"
"RSV","State","South Dakota","April Week 1","2024-04-06T00:00:00.000","16.2041","11.6226","13.8482","33","0"
"RSV","State","South Dakota","April Week 1","2024-04-06T00:00:00.000","27.5741","12.5706","14.9777","33","0"
"RSV","State","South Dakota","April Week 1","2024-04-06T00:00:00.000","30.837","14.034","16.7214","33","0"
"RSV","State","Tennessee","April Week 1","2024-04-06T00:00:00.000","22.7795","3.5445","4.2232","1325","0"
"RSV","State","Tennessee","April Week 1","2024-04-06T00:00:00.000","22.7795","3.5445","4.2232","1325","0"
"RSV","State","Tennessee","April Week 1","2024-04-06T00:00:00.000","10.7866","8.8789","10.5792","39","0"
"RSV","State","Tennessee","April Week 1","2024-04-06T00:00:00.000","49.7022","14.9394","17.8001","39","0"
"RSV","State","Tennessee","April Week 1","2024-04-06T00:00:00.000","16.7317","10.9742","13.0757","39","0"
"RSV","State","Texas","April Week 1","2024-04-06T00:00:00.000","20.0615","2.0962","2.4976","9706","0"
"RSV","State","Texas","April Week 1","2024-04-06T00:00:00.000","20.0615","2.0962","2.4976","9706","0"
"RSV","State","Texas","April Week 1","2024-04-06T00:00:00.000","7.1293","6.7175","8.0038","143","0"
"RSV","State","Texas","April Week 1","2024-04-06T00:00:00.000","43.3327","21.393","25.4895","143","0"
"RSV","State","Texas","April Week 1","2024-04-06T00:00:00.000","29.4765","19.9151","23.7286","143","0"
"RSV","State","Utah","April Week 1","2024-04-06T00:00:00.000","27.8935","3.8924","4.6377","1028","0"
"RSV","State","Utah","April Week 1","2024-04-06T00:00:00.000",,,,"1028","1"
"RSV","State","Utah","April Week 1","2024-04-06T00:00:00.000",,,,"25","1"
"RSV","State","Utah","April Week 1","2024-04-06T00:00:00.000",,,,"25","1"
"RSV","State","Utah","April Week 1","2024-04-06T00:00:00.000",,,,"25","1"
"RSV","State","Vermont","April Week 1","2024-04-06T00:00:00.000","24.5334","2.8005","3.3368","1208","0"
"RSV","State","Vermont","April Week 1","2024-04-06T00:00:00.000","24.5334","2.8005","3.3368","1208","0"
"RSV","State","Vermont","April Week 1","2024-04-06T00:00:00.000","11.9499","11.3347","13.5052","38","0"
"RSV","State","Vermont","April Week 1","2024-04-06T00:00:00.000","22.9943","13.9141","16.5785","38","0"
"RSV","State","Vermont","April Week 1","2024-04-06T00:00:00.000","40.5224","18.1741","21.6542","38","0"
"RSV","State","Virginia","April Week 1","2024-04-06T00:00:00.000","27.2159","1.9007","2.2647","5052","0"
"RSV","State","Virginia","April Week 1","2024-04-06T00:00:00.000","27.2159","1.9007","2.2647","5052","0"
"RSV","State","Virginia","April Week 1","2024-04-06T00:00:00.000","1.3615","2.2035","2.6255","39","0"
"RSV","State","Virginia","April Week 1","2024-04-06T00:00:00.000","48.5618","18.2715","21.7703","39","0"
"RSV","State","Virginia","April Week 1","2024-04-06T00:00:00.000","22.8608","13.1114","15.6221","39","0"
"RSV","State","Washington","April Week 1","2024-04-06T00:00:00.000","31.9051","3.6385","4.3353","1381","0"
"RSV","State","Washington","April Week 1","2024-04-06T00:00:00.000","31.9051","3.6385","4.3353","1381","0"
"RSV","State","Washington","April Week 1","2024-04-06T00:00:00.000","21.1185","12.2287","14.5704","45","0"
"RSV","State","Washington","April Week 1","2024-04-06T00:00:00.000","31.8734","11.9599","14.2502","45","0"
"RSV","State","Washington","April Week 1","2024-04-06T00:00:00.000","15.1031","7.8561","9.3604","45","0"
"RSV","State","West Virginia","April Week 1","2024-04-06T00:00:00.000","20.403","1.5264","1.8187","3904","0"
"RSV","State","West Virginia","April Week 1","2024-04-06T00:00:00.000","20.403","1.5264","1.8187","3904","0"
"RSV","State","West Virginia","April Week 1","2024-04-06T00:00:00.000","5.1717","4.4244","5.2716","53","0"
"RSV","State","West Virginia","April Week 1","2024-04-06T00:00:00.000","44.7028","15.5488","18.5262","53","0"
"RSV","State","West Virginia","April Week 1","2024-04-06T00:00:00.000","29.7224","13.7883","16.4286","53","0"
"RSV","State","Wisconsin","April Week 1","2024-04-06T00:00:00.000","25.2619","2.6828","3.1966","2220","0"
"RSV","State","Wisconsin","April Week 1","2024-04-06T00:00:00.000","25.2619","2.6828","3.1966","2220","0"
"RSV","State","Wisconsin","April Week 1","2024-04-06T00:00:00.000","17.6352","16.0542","19.1284","30","0"
"RSV","State","Wisconsin","April Week 1","2024-04-06T00:00:00.000","43.1968","18.9997","22.638","30","0"
"RSV","State","Wisconsin","April Week 1","2024-04-06T00:00:00.000","13.9061","11.1263","13.2569","30","0"
"RSV","State","Wyoming","April Week 1","2024-04-06T00:00:00.000","19.6773","1.5371","1.8314","3744","0"
"RSV","State","Wyoming","April Week 1","2024-04-06T00:00:00.000","19.6773","1.5371","1.8314","3744","0"
"RSV","State","Wyoming","April Week 1","2024-04-06T00:00:00.000","4.5151","4.4662","5.3214","73","0"
"RSV","State","Wyoming","April Week 1","2024-04-06T00:00:00.000","25.2275","8.3285","9.9233","73","0"
"RSV","State","Wyoming","April Week 1","2024-04-06T00:00:00.000","50.5801","9.7696","11.6403","73","0"
"RSV","Substate","Illinois-City of Chicago","April Week 1","2024-04-06T00:00:00.000","25.4612","3.4682","4.1323","1538","0"
"RSV","Substate","Illinois-City of Chicago","April Week 1","2024-04-06T00:00:00.000",,,,"1538","1"
"RSV","Substate","Illinois-City of Chicago","April Week 1","2024-04-06T00:00:00.000",,,,"10","1"
"RSV","Substate","Illinois-City of Chicago","April Week 1","2024-04-06T00:00:00.000",,,,"10","1"
"RSV","Substate","Illinois-City of Chicago","April Week 1","2024-04-06T00:00:00.000",,,,"10","1"
"RSV","Substate","Illinois-Rest of State","April Week 1","2024-04-06T00:00:00.000","25.9929","1.7943","2.1379","4789","0"
"RSV","Substate","Illinois-Rest of State","April Week 1","2024-04-06T00:00:00.000","25.9929","1.7943","2.1379","4789","0"
"RSV","Substate","Illinois-Rest of State","April Week 1","2024-04-06T00:00:00.000","8.9098","6.5391","7.7913","75","0"
