"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2022-23","202329","Influenza","Region 9","65+ years","0","34","0"
"2022-23","202329","Influenza","Region 10","0-4 years","0","6","0"
"2022-23","202329","Influenza","Region 10","5-17 years","0","1","0"
"2022-23","202329","Influenza","Region 10","18-24 years","0","1","0"
"2022-23","202329","Influenza","Region 10","25-49 years","0","2","0"
"2022-23","202329","Influenza","Region 10","50-64 years","0","2","0"
"2022-23","202329","Influenza","Region 10","65+ years","0","9","0"
"2022-23","202329","RSV","Region 1","0-4 years","0","9","0"
"2022-23","202329","RSV","Region 1","5-17 years","0","6","0"
"2022-23","202329","RSV","Region 1","18-24 years","0","0","0"
"2022-23","202329","RSV","Region 1","25-49 years","0","4","0"
"2022-23","202329","RSV","Region 1","50-64 years","0","9","0"
"2022-23","202329","RSV","Region 1","65+ years","0","13","0"
"2022-23","202329","RSV","Region 2","0-4 years","0","2","0"
"2022-23","202329","RSV","Region 2","5-17 years","0","11","0"
"2022-23","202329","RSV","Region 2","18-24 years","0","8","0"
"2022-23","202329","RSV","Region 2","25-49 years","0","48","0"
"2022-23","202329","RSV","Region 2","50-64 years","0","26","0"
"2022-23","202329","RSV","Region 2","65+ years","0","31","0"
"2022-23","202329","RSV","Region 3","0-4 years","0","14","0"
"2022-23","202329","RSV","Region 3","5-17 years","0","6","0"
"2022-23","202329","RSV","Region 3","18-24 years","0","8","0"
"2022-23","202329","RSV","Region 3","25-49 years","0","27","0"
"2022-23","202329","RSV","Region 3","50-64 years","0","28","0"
"2022-23","202329","RSV","Region 3","65+ years","0","30","0"
"2022-23","202329","RSV","Region 4","0-4 years","7","66","10.61"
"2022-23","202329","RSV","Region 4","5-17 years","0","20","0"
"2022-23","202329","RSV","Region 4","18-24 years","0","24","0"
"2022-23","202329","RSV","Region 4","25-49 years","0","79","0"
"2022-23","202329","RSV","Region 4","50-64 years","0","67","0"
"2022-23","202329","RSV","Region 4","65+ years","1","68","1.47"
"2022-23","202329","RSV","Region 5","0-4 years","2","100","2"
"2022-23","202329","RSV","Region 5","5-17 years","0","63","0"
"2022-23","202329","RSV","Region 5","18-24 years","0","28","0"
"2022-23","202329","RSV","Region 5","25-49 years","0","137","0"
"2022-23","202329","RSV","Region 5","50-64 years","0","133","0"
"2022-23","202329","RSV","Region 5","65+ years","0","161","0"
"2022-23","202329","RSV","Region 6","0-4 years","0","4","0"
"2022-23","202329","RSV","Region 6","5-17 years","0","3","0"
"2022-23","202329","RSV","Region 6","18-24 years","0","14","0"
"2022-23","202329","RSV","Region 6","25-49 years","0","57","0"
"2022-23","202329","RSV","Region 6","50-64 years","0","47","0"
"2022-23","202329","RSV","Region 6","65+ years","0","50","0"
"2022-23","202329","RSV","Region 7","0-4 years","1","44","2.27"
"2022-23","202329","RSV","Region 7","5-17 years","0","13","0"
"2022-23","202329","RSV","Region 7","18-24 years","0","7","0"
"2022-23","202329","RSV","Region 7","25-49 years","0","17","0"
"2022-23","202329","RSV","Region 7","50-64 years","0","27","0"
"2022-23","202329","RSV","Region 7","65+ years","0","24","0"
"2022-23","202329","RSV","Region 8","0-4 years","1","95","1.05"
"2022-23","202329","RSV","Region 8","5-17 years","0","43","0"
"2022-23","202329","RSV","Region 8","18-24 years","0","23","0"
"2022-23","202329","RSV","Region 8","25-49 years","0","95","0"
"2022-23","202329","RSV","Region 8","50-64 years","0","71","0"
"2022-23","202329","RSV","Region 8","65+ years","2","176","1.14"
"2022-23","202329","RSV","Region 9","0-4 years","0","14","0"
"2022-23","202329","RSV","Region 9","5-17 years","0","3","0"
"2022-23","202329","RSV","Region 9","18-24 years","0","3","0"
"2022-23","202329","RSV","Region 9","25-49 years","0","13","0"
"2022-23","202329","RSV","Region 9","50-64 years","0","7","0"
"2022-23","202329","RSV","Region 9","65+ years","0","23","0"
"2022-23","202329","RSV","Region 10","0-4 years","0","6","0"
"2022-23","202329","RSV","Region 10","5-17 years","0","1","0"
"2022-23","202329","RSV","Region 10","18-24 years","0","1","0"
"2022-23","202329","RSV","Region 10","25-49 years","0","2","0"
"2022-23","202329","RSV","Region 10","50-64 years","0","1","0"
"2022-23","202329","RSV","Region 10","65+ years","0","9","0"
"2022-23","202330","SARS-CoV-2","Region 1","0-4 years","1","3","33.33"
"2022-23","202330","SARS-CoV-2","Region 1","5-17 years","0","3","0"
"2022-23","202330","SARS-CoV-2","Region 1","18-24 years","1","3","33.33"
"2022-23","202330","SARS-CoV-2","Region 1","25-49 years","1","8","12.5"
"2022-23","202330","SARS-CoV-2","Region 1","50-64 years","3","16","18.75"
"2022-23","202330","SARS-CoV-2","Region 1","65+ years","2","24","8.33"
"2022-23","202330","SARS-CoV-2","Region 2","0-4 years","0","3","0"
"2022-23","202330","SARS-CoV-2","Region 2","5-17 years","1","9","11.11"
"2022-23","202330","SARS-CoV-2","Region 2","18-24 years","3","12","25"
"2022-23","202330","SARS-CoV-2","Region 2","25-49 years","11","66","16.67"
"2022-23","202330","SARS-CoV-2","Region 2","50-64 years","7","36","19.44"
"2022-23","202330","SARS-CoV-2","Region 2","65+ years","13","45","28.89"
"2022-23","202330","SARS-CoV-2","Region 3","0-4 years","0","14","0"
"2022-23","202330","SARS-CoV-2","Region 3","5-17 years","0","3","0"
"2022-23","202330","SARS-CoV-2","Region 3","18-24 years","2","7","28.57"
"2022-23","202330","SARS-CoV-2","Region 3","25-49 years","3","30","10"
"2022-23","202330","SARS-CoV-2","Region 3","50-64 years","3","19","15.79"
"2022-23","202330","SARS-CoV-2","Region 3","65+ years","6","42","14.29"
"2022-23","202330","SARS-CoV-2","Region 4","0-4 years","13","88","14.77"
"2022-23","202330","SARS-CoV-2","Region 4","5-17 years","2","32","6.25"
"2022-23","202330","SARS-CoV-2","Region 4","18-24 years","9","34","26.47"
"2022-23","202330","SARS-CoV-2","Region 4","25-49 years","29","108","26.85"
"2022-23","202330","SARS-CoV-2","Region 4","50-64 years","12","88","13.64"
"2022-23","202330","SARS-CoV-2","Region 4","65+ years","36","129","27.91"
"2022-23","202330","SARS-CoV-2","Region 5","0-4 years","13","152","8.55"
"2022-23","202330","SARS-CoV-2","Region 5","5-17 years","4","64","6.25"
"2022-23","202330","SARS-CoV-2","Region 5","18-24 years","9","64","14.06"
"2022-23","202330","SARS-CoV-2","Region 5","25-49 years","31","218","14.22"
"2022-23","202330","SARS-CoV-2","Region 5","50-64 years","14","128","10.94"
"2022-23","202330","SARS-CoV-2","Region 5","65+ years","20","235","8.51"
"2022-23","202330","SARS-CoV-2","Region 6","0-4 years","5","34","14.71"
"2022-23","202330","SARS-CoV-2","Region 6","5-17 years","4","25","16"
"2022-23","202330","SARS-CoV-2","Region 6","18-24 years","10","38","26.32"
"2022-23","202330","SARS-CoV-2","Region 6","25-49 years","42","142","29.58"
"2022-23","202330","SARS-CoV-2","Region 6","50-64 years","23","94","24.47"
"2022-23","202330","SARS-CoV-2","Region 6","65+ years","26","101","25.74"
"2022-23","202330","SARS-CoV-2","Region 7","0-4 years","6","59","10.17"
"2022-23","202330","SARS-CoV-2","Region 7","5-17 years","0","20","0"
"2022-23","202330","SARS-CoV-2","Region 7","18-24 years","1","4","25"
"2022-23","202330","SARS-CoV-2","Region 7","25-49 years","4","21","19.05"
"2022-23","202330","SARS-CoV-2","Region 7","50-64 years","2","15","13.33"
"2022-23","202330","SARS-CoV-2","Region 7","65+ years","2","39","5.13"
"2022-23","202330","SARS-CoV-2","Region 8","0-4 years","12","101","11.88"
"2022-23","202330","SARS-CoV-2","Region 8","5-17 years","6","49","12.24"
"2022-23","202330","SARS-CoV-2","Region 8","18-24 years","7","49","14.29"
"2022-23","202330","SARS-CoV-2","Region 8","25-49 years","21","143","14.69"
"2022-23","202330","SARS-CoV-2","Region 8","50-64 years","14","96","14.58"
"2022-23","202330","SARS-CoV-2","Region 8","65+ years","49","239","20.5"
"2022-23","202330","SARS-CoV-2","Region 9","0-4 years","3","19","15.79"
"2022-23","202330","SARS-CoV-2","Region 9","5-17 years","0","7","0"
"2022-23","202330","SARS-CoV-2","Region 9","18-24 years","3","12","25"
"2022-23","202330","SARS-CoV-2","Region 9","25-49 years","7","44","15.91"
"2022-23","202330","SARS-CoV-2","Region 9","50-64 years","4","31","12.9"
"2022-23","202330","SARS-CoV-2","Region 9","65+ years","21","66","31.82"
"2022-23","202330","SARS-CoV-2","Region 10","0-4 years","1","6","16.67"
"2022-23","202330","SARS-CoV-2","Region 10","5-17 years","0","0","0"
"2022-23","202330","SARS-CoV-2","Region 10","18-24 years","0","3","0"
"2022-23","202330","SARS-CoV-2","Region 10","25-49 years","1","4","25"
"2022-23","202330","SARS-CoV-2","Region 10","50-64 years","0","1","0"
"2022-23","202330","SARS-CoV-2","Region 10","65+ years","0","5","0"
"2022-23","202330","Influenza","Region 1","0-4 years","0","3","0"
"2022-23","202330","Influenza","Region 1","5-17 years","0","3","0"
"2022-23","202330","Influenza","Region 1","18-24 years","0","1","0"
"2022-23","202330","Influenza","Region 1","25-49 years","0","4","0"
"2022-23","202330","Influenza","Region 1","50-64 years","0","7","0"
"2022-23","202330","Influenza","Region 1","65+ years","0","12","0"
"2022-23","202330","Influenza","Region 2","0-4 years","0","3","0"
"2022-23","202330","Influenza","Region 2","5-17 years","1","8","12.5"
"2022-23","202330","Influenza","Region 2","18-24 years","0","12","0"
"2022-23","202330","Influenza","Region 2","25-49 years","0","65","0"
"2022-23","202330","Influenza","Region 2","50-64 years","0","36","0"
"2022-23","202330","Influenza","Region 2","65+ years","0","44","0"
"2022-23","202330","Influenza","Region 3","0-4 years","1","14","7.14"
"2022-23","202330","Influenza","Region 3","5-17 years","1","3","33.33"
"2022-23","202330","Influenza","Region 3","18-24 years","0","7","0"
"2022-23","202330","Influenza","Region 3","25-49 years","0","28","0"
"2022-23","202330","Influenza","Region 3","50-64 years","1","16","6.25"
"2022-23","202330","Influenza","Region 3","65+ years","1","38","2.63"
"2022-23","202330","Influenza","Region 4","0-4 years","4","82","4.88"
"2022-23","202330","Influenza","Region 4","5-17 years","4","26","15.38"
"2022-23","202330","Influenza","Region 4","18-24 years","0","24","0"
"2022-23","202330","Influenza","Region 4","25-49 years","4","82","4.88"
"2022-23","202330","Influenza","Region 4","50-64 years","1","58","1.72"
"2022-23","202330","Influenza","Region 4","65+ years","0","80","0"
"2022-23","202330","Influenza","Region 5","0-4 years","0","149","0"
"2022-23","202330","Influenza","Region 5","5-17 years","0","61","0"
"2022-23","202330","Influenza","Region 5","18-24 years","1","48","2.08"
"2022-23","202330","Influenza","Region 5","25-49 years","0","175","0"
"2022-23","202330","Influenza","Region 5","50-64 years","1","113","0.88"
"2022-23","202330","Influenza","Region 5","65+ years","2","203","0.99"
"2022-23","202330","Influenza","Region 6","0-4 years","2","34","5.88"
"2022-23","202330","Influenza","Region 6","5-17 years","0","23","0"
"2022-23","202330","Influenza","Region 6","18-24 years","1","37","2.7"
"2022-23","202330","Influenza","Region 6","25-49 years","1","128","0.78"
"2022-23","202330","Influenza","Region 6","50-64 years","0","85","0"
"2022-23","202330","Influenza","Region 6","65+ years","0","90","0"
"2022-23","202330","Influenza","Region 7","0-4 years","0","59","0"
"2022-23","202330","Influenza","Region 7","5-17 years","0","20","0"
"2022-23","202330","Influenza","Region 7","18-24 years","0","4","0"
"2022-23","202330","Influenza","Region 7","25-49 years","0","22","0"
"2022-23","202330","Influenza","Region 7","50-64 years","0","16","0"
"2022-23","202330","Influenza","Region 7","65+ years","0","39","0"
"2022-23","202330","Influenza","Region 8","0-4 years","1","107","0.93"
"2022-23","202330","Influenza","Region 8","5-17 years","0","46","0"
"2022-23","202330","Influenza","Region 8","18-24 years","2","41","4.88"
"2022-23","202330","Influenza","Region 8","25-49 years","4","130","3.08"
"2022-23","202330","Influenza","Region 8","50-64 years","1","81","1.23"
"2022-23","202330","Influenza","Region 8","65+ years","0","197","0"
"2022-23","202330","Influenza","Region 9","0-4 years","0","10","0"
"2022-23","202330","Influenza","Region 9","5-17 years","0","5","0"
"2022-23","202330","Influenza","Region 9","18-24 years","0","9","0"
"2022-23","202330","Influenza","Region 9","25-49 years","0","27","0"
"2022-23","202330","Influenza","Region 9","50-64 years","3","17","17.65"
"2022-23","202330","Influenza","Region 9","65+ years","0","46","0"
"2022-23","202330","Influenza","Region 10","0-4 years","0","7","0"
"2022-23","202330","Influenza","Region 10","5-17 years","0","0","0"
"2022-23","202330","Influenza","Region 10","18-24 years","0","2","0"
"2022-23","202330","Influenza","Region 10","25-49 years","0","2","0"
"2022-23","202330","Influenza","Region 10","50-64 years","0","0","0"
"2022-23","202330","Influenza","Region 10","65+ years","0","2","0"
"2022-23","202330","RSV","Region 1","0-4 years","0","3","0"
"2022-23","202330","RSV","Region 1","5-17 years","0","3","0"
"2022-23","202330","RSV","Region 1","18-24 years","0","1","0"
"2022-23","202330","RSV","Region 1","25-49 years","0","4","0"
"2022-23","202330","RSV","Region 1","50-64 years","0","7","0"
"2022-23","202330","RSV","Region 1","65+ years","0","12","0"
"2022-23","202330","RSV","Region 2","0-4 years","0","3","0"
"2022-23","202330","RSV","Region 2","5-17 years","0","8","0"
"2022-23","202330","RSV","Region 2","18-24 years","0","9","0"
"2022-23","202330","RSV","Region 2","25-49 years","0","54","0"
"2022-23","202330","RSV","Region 2","50-64 years","0","27","0"
"2022-23","202330","RSV","Region 2","65+ years","0","28","0"
"2022-23","202330","RSV","Region 3","0-4 years","0","8","0"
"2022-23","202330","RSV","Region 3","5-17 years","0","2","0"
"2022-23","202330","RSV","Region 3","18-24 years","0","6","0"
"2022-23","202330","RSV","Region 3","25-49 years","0","28","0"
"2022-23","202330","RSV","Region 3","50-64 years","0","16","0"
"2022-23","202330","RSV","Region 3","65+ years","0","33","0"
"2022-23","202330","RSV","Region 4","0-4 years","8","80","10"
"2022-23","202330","RSV","Region 4","5-17 years","0","24","0"
"2022-23","202330","RSV","Region 4","18-24 years","0","24","0"
"2022-23","202330","RSV","Region 4","25-49 years","0","81","0"
"2022-23","202330","RSV","Region 4","50-64 years","1","58","1.72"
"2022-23","202330","RSV","Region 4","65+ years","1","79","1.27"
"2022-23","202330","RSV","Region 5","0-4 years","2","146","1.37"
"2022-23","202330","RSV","Region 5","5-17 years","0","60","0"
"2022-23","202330","RSV","Region 5","18-24 years","0","40","0"
"2022-23","202330","RSV","Region 5","25-49 years","2","144","1.39"
"2022-23","202330","RSV","Region 5","50-64 years","0","99","0"
"2022-23","202330","RSV","Region 5","65+ years","0","193","0"
"2022-23","202330","RSV","Region 6","0-4 years","0","2","0"
"2022-23","202330","RSV","Region 6","5-17 years","0","5","0"
"2022-23","202330","RSV","Region 6","18-24 years","0","16","0"
"2022-23","202330","RSV","Region 6","25-49 years","0","45","0"
"2022-23","202330","RSV","Region 6","50-64 years","0","51","0"
"2022-23","202330","RSV","Region 6","65+ years","0","53","0"
"2022-23","202330","RSV","Region 7","0-4 years","0","59","0"
"2022-23","202330","RSV","Region 7","5-17 years","0","20","0"
"2022-23","202330","RSV","Region 7","18-24 years","0","4","0"
"2022-23","202330","RSV","Region 7","25-49 years","0","21","0"
"2022-23","202330","RSV","Region 7","50-64 years","0","16","0"
"2022-23","202330","RSV","Region 7","65+ years","0","39","0"
"2022-23","202330","RSV","Region 8","0-4 years","5","103","4.85"
"2022-23","202330","RSV","Region 8","5-17 years","0","37","0"
"2022-23","202330","RSV","Region 8","18-24 years","1","35","2.86"
"2022-23","202330","RSV","Region 8","25-49 years","0","99","0"
"2022-23","202330","RSV","Region 8","50-64 years","0","72","0"
"2022-23","202330","RSV","Region 8","65+ years","1","184","0.54"
"2022-23","202330","RSV","Region 9","0-4 years","0","10","0"
"2022-23","202330","RSV","Region 9","5-17 years","0","4","0"
"2022-23","202330","RSV","Region 9","18-24 years","0","2","0"
"2022-23","202330","RSV","Region 9","25-49 years","0","11","0"
"2022-23","202330","RSV","Region 9","50-64 years","0","7","0"
"2022-23","202330","RSV","Region 9","65+ years","0","19","0"
"2022-23","202330","RSV","Region 10","0-4 years","0","7","0"
"2022-23","202330","RSV","Region 10","5-17 years","0","0","0"
"2022-23","202330","RSV","Region 10","18-24 years","0","2","0"
"2022-23","202330","RSV","Region 10","25-49 years","0","2","0"
"2022-23","202330","RSV","Region 10","50-64 years","0","0","0"
"2022-23","202330","RSV","Region 10","65+ years","0","2","0"
"2022-23","202331","SARS-CoV-2","Region 1","0-4 years","1","4","25"
"2022-23","202331","SARS-CoV-2","Region 1","5-17 years","0","6","0"
"2022-23","202331","SARS-CoV-2","Region 1","18-24 years","1","2","50"
"2022-23","202331","SARS-CoV-2","Region 1","25-49 years","3","10","30"
"2022-23","202331","SARS-CoV-2","Region 1","50-64 years","2","10","20"
"2022-23","202331","SARS-CoV-2","Region 1","65+ years","0","20","0"
"2022-23","202331","SARS-CoV-2","Region 2","0-4 years","0","0","0"
"2022-23","202331","SARS-CoV-2","Region 2","5-17 years","0","15","0"
"2022-23","202331","SARS-CoV-2","Region 2","18-24 years","3","10","30"
"2022-23","202331","SARS-CoV-2","Region 2","25-49 years","23","81","28.4"
"2022-23","202331","SARS-CoV-2","Region 2","50-64 years","13","56","23.21"
"2022-23","202331","SARS-CoV-2","Region 2","65+ years","14","46","30.43"
"2022-23","202331","SARS-CoV-2","Region 3","0-4 years","4","22","18.18"
"2022-23","202331","SARS-CoV-2","Region 3","5-17 years","1","7","14.29"
"2022-23","202331","SARS-CoV-2","Region 3","18-24 years","2","11","18.18"
"2022-23","202331","SARS-CoV-2","Region 3","25-49 years","5","36","13.89"
"2022-23","202331","SARS-CoV-2","Region 3","50-64 years","5","27","18.52"
"2022-23","202331","SARS-CoV-2","Region 3","65+ years","10","45","22.22"
"2022-23","202331","SARS-CoV-2","Region 4","0-4 years","14","88","15.91"
"2022-23","202331","SARS-CoV-2","Region 4","5-17 years","5","32","15.63"
"2022-23","202331","SARS-CoV-2","Region 4","18-24 years","10","35","28.57"
"2022-23","202331","SARS-CoV-2","Region 4","25-49 years","34","129","26.36"
"2022-23","202331","SARS-CoV-2","Region 4","50-64 years","28","104","26.92"
"2022-23","202331","SARS-CoV-2","Region 4","65+ years","34","111","30.63"
"2022-23","202331","SARS-CoV-2","Region 5","0-4 years","15","157","9.55"
"2022-23","202331","SARS-CoV-2","Region 5","5-17 years","4","73","5.48"
"2022-23","202331","SARS-CoV-2","Region 5","18-24 years","10","50","20"
"2022-23","202331","SARS-CoV-2","Region 5","25-49 years","27","222","12.16"
"2022-23","202331","SARS-CoV-2","Region 5","50-64 years","22","186","11.83"
"2022-23","202331","SARS-CoV-2","Region 5","65+ years","34","241","14.11"
"2022-23","202331","SARS-CoV-2","Region 6","0-4 years","6","34","17.65"
"2022-23","202331","SARS-CoV-2","Region 6","5-17 years","6","32","18.75"
"2022-23","202331","SARS-CoV-2","Region 6","18-24 years","8","33","24.24"
"2022-23","202331","SARS-CoV-2","Region 6","25-49 years","48","138","34.78"
"2022-23","202331","SARS-CoV-2","Region 6","50-64 years","24","87","27.59"
"2022-23","202331","SARS-CoV-2","Region 6","65+ years","24","108","22.22"
"2022-23","202331","SARS-CoV-2","Region 7","0-4 years","6","62","9.68"
"2022-23","202331","SARS-CoV-2","Region 7","5-17 years","0","17","0"
"2022-23","202331","SARS-CoV-2","Region 7","18-24 years","1","8","12.5"
"2022-23","202331","SARS-CoV-2","Region 7","25-49 years","4","20","20"
"2022-23","202331","SARS-CoV-2","Region 7","50-64 years","5","37","13.51"
"2022-23","202331","SARS-CoV-2","Region 7","65+ years","3","32","9.38"
"2022-23","202331","SARS-CoV-2","Region 8","0-4 years","14","90","15.56"
"2022-23","202331","SARS-CoV-2","Region 8","5-17 years","2","51","3.92"
"2022-23","202331","SARS-CoV-2","Region 8","18-24 years","4","49","8.16"
"2022-23","202331","SARS-CoV-2","Region 8","25-49 years","16","130","12.31"
"2022-23","202331","SARS-CoV-2","Region 8","50-64 years","12","95","12.63"
"2022-23","202331","SARS-CoV-2","Region 8","65+ years","41","238","17.23"
"2022-23","202331","SARS-CoV-2","Region 9","0-4 years","2","16","12.5"
"2022-23","202331","SARS-CoV-2","Region 9","5-17 years","2","16","12.5"
"2022-23","202331","SARS-CoV-2","Region 9","18-24 years","0","3","0"
"2022-23","202331","SARS-CoV-2","Region 9","25-49 years","7","53","13.21"
"2022-23","202331","SARS-CoV-2","Region 9","50-64 years","13","42","30.95"
"2022-23","202331","SARS-CoV-2","Region 9","65+ years","16","73","21.92"
"2022-23","202331","SARS-CoV-2","Region 10","0-4 years","1","6","16.67"
"2022-23","202331","SARS-CoV-2","Region 10","5-17 years","1","2","50"
"2022-23","202331","SARS-CoV-2","Region 10","18-24 years","1","2","50"
"2022-23","202331","SARS-CoV-2","Region 10","25-49 years","3","13","23.08"
"2022-23","202331","SARS-CoV-2","Region 10","50-64 years","0","8","0"
"2022-23","202331","SARS-CoV-2","Region 10","65+ years","3","17","17.65"
"2022-23","202331","Influenza","Region 1","0-4 years","0","4","0"
"2022-23","202331","Influenza","Region 1","5-17 years","0","6","0"
"2022-23","202331","Influenza","Region 1","18-24 years","0","0","0"
"2022-23","202331","Influenza","Region 1","25-49 years","0","4","0"
"2022-23","202331","Influenza","Region 1","50-64 years","0","6","0"
"2022-23","202331","Influenza","Region 1","65+ years","0","10","0"
"2022-23","202331","Influenza","Region 2","0-4 years","0","0","0"
"2022-23","202331","Influenza","Region 2","5-17 years","0","14","0"
"2022-23","202331","Influenza","Region 2","18-24 years","0","10","0"
"2022-23","202331","Influenza","Region 2","25-49 years","1","78","1.28"
"2022-23","202331","Influenza","Region 2","50-64 years","0","51","0"
"2022-23","202331","Influenza","Region 2","65+ years","0","46","0"
"2022-23","202331","Influenza","Region 3","0-4 years","0","22","0"
"2022-23","202331","Influenza","Region 3","5-17 years","1","7","14.29"
"2022-23","202331","Influenza","Region 3","18-24 years","0","9","0"
"2022-23","202331","Influenza","Region 3","25-49 years","0","35","0"
"2022-23","202331","Influenza","Region 3","50-64 years","0","26","0"
"2022-23","202331","Influenza","Region 3","65+ years","0","45","0"
"2022-23","202331","Influenza","Region 4","0-4 years","2","72","2.78"
"2022-23","202331","Influenza","Region 4","5-17 years","3","25","12"
"2022-23","202331","Influenza","Region 4","18-24 years","0","29","0"
"2022-23","202331","Influenza","Region 4","25-49 years","6","87","6.9"
"2022-23","202331","Influenza","Region 4","50-64 years","1","71","1.41"
"2022-23","202331","Influenza","Region 4","65+ years","0","71","0"
"2022-23","202331","Influenza","Region 5","0-4 years","0","154","0"
"2022-23","202331","Influenza","Region 5","5-17 years","0","73","0"
"2022-23","202331","Influenza","Region 5","18-24 years","0","41","0"
"2022-23","202331","Influenza","Region 5","25-49 years","0","188","0"
"2022-23","202331","Influenza","Region 5","50-64 years","0","158","0"
"2022-23","202331","Influenza","Region 5","65+ years","1","212","0.47"
"2022-23","202331","Influenza","Region 6","0-4 years","0","33","0"
"2022-23","202331","Influenza","Region 6","5-17 years","0","29","0"
"2022-23","202331","Influenza","Region 6","18-24 years","0","27","0"
"2022-23","202331","Influenza","Region 6","25-49 years","0","122","0"
"2022-23","202331","Influenza","Region 6","50-64 years","1","80","1.25"
"2022-23","202331","Influenza","Region 6","65+ years","0","96","0"
"2022-23","202331","Influenza","Region 7","0-4 years","0","62","0"
"2022-23","202331","Influenza","Region 7","5-17 years","0","16","0"
"2022-23","202331","Influenza","Region 7","18-24 years","0","8","0"
"2022-23","202331","Influenza","Region 7","25-49 years","0","21","0"
"2022-23","202331","Influenza","Region 7","50-64 years","0","38","0"
"2022-23","202331","Influenza","Region 7","65+ years","0","35","0"
"2022-23","202331","Influenza","Region 8","0-4 years","0","96","0"
"2022-23","202331","Influenza","Region 8","5-17 years","4","50","8"
"2022-23","202331","Influenza","Region 8","18-24 years","1","38","2.63"
"2022-23","202331","Influenza","Region 8","25-49 years","2","112","1.79"
"2022-23","202331","Influenza","Region 8","50-64 years","2","86","2.33"
"2022-23","202331","Influenza","Region 8","65+ years","1","191","0.52"
"2022-23","202331","Influenza","Region 9","0-4 years","0","14","0"
"2022-23","202331","Influenza","Region 9","5-17 years","0","7","0"
"2022-23","202331","Influenza","Region 9","18-24 years","0","2","0"
"2022-23","202331","Influenza","Region 9","25-49 years","1","35","2.86"
"2022-23","202331","Influenza","Region 9","50-64 years","1","28","3.57"
"2022-23","202331","Influenza","Region 9","65+ years","0","42","0"
"2022-23","202331","Influenza","Region 10","0-4 years","0","5","0"
"2022-23","202331","Influenza","Region 10","5-17 years","0","1","0"
"2022-23","202331","Influenza","Region 10","18-24 years","0","1","0"
"2022-23","202331","Influenza","Region 10","25-49 years","0","8","0"
"2022-23","202331","Influenza","Region 10","50-64 years","0","4","0"
"2022-23","202331","Influenza","Region 10","65+ years","0","6","0"
"2022-23","202331","RSV","Region 1","0-4 years","0","4","0"
"2022-23","202331","RSV","Region 1","5-17 years","0","6","0"
"2022-23","202331","RSV","Region 1","18-24 years","0","0","0"
"2022-23","202331","RSV","Region 1","25-49 years","0","4","0"
"2022-23","202331","RSV","Region 1","50-64 years","0","6","0"
"2022-23","202331","RSV","Region 1","65+ years","0","10","0"
"2022-23","202331","RSV","Region 2","0-4 years","0","0","0"
"2022-23","202331","RSV","Region 2","5-17 years","0","15","0"
"2022-23","202331","RSV","Region 2","18-24 years","0","8","0"
"2022-23","202331","RSV","Region 2","25-49 years","0","68","0"
"2022-23","202331","RSV","Region 2","50-64 years","0","37","0"
"2022-23","202331","RSV","Region 2","65+ years","0","28","0"
"2022-23","202331","RSV","Region 3","0-4 years","0","15","0"
"2022-23","202331","RSV","Region 3","5-17 years","0","5","0"
"2022-23","202331","RSV","Region 3","18-24 years","0","8","0"
"2022-23","202331","RSV","Region 3","25-49 years","0","34","0"
"2022-23","202331","RSV","Region 3","50-64 years","0","22","0"
"2022-23","202331","RSV","Region 3","65+ years","0","40","0"
"2022-23","202331","RSV","Region 4","0-4 years","6","72","8.33"
"2022-23","202331","RSV","Region 4","5-17 years","0","24","0"
"2022-23","202331","RSV","Region 4","18-24 years","1","29","3.45"
"2022-23","202331","RSV","Region 4","25-49 years","0","87","0"
"2022-23","202331","RSV","Region 4","50-64 years","0","69","0"
"2022-23","202331","RSV","Region 4","65+ years","1","71","1.41"
"2022-23","202331","RSV","Region 5","0-4 years","1","147","0.68"
"2022-23","202331","RSV","Region 5","5-17 years","0","71","0"
"2022-23","202331","RSV","Region 5","18-24 years","0","35","0"
"2022-23","202331","RSV","Region 5","25-49 years","1","161","0.62"
"2022-23","202331","RSV","Region 5","50-64 years","0","142","0"
"2022-23","202331","RSV","Region 5","65+ years","0","197","0"
"2022-23","202331","RSV","Region 6","0-4 years","0","6","0"
"2022-23","202331","RSV","Region 6","5-17 years","0","5","0"
"2022-23","202331","RSV","Region 6","18-24 years","0","12","0"
"2022-23","202331","RSV","Region 6","25-49 years","0","58","0"
"2022-23","202331","RSV","Region 6","50-64 years","1","43","2.33"
"2022-23","202331","RSV","Region 6","65+ years","0","50","0"
"2022-23","202331","RSV","Region 7","0-4 years","0","62","0"
"2022-23","202331","RSV","Region 7","5-17 years","0","16","0"
"2022-23","202331","RSV","Region 7","18-24 years","0","8","0"
"2022-23","202331","RSV","Region 7","25-49 years","0","21","0"
"2022-23","202331","RSV","Region 7","50-64 years","0","37","0"
"2022-23","202331","RSV","Region 7","65+ years","0","35","0"
"2022-23","202331","RSV","Region 8","0-4 years","0","89","0"
"2022-23","202331","RSV","Region 8","5-17 years","0","40","0"
"2022-23","202331","RSV","Region 8","18-24 years","0","34","0"
"2022-23","202331","RSV","Region 8","25-49 years","0","101","0"
"2022-23","202331","RSV","Region 8","50-64 years","0","75","0"
"2022-23","202331","RSV","Region 8","65+ years","0","178","0"
"2022-23","202331","RSV","Region 9","0-4 years","1","13","7.69"
