"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2022-23","202331","RSV","Region 9","5-17 years","0","5","0"
"2022-23","202331","RSV","Region 9","18-24 years","0","1","0"
"2022-23","202331","RSV","Region 9","25-49 years","0","15","0"
"2022-23","202331","RSV","Region 9","50-64 years","0","15","0"
"2022-23","202331","RSV","Region 9","65+ years","0","21","0"
"2022-23","202331","RSV","Region 10","0-4 years","0","5","0"
"2022-23","202331","RSV","Region 10","5-17 years","0","1","0"
"2022-23","202331","RSV","Region 10","18-24 years","0","0","0"
"2022-23","202331","RSV","Region 10","25-49 years","0","7","0"
"2022-23","202331","RSV","Region 10","50-64 years","0","4","0"
"2022-23","202331","RSV","Region 10","65+ years","0","5","0"
"2022-23","202332","SARS-CoV-2","Region 1","0-4 years","1","3","33.33"
"2022-23","202332","SARS-CoV-2","Region 1","5-17 years","0","1","0"
"2022-23","202332","SARS-CoV-2","Region 1","18-24 years","1","5","20"
"2022-23","202332","SARS-CoV-2","Region 1","25-49 years","5","16","31.25"
"2022-23","202332","SARS-CoV-2","Region 1","50-64 years","4","17","23.53"
"2022-23","202332","SARS-CoV-2","Region 1","65+ years","5","27","18.52"
"2022-23","202332","SARS-CoV-2","Region 2","0-4 years","0","0","0"
"2022-23","202332","SARS-CoV-2","Region 2","5-17 years","3","13","23.08"
"2022-23","202332","SARS-CoV-2","Region 2","18-24 years","2","7","28.57"
"2022-23","202332","SARS-CoV-2","Region 2","25-49 years","23","64","35.94"
"2022-23","202332","SARS-CoV-2","Region 2","50-64 years","16","47","34.04"
"2022-23","202332","SARS-CoV-2","Region 2","65+ years","24","56","42.86"
"2022-23","202332","SARS-CoV-2","Region 3","0-4 years","3","18","16.67"
"2022-23","202332","SARS-CoV-2","Region 3","5-17 years","0","4","0"
"2022-23","202332","SARS-CoV-2","Region 3","18-24 years","1","3","33.33"
"2022-23","202332","SARS-CoV-2","Region 3","25-49 years","5","27","18.52"
"2022-23","202332","SARS-CoV-2","Region 3","50-64 years","6","37","16.22"
"2022-23","202332","SARS-CoV-2","Region 3","65+ years","9","50","18"
"2022-23","202332","SARS-CoV-2","Region 4","0-4 years","17","80","21.25"
"2022-23","202332","SARS-CoV-2","Region 4","5-17 years","14","54","25.93"
"2022-23","202332","SARS-CoV-2","Region 4","18-24 years","11","34","32.35"
"2022-23","202332","SARS-CoV-2","Region 4","25-49 years","37","137","27.01"
"2022-23","202332","SARS-CoV-2","Region 4","50-64 years","23","102","22.55"
"2022-23","202332","SARS-CoV-2","Region 4","65+ years","33","108","30.56"
"2022-23","202332","SARS-CoV-2","Region 5","0-4 years","15","145","10.34"
"2022-23","202332","SARS-CoV-2","Region 5","5-17 years","3","60","5"
"2022-23","202332","SARS-CoV-2","Region 5","18-24 years","13","77","16.88"
"2022-23","202332","SARS-CoV-2","Region 5","25-49 years","41","205","20"
"2022-23","202332","SARS-CoV-2","Region 5","50-64 years","28","204","13.73"
"2022-23","202332","SARS-CoV-2","Region 5","65+ years","48","268","17.91"
"2022-23","202332","SARS-CoV-2","Region 6","0-4 years","4","43","9.3"
"2022-23","202332","SARS-CoV-2","Region 6","5-17 years","10","39","25.64"
"2022-23","202332","SARS-CoV-2","Region 6","18-24 years","24","58","41.38"
"2022-23","202332","SARS-CoV-2","Region 6","25-49 years","61","173","35.26"
"2022-23","202332","SARS-CoV-2","Region 6","50-64 years","30","107","28.04"
"2022-23","202332","SARS-CoV-2","Region 6","65+ years","28","135","20.74"
"2022-23","202332","SARS-CoV-2","Region 7","0-4 years","9","54","16.67"
"2022-23","202332","SARS-CoV-2","Region 7","5-17 years","2","15","13.33"
"2022-23","202332","SARS-CoV-2","Region 7","18-24 years","2","9","22.22"
"2022-23","202332","SARS-CoV-2","Region 7","25-49 years","6","35","17.14"
"2022-23","202332","SARS-CoV-2","Region 7","50-64 years","6","32","18.75"
"2022-23","202332","SARS-CoV-2","Region 7","65+ years","5","29","17.24"
"2022-23","202332","SARS-CoV-2","Region 8","0-4 years","13","103","12.62"
"2022-23","202332","SARS-CoV-2","Region 8","5-17 years","4","53","7.55"
"2022-23","202332","SARS-CoV-2","Region 8","18-24 years","9","44","20.45"
"2022-23","202332","SARS-CoV-2","Region 8","25-49 years","21","156","13.46"
"2022-23","202332","SARS-CoV-2","Region 8","50-64 years","16","101","15.84"
"2022-23","202332","SARS-CoV-2","Region 8","65+ years","60","243","24.69"
"2022-23","202332","SARS-CoV-2","Region 9","0-4 years","5","19","26.32"
"2022-23","202332","SARS-CoV-2","Region 9","5-17 years","0","9","0"
"2022-23","202332","SARS-CoV-2","Region 9","18-24 years","2","11","18.18"
"2022-23","202332","SARS-CoV-2","Region 9","25-49 years","11","40","27.5"
"2022-23","202332","SARS-CoV-2","Region 9","50-64 years","5","35","14.29"
"2022-23","202332","SARS-CoV-2","Region 9","65+ years","18","72","25"
"2022-23","202332","SARS-CoV-2","Region 10","0-4 years","1","7","14.29"
"2022-23","202332","SARS-CoV-2","Region 10","5-17 years","0","6","0"
"2022-23","202332","SARS-CoV-2","Region 10","18-24 years","1","3","33.33"
"2022-23","202332","SARS-CoV-2","Region 10","25-49 years","6","11","54.55"
"2022-23","202332","SARS-CoV-2","Region 10","50-64 years","0","9","0"
"2022-23","202332","SARS-CoV-2","Region 10","65+ years","2","10","20"
"2022-23","202332","Influenza","Region 1","0-4 years","0","1","0"
"2022-23","202332","Influenza","Region 1","5-17 years","0","0","0"
"2022-23","202332","Influenza","Region 1","18-24 years","0","1","0"
"2022-23","202332","Influenza","Region 1","25-49 years","0","2","0"
"2022-23","202332","Influenza","Region 1","50-64 years","0","0","0"
"2022-23","202332","Influenza","Region 1","65+ years","0","4","0"
"2022-23","202332","Influenza","Region 2","0-4 years","0","1","0"
"2022-23","202332","Influenza","Region 2","5-17 years","0","11","0"
"2022-23","202332","Influenza","Region 2","18-24 years","0","6","0"
"2022-23","202332","Influenza","Region 2","25-49 years","0","60","0"
"2022-23","202332","Influenza","Region 2","50-64 years","0","46","0"
"2022-23","202332","Influenza","Region 2","65+ years","0","54","0"
"2022-23","202332","Influenza","Region 3","0-4 years","0","17","0"
"2022-23","202332","Influenza","Region 3","5-17 years","0","4","0"
"2022-23","202332","Influenza","Region 3","18-24 years","0","3","0"
"2022-23","202332","Influenza","Region 3","25-49 years","0","26","0"
"2022-23","202332","Influenza","Region 3","50-64 years","0","33","0"
"2022-23","202332","Influenza","Region 3","65+ years","0","46","0"
"2022-23","202332","Influenza","Region 4","0-4 years","2","73","2.74"
"2022-23","202332","Influenza","Region 4","5-17 years","1","52","1.92"
"2022-23","202332","Influenza","Region 4","18-24 years","0","28","0"
"2022-23","202332","Influenza","Region 4","25-49 years","2","113","1.77"
"2022-23","202332","Influenza","Region 4","50-64 years","0","78","0"
"2022-23","202332","Influenza","Region 4","65+ years","1","73","1.37"
"2022-23","202332","Influenza","Region 5","0-4 years","1","140","0.71"
"2022-23","202332","Influenza","Region 5","5-17 years","1","54","1.85"
"2022-23","202332","Influenza","Region 5","18-24 years","1","63","1.59"
"2022-23","202332","Influenza","Region 5","25-49 years","1","162","0.62"
"2022-23","202332","Influenza","Region 5","50-64 years","4","166","2.41"
"2022-23","202332","Influenza","Region 5","65+ years","1","228","0.44"
"2022-23","202332","Influenza","Region 6","0-4 years","0","38","0"
"2022-23","202332","Influenza","Region 6","5-17 years","1","31","3.23"
"2022-23","202332","Influenza","Region 6","18-24 years","1","51","1.96"
"2022-23","202332","Influenza","Region 6","25-49 years","2","159","1.26"
"2022-23","202332","Influenza","Region 6","50-64 years","1","96","1.04"
"2022-23","202332","Influenza","Region 6","65+ years","1","122","0.82"
"2022-23","202332","Influenza","Region 7","0-4 years","0","55","0"
"2022-23","202332","Influenza","Region 7","5-17 years","0","15","0"
"2022-23","202332","Influenza","Region 7","18-24 years","0","7","0"
"2022-23","202332","Influenza","Region 7","25-49 years","0","35","0"
"2022-23","202332","Influenza","Region 7","50-64 years","0","31","0"
"2022-23","202332","Influenza","Region 7","65+ years","0","30","0"
"2022-23","202332","Influenza","Region 8","0-4 years","1","100","1"
"2022-23","202332","Influenza","Region 8","5-17 years","3","56","5.36"
"2022-23","202332","Influenza","Region 8","18-24 years","2","41","4.88"
"2022-23","202332","Influenza","Region 8","25-49 years","5","128","3.91"
"2022-23","202332","Influenza","Region 8","50-64 years","0","87","0"
"2022-23","202332","Influenza","Region 8","65+ years","2","186","1.08"
"2022-23","202332","Influenza","Region 9","0-4 years","1","15","6.67"
"2022-23","202332","Influenza","Region 9","5-17 years","1","5","20"
"2022-23","202332","Influenza","Region 9","18-24 years","0","8","0"
"2022-23","202332","Influenza","Region 9","25-49 years","0","25","0"
"2022-23","202332","Influenza","Region 9","50-64 years","0","27","0"
"2022-23","202332","Influenza","Region 9","65+ years","1","46","2.17"
"2022-23","202332","Influenza","Region 10","0-4 years","0","7","0"
"2022-23","202332","Influenza","Region 10","5-17 years","0","4","0"
"2022-23","202332","Influenza","Region 10","18-24 years","0","2","0"
"2022-23","202332","Influenza","Region 10","25-49 years","0","4","0"
"2022-23","202332","Influenza","Region 10","50-64 years","0","2","0"
"2022-23","202332","Influenza","Region 10","65+ years","0","5","0"
"2022-23","202332","RSV","Region 1","0-4 years","0","1","0"
"2022-23","202332","RSV","Region 1","5-17 years","0","0","0"
"2022-23","202332","RSV","Region 1","18-24 years","0","1","0"
"2022-23","202332","RSV","Region 1","25-49 years","0","2","0"
"2022-23","202332","RSV","Region 1","50-64 years","0","0","0"
"2022-23","202332","RSV","Region 1","65+ years","0","4","0"
"2022-23","202332","RSV","Region 2","0-4 years","0","1","0"
"2022-23","202332","RSV","Region 2","5-17 years","0","11","0"
"2022-23","202332","RSV","Region 2","18-24 years","0","4","0"
"2022-23","202332","RSV","Region 2","25-49 years","0","52","0"
"2022-23","202332","RSV","Region 2","50-64 years","0","35","0"
"2022-23","202332","RSV","Region 2","65+ years","0","36","0"
"2022-23","202332","RSV","Region 3","0-4 years","0","14","0"
"2022-23","202332","RSV","Region 3","5-17 years","0","3","0"
"2022-23","202332","RSV","Region 3","18-24 years","0","2","0"
"2022-23","202332","RSV","Region 3","25-49 years","0","21","0"
"2022-23","202332","RSV","Region 3","50-64 years","0","31","0"
"2022-23","202332","RSV","Region 3","65+ years","0","46","0"
"2022-23","202332","RSV","Region 4","0-4 years","8","73","10.96"
"2022-23","202332","RSV","Region 4","5-17 years","0","51","0"
"2022-23","202332","RSV","Region 4","18-24 years","0","28","0"
"2022-23","202332","RSV","Region 4","25-49 years","1","113","0.88"
"2022-23","202332","RSV","Region 4","50-64 years","2","78","2.56"
"2022-23","202332","RSV","Region 4","65+ years","1","72","1.39"
"2022-23","202332","RSV","Region 5","0-4 years","1","136","0.74"
"2022-23","202332","RSV","Region 5","5-17 years","0","50","0"
"2022-23","202332","RSV","Region 5","18-24 years","0","57","0"
"2022-23","202332","RSV","Region 5","25-49 years","0","129","0"
"2022-23","202332","RSV","Region 5","50-64 years","0","143","0"
"2022-23","202332","RSV","Region 5","65+ years","1","208","0.48"
"2022-23","202332","RSV","Region 6","0-4 years","0","9","0"
"2022-23","202332","RSV","Region 6","5-17 years","0","2","0"
"2022-23","202332","RSV","Region 6","18-24 years","0","18","0"
"2022-23","202332","RSV","Region 6","25-49 years","0","72","0"
"2022-23","202332","RSV","Region 6","50-64 years","0","58","0"
"2022-23","202332","RSV","Region 6","65+ years","0","72","0"
"2022-23","202332","RSV","Region 7","0-4 years","0","55","0"
"2022-23","202332","RSV","Region 7","5-17 years","0","15","0"
"2022-23","202332","RSV","Region 7","18-24 years","0","7","0"
"2022-23","202332","RSV","Region 7","25-49 years","0","35","0"
"2022-23","202332","RSV","Region 7","50-64 years","0","31","0"
"2022-23","202332","RSV","Region 7","65+ years","0","30","0"
"2022-23","202332","RSV","Region 8","0-4 years","2","98","2.04"
"2022-23","202332","RSV","Region 8","5-17 years","0","48","0"
"2022-23","202332","RSV","Region 8","18-24 years","0","33","0"
"2022-23","202332","RSV","Region 8","25-49 years","1","118","0.85"
"2022-23","202332","RSV","Region 8","50-64 years","0","78","0"
"2022-23","202332","RSV","Region 8","65+ years","0","181","0"
"2022-23","202332","RSV","Region 9","0-4 years","0","14","0"
"2022-23","202332","RSV","Region 9","5-17 years","0","4","0"
"2022-23","202332","RSV","Region 9","18-24 years","0","6","0"
"2022-23","202332","RSV","Region 9","25-49 years","0","9","0"
"2022-23","202332","RSV","Region 9","50-64 years","1","16","6.25"
"2022-23","202332","RSV","Region 9","65+ years","0","17","0"
"2022-23","202332","RSV","Region 10","0-4 years","0","6","0"
"2022-23","202332","RSV","Region 10","5-17 years","0","4","0"
"2022-23","202332","RSV","Region 10","18-24 years","0","0","0"
"2022-23","202332","RSV","Region 10","25-49 years","0","4","0"
"2022-23","202332","RSV","Region 10","50-64 years","0","1","0"
"2022-23","202332","RSV","Region 10","65+ years","0","5","0"
"2022-23","202333","SARS-CoV-2","Region 1","0-4 years","0","6","0"
"2022-23","202333","SARS-CoV-2","Region 1","5-17 years","0","3","0"
"2022-23","202333","SARS-CoV-2","Region 1","18-24 years","1","3","33.33"
"2022-23","202333","SARS-CoV-2","Region 1","25-49 years","3","12","25"
"2022-23","202333","SARS-CoV-2","Region 1","50-64 years","2","16","12.5"
"2022-23","202333","SARS-CoV-2","Region 1","65+ years","7","29","24.14"
"2022-23","202333","SARS-CoV-2","Region 2","0-4 years","0","0","0"
"2022-23","202333","SARS-CoV-2","Region 2","5-17 years","1","7","14.29"
"2022-23","202333","SARS-CoV-2","Region 2","18-24 years","1","11","9.09"
"2022-23","202333","SARS-CoV-2","Region 2","25-49 years","15","56","26.79"
"2022-23","202333","SARS-CoV-2","Region 2","50-64 years","15","52","28.85"
"2022-23","202333","SARS-CoV-2","Region 2","65+ years","24","58","41.38"
"2022-23","202333","SARS-CoV-2","Region 3","0-4 years","4","20","20"
"2022-23","202333","SARS-CoV-2","Region 3","5-17 years","1","10","10"
"2022-23","202333","SARS-CoV-2","Region 3","18-24 years","3","20","15"
"2022-23","202333","SARS-CoV-2","Region 3","25-49 years","5","37","13.51"
"2022-23","202333","SARS-CoV-2","Region 3","50-64 years","6","31","19.35"
"2022-23","202333","SARS-CoV-2","Region 3","65+ years","10","56","17.86"
"2022-23","202333","SARS-CoV-2","Region 4","0-4 years","25","130","19.23"
"2022-23","202333","SARS-CoV-2","Region 4","5-17 years","22","72","30.56"
"2022-23","202333","SARS-CoV-2","Region 4","18-24 years","13","60","21.67"
"2022-23","202333","SARS-CoV-2","Region 4","25-49 years","41","142","28.87"
"2022-23","202333","SARS-CoV-2","Region 4","50-64 years","21","105","20"
"2022-23","202333","SARS-CoV-2","Region 4","65+ years","34","122","27.87"
"2022-23","202333","SARS-CoV-2","Region 5","0-4 years","21","160","13.13"
"2022-23","202333","SARS-CoV-2","Region 5","5-17 years","8","71","11.27"
"2022-23","202333","SARS-CoV-2","Region 5","18-24 years","15","71","21.13"
"2022-23","202333","SARS-CoV-2","Region 5","25-49 years","55","278","19.78"
"2022-23","202333","SARS-CoV-2","Region 5","50-64 years","36","206","17.48"
"2022-23","202333","SARS-CoV-2","Region 5","65+ years","49","277","17.69"
"2022-23","202333","SARS-CoV-2","Region 6","0-4 years","11","49","22.45"
"2022-23","202333","SARS-CoV-2","Region 6","5-17 years","30","83","36.14"
"2022-23","202333","SARS-CoV-2","Region 6","18-24 years","7","41","17.07"
"2022-23","202333","SARS-CoV-2","Region 6","25-49 years","49","159","30.82"
"2022-23","202333","SARS-CoV-2","Region 6","50-64 years","28","120","23.33"
"2022-23","202333","SARS-CoV-2","Region 6","65+ years","29","132","21.97"
"2022-23","202333","SARS-CoV-2","Region 7","0-4 years","13","73","17.81"
"2022-23","202333","SARS-CoV-2","Region 7","5-17 years","3","31","9.68"
"2022-23","202333","SARS-CoV-2","Region 7","18-24 years","0","12","0"
"2022-23","202333","SARS-CoV-2","Region 7","25-49 years","6","35","17.14"
"2022-23","202333","SARS-CoV-2","Region 7","50-64 years","2","32","6.25"
"2022-23","202333","SARS-CoV-2","Region 7","65+ years","10","49","20.41"
"2022-23","202333","SARS-CoV-2","Region 8","0-4 years","29","118","24.58"
"2022-23","202333","SARS-CoV-2","Region 8","5-17 years","6","52","11.54"
"2022-23","202333","SARS-CoV-2","Region 8","18-24 years","7","48","14.58"
"2022-23","202333","SARS-CoV-2","Region 8","25-49 years","45","183","24.59"
"2022-23","202333","SARS-CoV-2","Region 8","50-64 years","30","138","21.74"
"2022-23","202333","SARS-CoV-2","Region 8","65+ years","60","273","21.98"
"2022-23","202333","SARS-CoV-2","Region 9","0-4 years","2","16","12.5"
"2022-23","202333","SARS-CoV-2","Region 9","5-17 years","0","10","0"
"2022-23","202333","SARS-CoV-2","Region 9","18-24 years","1","9","11.11"
"2022-23","202333","SARS-CoV-2","Region 9","25-49 years","13","48","27.08"
"2022-23","202333","SARS-CoV-2","Region 9","50-64 years","11","39","28.21"
"2022-23","202333","SARS-CoV-2","Region 9","65+ years","23","80","28.75"
"2022-23","202333","SARS-CoV-2","Region 10","0-4 years","1","4","25"
"2022-23","202333","SARS-CoV-2","Region 10","5-17 years","1","3","33.33"
