"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Race and Hispanic origin","White, non-Hispanic","42.2","39.8, 44.5"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Race and Hispanic origin","Other single or multiple races, non-Hispanic","30.8","23.1, 39.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Education","High school degree or GED or less","37.9","33.9, 42"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Education","Some college","35.8","32.3, 39.4"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Education","Bachelors degree or higher","45.5","42.7, 48.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Family income","Less than 100% FPL","31.6","24.5, 39.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Family income","100% to less than 200% FPL","26.4","21.4, 31.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Family income","200% and greater FPL","43.9","41.6, 46.2"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Region","Northeast","45.1","40.2, 50.2"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Region","Midwest","42.9","38.5, 47.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Region","South","38.4","35.3, 41.6"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Region","West","37.9","33.8, 42"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Urbanicity","Large central metro","41.2","37.6, 44.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Urbanicity","Large fringe metro","42.8","38.7, 46.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Urbanicity","Medium and small metro","37.8","34.4, 41.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around swimming pool","Percentage of adults who ever drank alcoholic beverages anytime they spent around a swimming pool, among those who have ever spent time in or around a swimming pool in the past 6 months","Urbanicity","Nonmetropolitan","39.7","33.9, 45.7"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Total","Total","44.6","43.1, 46"
"2","Prescription Drug Abuse/Naloxone Awareness","Know naloxone is available: At a pharmacy","Percentage of adults who know naloxone (Narcan) is available at pharmacies, among those who have heard of naloxone (Narcan)","Urbanicity","Large central metro","65.5","62.4, 68.5"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Age group","18-44 years","50.6","48.2, 52.9"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Age group","45-64 years","45.3","42.8, 47.7"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Age group","65 years and older","31","28.7, 33.5"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Gender","Male","44.7","42.6, 46.8"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Gender","Female","44.5","42.5, 46.4"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Hispanic","41.4","37.3, 45.5"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Black or African American, non-Hispanic","26","22.3, 30"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","White, non-Hispanic","50.2","48.4, 51.9"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Other single or multiple races, non-Hispanic","38.3","33.1, 43.8"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Education","High school degree or GED or less","36.5","33.9, 39.1"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Education","Some college","44.2","41.7, 46.9"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Education","Bachelors degree or higher","53.6","51.4, 55.8"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Family income","Less than 100% FPL","30.3","26.2, 34.6"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Family income","100% to less than 200% FPL","35.3","31.9, 38.9"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Family income","200% and greater FPL","49.5","47.8, 51.3"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Region","Northeast","47.8","44.3, 51.3"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Region","Midwest","48.6","45.5, 51.7"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Region","South","42.8","40.4, 45.3"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Region","West","41.4","38.2, 44.5"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Urbanicity","Large central metro","41.9","39.3, 44.6"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Urbanicity","Large fringe metro","46.9","43.9, 49.9"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Urbanicity","Medium and small metro","44.1","41.6, 46.6"
"2","Swimming","Drowning risk behaviors: Went swimming, boating, fishing or participating in water sports in another body of water","Percentage of adults who spent 1 or more days swimming, boating, fishing or participating in water sports in another body of water in the past 6 months","Urbanicity","Nonmetropolitan","47.8","44, 51.6"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Total","Total","42.2","40, 44.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Age group","18-44 years","45.6","42.3, 48.8"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Age group","45-64 years","43.1","39.5, 46.8"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Age group","65 years and older","28.8","24.8, 33.2"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Gender","Male","43.8","40.7, 46.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Gender","Female","40.6","37.6, 43.7"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Hispanic","43.7","37.4, 50.1"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Black or African American, non-Hispanic","41.4","32.8, 50.4"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","White, non-Hispanic","43.1","40.7, 45.6"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Race and Hispanic origin","Other single or multiple races, non-Hispanic","32.6","24.4, 41.6"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Education","High school degree or GED or less","37.6","33.2, 42.1"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Education","Some college","38.4","34.6, 42.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Education","Bachelors degree or higher","48","45, 51.1"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Family income","Less than 100% FPL","36.4","28.5, 45"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Family income","100% to less than 200% FPL","28.5","23.1, 34.4"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Family income","200% and greater FPL","45.3","42.8, 47.7"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Region","Northeast","42.5","37.5, 47.5"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Region","Midwest","45.5","41.2, 49.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Region","South","41.5","37.9, 45.1"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Region","West","39.6","35.1, 44.3"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Urbanicity","Large central metro","46.7","42.4, 50.9"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Urbanicity","Large fringe metro","43.8","39.5, 48.1"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Urbanicity","Medium and small metro","38.1","34.7, 41.6"
"2","Swimming","Drowning risk behaviors: Drank alcohol around other body of water","Percentage of adults who ever drank alcoholic beverages anytime they spent swimming, boating, fishing, or participating in water sports in another body of water, among those who have ever went swimming, boating, fishing, or participating in water sports in another body of water in the past 6 months","Urbanicity","Nonmetropolitan","39.4","33.8, 45.1"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Total","Total","14.2","13.2, 15.2"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Age group","18-44 years","15.6","13.9, 17.3"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Age group","45-64 years","13.5","12, 15.1"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Age group","65 years and older","12.2","10.6, 13.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Gender","Male","14.9","13.4, 16.4"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Gender","Female","13.5","12.2, 14.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Race and Hispanic origin","Hispanic","10","7.8, 12.7"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Race and Hispanic origin","Black or African American, non-Hispanic","12.6","9.8, 15.8"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Race and Hispanic origin","White, non-Hispanic","15.7","14.4, 16.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Race and Hispanic origin","Other single or multiple races, non-Hispanic","14.3","10.9, 18.4"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Education","High school degree or GED or less","8.3","6.9, 9.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Education","Some college","15.1","13.2, 17.2"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Education","Bachelors degree or higher","19.8","18.1, 21.6"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Family income","Less than 100% FPL","10.5","8.1, 13.3"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Family income","100% to less than 200% FPL","9.3","7.4, 11.4"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Family income","200% and greater FPL","16.1","14.9, 17.4"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Region","Northeast","14.2","11.7, 16.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Region","Midwest","14.1","12.1, 16.3"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Region","South","13.9","12.3, 15.6"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Region","West","14.7","12.7, 16.8"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Urbanicity","Large central metro","14","12.2, 15.9"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Urbanicity","Large fringe metro","15.9","13.7, 18.2"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Urbanicity","Medium and small metro","13.8","12.1, 15.6"
"2","Swimming","Learning to swim: Have taken private swim lessons","Percentage of adults who have taken private swim lessons","Urbanicity","Nonmetropolitan","12.3","10, 14.9"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Total","Total","33.9","32.5, 35.3"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Age group","18-44 years","36.2","33.9, 38.5"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Age group","45-64 years","32.7","30.4, 35"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Age group","65 years and older","30.7","28.4, 33"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Gender","Male","33.7","31.6, 35.8"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Gender","Female","34.1","32.3, 35.9"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Race and Hispanic origin","Hispanic","19.6","16.6, 22.9"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Race and Hispanic origin","Black or African American, non-Hispanic","25.1","21.4, 29.1"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Race and Hispanic origin","White, non-Hispanic","39.7","38, 41.4"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Race and Hispanic origin","Other single or multiple races, non-Hispanic","34.6","29.7, 39.8"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Education","High school degree or GED or less","19.7","17.7, 22"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Education","Some college","32.4","30, 35"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Education","Bachelors degree or higher","50.5","48.2, 52.8"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Family income","Less than 100% FPL","18.4","15.2, 22"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Family income","100% to less than 200% FPL","20.4","17.6, 23.3"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Family income","200% and greater FPL","40.2","38.5, 41.9"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Region","Northeast","33.8","29.9, 37.8"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Region","Midwest","38.4","35.5, 41.4"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Region","South","29.3","27.2, 31.5"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Region","West","37.4","34.6, 40.3"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Urbanicity","Large central metro","34.9","32.5, 37.5"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Urbanicity","Large fringe metro","35.7","32.9, 38.6"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Urbanicity","Medium and small metro","33.4","30.9, 36"
"2","Swimming","Learning to swim: Have taken group swim lessons","Percentage of adults who have taken group swim lessons","Urbanicity","Nonmetropolitan","29.8","26.4, 33.3"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Total","Total","38.7","37.3, 40.2"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Age group","18-44 years","42.4","40.1, 44.7"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Age group","45-64 years","38.8","36.4, 41.1"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Age group","65 years and older","31.1","28.8, 33.4"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Gender","Male","40","37.9, 42.1"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Gender","Female","37.6","35.6, 39.6"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Race and Hispanic origin","Hispanic","34.7","31, 38.5"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Race and Hispanic origin","Black or African American, non-Hispanic","18.9","15.7, 22.5"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Race and Hispanic origin","White, non-Hispanic","44.6","42.8, 46.4"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Race and Hispanic origin","Other single or multiple races, non-Hispanic","34.8","29.6, 40.2"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Education","High school degree or GED or less","36.2","33.8, 38.8"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Education","Some college","40.3","37.7, 42.9"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Education","Bachelors degree or higher","40.3","38, 42.6"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Family income","Less than 100% FPL","31.9","27.9, 36.1"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Family income","100% to less than 200% FPL","37.1","33.7, 40.6"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Family income","200% and greater FPL","40.4","38.7, 42.2"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Region","Northeast","40.5","37.1, 44"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Region","Midwest","36.1","33.3, 39"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Region","South","38.4","36, 40.8"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Region","West","40.3","37.4, 43.3"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Urbanicity","Large central metro","35.1","32.4, 37.8"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Urbanicity","Large fringe metro","41.5","38.5, 44.6"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Urbanicity","Medium and small metro","39.1","36.6, 41.7"
"2","Swimming","Learning to swim: Learned to swim from a friend or relative","Percentage of adults who learned to swim from a friend or relative","Urbanicity","Nonmetropolitan","41.2","37.5, 44.9"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Total","Total","35.2","33.9, 36.6"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Age group","18-44 years","33.3","31.1, 35.6"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Age group","45-64 years","36.9","34.5, 39.2"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Age group","65 years and older","37.2","34.8, 39.7"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Gender","Male","40.2","38.2, 42.3"
"2","Swimming","Learning to swim: Taught themselves how to swim","Percentage of adults who taught themselves how to swim","Gender","Female","30.5","28.7, 32.3"
