"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","totalpop18plus","locationid","categoryid","measureid","datavaluetypeid","short_question_text","geolocation"
"2023","IL","Illinois","Kendall","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","39.7",,,"32.0","47.6","139976","102765","17093","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-88.4287811608796 41.5907308708057)"
"2023","IL","Illinois","Clinton","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","17.8",,,"15.3","20.5","36785","28932","17027","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-89.4224176288435 38.6065114083413)"
"2023","IL","Illinois","Hamilton","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","9.5",,,"8.1","11.3","7911","6144","17065","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-88.5390680927951 38.0815781203156)"
"2023","IL","Illinois","Wayne","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.7",,,"9.4","12.2","15761","12269","17191","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-88.4256485146764 38.4296548154976)"
"2022","IL","Illinois","Kankakee","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","39.7",,,"32.6","47.2","105940","82054","17091","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration","POINT (-87.8618075697507 41.1377350724182)"
"2023","IL","Illinois","Randolph","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","3.7",,,"3.1","4.3","29815","23890","17157","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-89.8251663296485 38.0521875484111)"
"2023","IL","Illinois","Peoria","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","22.6",,,"18.3","27.4","177513","135266","17143","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-89.7600231425467 40.7880862751225)"
"2023","IL","Illinois","Whiteside","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","9.7",,,"8.7","10.7","54498","42573","17195","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-89.9143139022835 41.7561278441727)"
"2023","GA","Georgia","Wilkinson","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","33.9",,,"29.4","38.5","8725","6784","13319","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-83.1707316291648 32.8022701825695)"
"2023","IL","Illinois","De Witt","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence","13.9",,,"10.8","17.2","15365","12070","17039","SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity","POINT (-88.9040275161832 40.1744958647013)"
"2023","IL","Illinois","Will","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","32.0",,,"28.5","35.6","700728","537627","17197","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-87.9785576453235 41.4450082302229)"
"2023","GA","Georgia","Richmond","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","30.5",,,"25.9","35.3","205414","158562","13245","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-82.0744462571572 33.3599418331668)"
"2023","GA","Georgia","Murray","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","17.0",,,"13.8","20.9","41035","31441","13213","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-84.7475512679945 34.7888618055535)"
"2023","ID","Idaho","Fremont","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","20.5",,,"17.0","24.2","14196","10850","16043","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-111.48216300412 44.2287442250408)"
"2023","IL","Illinois","LaSalle","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","9.3",,,"7.3","11.4","108309","85477","17099","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-88.8859769215142 41.3440507030561)"
"2023","GA","Georgia","Warren","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","37.0",,,"31.5","42.8","5106","4068","13301","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-82.6765133555302 33.4084998133757)"
"2023","IL","Illinois","Douglas","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","6.9",,,"6.0","7.9","19629","14859","17041","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.2172568038989 39.7694705783852)"
"2023","ID","Idaho","Custer","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","6.5",,,"5.5","7.7","4523","3769","16037","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-114.281578784289 44.2413743406626)"
"2023","HI","Hawaii","Honolulu","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","5.0",,,"4.5","5.4","989408","787914","15003","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-157.974693402227 21.4587970621318)"
"2023","IL","Illinois","Coles","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","24.1",,,"20.3","28.0","46060","37579","17029","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-88.2217255465441 39.5203156135234)"
"2023","IL","Illinois","Saline","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.3",,,"3.7","4.9","22873","18163","17165","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-88.5408109499033 37.7531642187375)"
"2023","IL","Illinois","Morgan","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","4.8",,,"4.1","5.6","32140","25898","17137","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-90.2012120575902 39.7155885996371)"
"2023","GA","Georgia","Pulaski","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","13.9",,,"12.0","15.9","10095","8287","13235","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-83.4761753532408 32.2321360694052)"
"2023","IL","Illinois","Logan","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","57.3",,,"52.6","62.0","27590","22260","17107","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-89.3675561148044 40.1245688987964)"
"2023","IL","Illinois","Perry","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","4.1",,,"3.6","4.7","20503","16597","17145","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-89.3668215059706 38.084140587643)"
"2023","GA","Georgia","Telfair","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","29.6",,,"25.8","34.1","10920","9009","13271","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-82.9386895818028 31.9299273067199)"
"2023","GA","Georgia","Spalding","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","3.8",,,"3.4","4.3","69946","53654","13255","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-84.2837617317625 33.2610319090476)"
"2023","IL","Illinois","Hamilton","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","16.2",,,"12.7","20.4","7911","6144","17065","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-88.5390680927951 38.0815781203156)"
"2023","IL","Illinois","Moultrie","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","25.0",,,"20.9","29.6","14342","10780","17139","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-88.6189863239145 39.6419524353702)"
"2022","GA","Georgia","Tattnall","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","25.7",,,"21.6","30.1","24296","19380","13267","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-82.0580042364248 32.0458230000891)"
"2022","GA","Georgia","Lincoln","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","15.9",,,"12.8","19.1","7879","6351","13181","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-82.4512209392449 33.7932999440969)"
"2023","GA","Georgia","Lumpkin","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","8.7",,,"7.3","10.2","35258","29477","13187","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-84.0028613994945 34.5724830927062)"
"2023","IL","Illinois","Whiteside","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","7.3",,,"6.2","8.7","54498","42573","17195","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-89.9143139022835 41.7561278441727)"
"2023","GA","Georgia","Talbot","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","9.3",,,"8.1","10.6","5718","4784","13263","DISABLT","VISION","CrdPrv","Vision Disability","POINT (-84.5331196585988 32.6992774965399)"
"2023","GA","Georgia","Muscogee","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","10.1",,,"8.8","11.6","201877","151740","13215","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability","POINT (-84.8762682758584 32.5102647759575)"
"2022","GA","Georgia","Warren","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","43.3",,,"35.9","50.7","5106","4068","13301","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-82.6765133555302 33.4084998133757)"
"2023","GA","Georgia","Spalding","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","17.4",,,"15.1","20.0","69946","53654","13255","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-84.2837617317625 33.2610319090476)"
"2023","GA","Georgia","Miller","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","77.2",,,"73.2","80.6","5747","4410","13201","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-84.7307899902966 31.1637772437538)"
"2023","IL","Illinois","Saline","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","11.0",,,"9.6","12.6","22873","18163","17165","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-88.5408109499033 37.7531642187375)"
"2023","IL","Illinois","Lake","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence","13.0",,,"10.4","16.0","708760","546551","17097","SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity","POINT (-88.003802278105 42.3231861408737)"
"2023","GA","Georgia","Seminole","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.8",,,"9.5","12.2","9092","7325","13253","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-84.8685083856567 30.9386333289303)"
"2023","IL","Illinois","Henderson","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","12.7",,,"9.9","15.8","6088","4976","17071","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-90.9250782416312 40.8180498314021)"
"2022","GA","Georgia","Seminole","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","57.1",,,"51.4","62.4","9092","7325","13253","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-84.8685083856567 30.9386333289303)"
"2023","IL","Illinois","Hardin","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","31.6",,,"26.9","36.6","3569","2918","17069","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-88.2668025102845 37.5180553242389)"
"2022","ID","Idaho","Jefferson","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","65.1",,,"61.5","68.6","34198","23316","16051","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-112.311047195538 43.8201624900105)"
"2023","ID","Idaho","Teton","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","10.4",,,"7.9","13.1","12549","9883","16081","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-111.207859193673 43.7599479101645)"
"2023","GA","Georgia","Wilcox","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","20.2",,,"17.1","23.8","8779","7154","13315","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking","POINT (-83.432277173462 31.9726046759688)"
"2022","IL","Illinois","Edwards","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence","68.8",,,"62.5","74.6","5968","4705","17047","PREVENT","MAMMOUSE","AgeAdjPrv","Mammography","POINT (-88.053269013281 38.415936548251)"
"2022","ID","Idaho","Caribou","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","66.6",,,"62.9","70.3","7219","5232","16029","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-111.562180546814 42.7704958174665)"
"2023","IL","Illinois","Mercer","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","8.6",,,"7.0","10.3","15487","12237","17131","HLTHOUT","COPD","CrdPrv","COPD","POINT (-90.7412554728013 41.2053038911071)"
"2023","GA","Georgia","Ware","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","38.3",,,"33.0","44.2","36243","27189","13299","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-82.4236222762369 31.0547069599296)"
"2023","IL","Illinois","Bureau","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","7.4",,,"6.3","8.7","32729","26017","17011","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-89.5286007041431 41.4040731451308)"
"2023","IL","Illinois","Union","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","8.4",,,"7.0","10.0","16667","13274","17181","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-89.254700769534 37.4711791963794)"
"2023","IL","Illinois","Sangamon","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence","27.3",,,"23.1","31.8","193491","151879","17167","DISABLT","DISABILITY","AgeAdjPrv","Any Disability","POINT (-89.6587606853797 39.7581951074678)"
"2023","GA","Georgia","Quitman","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","41.1",,,"35.5","47.2","2280","1849","13239","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-85.0189983914636 31.8659717322447)"
"2022","IL","Illinois","Rock Island","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","71.4",,,"62.7","79.3","141236","109684","17161","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-90.5677963774347 41.4669850970518)"
"2023","GA","Georgia","Tift","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","21.4",,,"18.2","24.9","41554","31354","13277","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-83.5261951536676 31.4570749653838)"
"2023","IL","Illinois","Cumberland","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","14.2",,,"12.0","16.6","10261","7994","17035","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-88.2403551281773 39.2735029218096)"
"2023","ID","Idaho","Adams","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence","14.7",,,"11.6","18.1","4903","4062","16003","SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity","POINT (-116.454153346478 44.8894249014411)"
"2023","IL","Illinois","Jefferson","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","7.3",,,"6.1","8.6","36320","28241","17081","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-88.9239770198655 38.3004858334764)"
"2023","GA","Georgia","Wilcox","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","10.3",,,"8.8","12.0","8779","7154","13315","HLTHOUT","COPD","CrdPrv","COPD","POINT (-83.432277173462 31.9726046759688)"
"2023","HI","Hawaii","Kauai","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","3.6",,,"3.2","4.0","73851","58274","15007","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-159.595749637273 22.0397848673141)"
"2023","GA","Georgia","Ware","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.9",,,"9.6","12.2","36243","27189","13299","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-82.4236222762369 31.0547069599296)"
"2023","GA","Georgia","Wheeler","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","25.4",,,"22.3","28.4","7081","5935","13309","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-82.725207369526 32.1177472167522)"
"2023","IL","Illinois","Knox","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","25.2",,,"21.0","29.5","48411","38628","17095","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-90.2132758481666 40.9319133522118)"
"2023","IL","Illinois","Stark","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","34.2",,,"28.9","39.7","5218","4084","17175","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-89.7976449615692 41.0932041768301)"
"2023","GA","Georgia","Twiggs","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","18.1",,,"16.0","20.4","7691","6243","13289","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress","POINT (-83.4270456679841 32.6669819807256)"
"2023","ID","Idaho","Power","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","8.0",,,"7.1","8.8","8253","5792","16077","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-112.83983825663 42.6930636583738)"
"2023","IL","Illinois","Logan","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","33.9",,,"28.4","39.5","27590","22260","17107","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-89.3675561148044 40.1245688987964)"
"2023","GA","Georgia","Turner","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","18.4",,,"16.1","20.9","8909","6668","13287","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-83.6240607423052 31.7163577811279)"
"2023","IL","Illinois","Washington","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence","2.7",,,"2.4","3.1","13536","10805","17189","HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-89.4106148709646 38.3525179996094)"
"2023","ID","Idaho","Gem","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","13.4",,,"11.4","15.4","21071","16445","16045","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-116.399193305642 44.0615850872129)"
"2023","IL","Illinois","Carroll","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","6.6",,,"5.7","7.5","15526","12708","17015","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-89.9343026396068 42.0685587636112)"
"2023","IL","Illinois","Cook","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","16.4",,,"14.0","19.1","5087072","4031580","17031","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-87.8168979519151 41.8399157287328)"
"2023","IL","Illinois","Jo Daviess","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","8.5",,,"7.3","9.8","21756","17877","17085","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-90.2125669942826 42.3657993803909)"
"2023","IL","Illinois","McLean","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","10.9",,,"8.8","13.1","170441","134722","17113","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-88.847471454861 40.4907543058628)"
"2023","GA","Georgia","Paulding","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","33.9",,,"30.0","37.8","183164","136998","13223","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-84.8673497628698 33.9202190226087)"
"2023","IL","Illinois","McLean","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","7.1",,,"5.8","8.4","170441","134722","17113","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-88.847471454861 40.4907543058628)"
"2023","IL","Illinois","Menard","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.4",,,"9.1","11.7","11954","9394","17129","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-89.8015814259198 40.027433354681)"
"2023","HI","Hawaii","Kauai","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","8.6",,,"7.5","9.9","73851","58274","15007","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-159.595749637273 22.0397848673141)"
"2023","GA","Georgia","Pierce","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","14.5",,,"11.4","18.2","20425","15398","13229","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-82.2116956124654 31.3580822683896)"
"2023","GA","Georgia","Stewart","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","31.1",,,"26.6","36.0","4674","4068","13259","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-84.8345510378135 32.0781190115819)"
"2022","IL","Illinois","LaSalle","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","64.2",,,"58.7","69.5","108309","85477","17099","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening","POINT (-88.8859769215142 41.3440507030561)"
"2023","GA","Georgia","Macon","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","7.2",,,"6.4","8.2","11817","9723","13193","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-84.0428596914371 32.357909985862)"
"2023","IL","Illinois","Will","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","9.5",,,"8.2","11.0","700728","537627","17197","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-87.9785576453235 41.4450082302229)"
"2023","IL","Illinois","Franklin","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","13.7",,,"10.8","16.6","37138","28958","17055","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-88.9238685944114 37.9921595158738)"
"2023","ID","Idaho","Owyhee","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","20.3",,,"17.1","23.9","12722","9638","16073","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-116.169961362386 42.5814571930845)"
"2022","GA","Georgia","Mitchell","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","43.4",,,"36.2","50.4","21114","16263","13205","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration","POINT (-84.1949969554577 31.2247787477769)"
"2023","IL","Illinois","Macoupin","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","23.9",,,"19.9","28.3","44018","35091","17117","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-89.92462979625 39.260888686793)"
"2023","IL","Illinois","Marshall","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","14.6",,,"12.4","16.8","11683","9285","17123","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-89.3446681907835 41.0331708888478)"
"2022","IL","Illinois","Warren","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence","53.8",,,"47.8","59.8","16185","12565","17187","PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening","POINT (-90.6149668081218 40.8488342067712)"
"2023","GA","Georgia","Lamar","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","16.2",,,"13.3","19.2","20401","16036","13171","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-84.1393164291498 33.076295380381)"
"2023","IL","Illinois","Hardin","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","33.6",,,"29.9","37.6","3569","2918","17069","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-88.2668025102845 37.5180553242389)"
"2023","IL","Illinois","Morgan","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","39.9",,,"31.0","49.0","32140","25898","17137","HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-90.2012120575902 39.7155885996371)"
"2023","GA","Georgia","Treutlen","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","40.2",,,"34.6","46.0","6341","4946","13283","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-82.5674600633275 32.4037481021717)"
"2023","GA","Georgia","Wayne","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","7.2",,,"6.3","8.1","31373","23759","13305","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-81.9169825771378 31.5514363184959)"
"2023","IL","Illinois","Edwards","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.8",,,"9.4","12.4","5968","4705","17047","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-88.053269013281 38.415936548251)"
"2023","IL","Illinois","Champaign","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","11.6",,,"9.5","13.8","205644","166549","17019","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-88.199247034004 40.1399616455591)"
"2023","IL","Illinois","DuPage","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","6.7",,,"6.0","7.4","921213","719635","17043","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-88.0856542042862 41.8520411795759)"
"2023","IL","Illinois","Coles","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","14.5",,,"12.0","17.0","46060","37579","17029","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-88.2217255465441 39.5203156135234)"
"2023","IL","Illinois","Henderson","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","4.4",,,"3.7","5.1","6088","4976","17071","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-90.9250782416312 40.8180498314021)"
"2023","IL","Illinois","Ogle","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence","6.1",,,"5.3","7.0","51265","39938","17141","DISABLT","HEARING","AgeAdjPrv","Hearing Disability","POINT (-89.3207025886073 42.042663795913)"
