"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"WEST NORTH CENTRAL","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220500440",
"IOWA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","IOWA",,"20220500441","POINT (-93.500061 42.074659)"
"KANSAS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","KANSAS",,"20220500442","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MINNESOTA",,"20220500443","POINT (-94.198308 46.349153)"
"MISSOURI","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MISSOURI",,"20220500444","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220500445","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220500446","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220500447","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"SOUTH ATLANTIC","20220500448",
"DELAWARE","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220500449","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220500450","POINT (-77.016275 38.904785)"
"FLORIDA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","FLORIDA",,"20220500451","POINT (-82.420978 28.260731)"
"GEORGIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220500452","POINT (-83.426574 32.638481)"
"MARYLAND","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220500453","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220500454","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220500455","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","VIRGINIA",,"20220500456","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220500457","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220500458",
"ALABAMA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","ALABAMA",,"20220500459","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","KENTUCKY",,"20220500460","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220500461","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","TENNESSEE",,"20220500462","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","1","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220500463",
"ARKANSAS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220500464","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","1","-",,"-",,"-","LOUISIANA",,"20220500465","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220500466","POINT (-97.508297 35.583449)"
"TEXAS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","TEXAS",,"20220500467","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","3","-",,"-",,"-",,"MOUNTAIN","20220500468",
"ARIZONA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","3","-",,"-",,"-","ARIZONA",,"20220500469","POINT (-111.664616 34.293239)"
"COLORADO","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","COLORADO",,"20220500470","POINT (-105.547832 38.998552)"
"IDAHO","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","IDAHO",,"20220500471","POINT (-114.659366 44.389073)"
"MONTANA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MONTANA",,"20220500472","POINT (-109.645127 47.033521)"
"NEVADA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEVADA",,"20220500473","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220500474","POINT (-106.108388 34.421369)"
"UTAH","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","UTAH",,"20220500475","POINT (-111.678222 39.323779)"
"WYOMING","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220500476","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","1","-",,"-",,"-",,"PACIFIC","20220500477",
"ALASKA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220500478","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","1","-",,"-",,"-","CALIFORNIA",,"20220500479","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220500480","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220500481","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220500482","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220500483",
"AMERICAN SAMOA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220500484",
"NORTHERN MARIANA ISLANDS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220500485","POINT (145.725693 15.1834)"
"GUAM","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220500486","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220500487","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220500488",
"NON-US RESIDENTS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220500489",
"TOTAL","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","3","-",,"-",,"-",,"TOTAL","20220500490",
"US RESIDENTS","2022","5","Arboviral diseases, West Nile virus disease","1","-","337","-","6","-","1","-",,"US RESIDENTS","20220500491",
"NEW ENGLAND","2022","5","Arboviral diseases, West Nile virus disease",,"-","4","-",,"-",,"-",,"NEW ENGLAND","20220500492",
"CONNECTICUT","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","CONNECTICUT",,"20220500493","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","MAINE",,"20220500494","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Arboviral diseases, West Nile virus disease",,"-","3","-",,"-",,"-","MASSACHUSETTS",,"20220500495","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220500496","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220500497","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","VERMONT",,"20220500498","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","5","Arboviral diseases, West Nile virus disease",,"-","14","-",,"-",,"-",,"MIDDLE ATLANTIC","20220500499",
"NEW JERSEY","2022","5","Arboviral diseases, West Nile virus disease",,"-","7","-",,"-",,"-","NEW JERSEY",,"20220500500","POINT (-74.655514 40.110253)"
"NEW YORK","2022","5","Arboviral diseases, West Nile virus disease",,"-","4","-",,"-",,"-","NEW YORK",,"20220500501","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","5","Arboviral diseases, West Nile virus disease",,"-","4","-",,"-",,"-","NEW YORK CITY",,"20220500502",
"PENNSYLVANIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","5","-",,"-",,"-","PENNSYLVANIA",,"20220500503","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","5","Arboviral diseases, West Nile virus disease",,"-","24","-",,"-",,"-",,"EAST NORTH CENTRAL","20220500504",
"ILLINOIS","2022","5","Arboviral diseases, West Nile virus disease",,"-","17","-",,"-",,"-","ILLINOIS",,"20220500505","POINT (-89.148632 40.124144)"
"INDIANA","2022","5","Arboviral diseases, West Nile virus disease",,"-","3","-",,"-",,"-","INDIANA",,"20220500506","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","5","Arboviral diseases, West Nile virus disease",,"-","14","-",,"-",,"-","MICHIGAN",,"20220500507","POINT (-85.730977 44.874798)"
"OHIO","2022","5","Arboviral diseases, West Nile virus disease",,"-","4","-",,"-",,"-","OHIO",,"20220500508","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","WISCONSIN",,"20220500509","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","5","Arboviral diseases, West Nile virus disease",,"-","25","-",,"-",,"-",,"WEST NORTH CENTRAL","20220500510",
"IOWA","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","IOWA",,"20220500511","POINT (-93.500061 42.074659)"
"KANSAS","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","KANSAS",,"20220500512","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","5","Arboviral diseases, West Nile virus disease",,"-","5","-",,"-",,"-","MINNESOTA",,"20220500513","POINT (-94.198308 46.349153)"
"MISSOURI","2022","5","Arboviral diseases, West Nile virus disease",,"-","3","-",,"-",,"-","MISSOURI",,"20220500514","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","5","Arboviral diseases, West Nile virus disease",,"-","19","-",,"-",,"-","NEBRASKA",,"20220500515","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","5","Arboviral diseases, West Nile virus disease",,"-","7","-",,"-",,"-","NORTH DAKOTA",,"20220500516","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","5","Arboviral diseases, West Nile virus disease",,"-","11","-",,"-",,"-","SOUTH DAKOTA",,"20220500517","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","5","Arboviral diseases, West Nile virus disease",,"-","6","-",,"-",,"-",,"SOUTH ATLANTIC","20220500518",
"DELAWARE","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","DELAWARE",,"20220500519","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220500520","POINT (-77.016275 38.904785)"
"FLORIDA","2022","5","Arboviral diseases, West Nile virus disease",,"-","3","-",,"-",,"-","FLORIDA",,"20220500521","POINT (-82.420978 28.260731)"
"GEORGIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","GEORGIA",,"20220500522","POINT (-83.426574 32.638481)"
"MARYLAND","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","MARYLAND",,"20220500523","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","NORTH CAROLINA",,"20220500524","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","SOUTH CAROLINA",,"20220500525","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","VIRGINIA",,"20220500526","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220500527","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","5","Arboviral diseases, West Nile virus disease",,"-","5","-","1","-",,"-",,"EAST SOUTH CENTRAL","20220500528",
"ALABAMA","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","ALABAMA",,"20220500529","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","KENTUCKY",,"20220500530","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-","1","-",,"-","MISSISSIPPI",,"20220500531","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","TENNESSEE",,"20220500532","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","5","Arboviral diseases, West Nile virus disease",,"-","13","-",,"-","1","-",,"WEST SOUTH CENTRAL","20220500533",
"ARKANSAS","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-","1","-","ARKANSAS",,"20220500534","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","5","Arboviral diseases, West Nile virus disease",,"-","3","-",,"-",,"-","LOUISIANA",,"20220500535","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","OKLAHOMA",,"20220500536","POINT (-97.508297 35.583449)"
"TEXAS","2022","5","Arboviral diseases, West Nile virus disease",,"-","11","-",,"-",,"-","TEXAS",,"20220500537","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","5","Arboviral diseases, West Nile virus disease","1","-","282","-","5","-",,"-",,"MOUNTAIN","20220500538",
"ARIZONA","2022","5","Arboviral diseases, West Nile virus disease","1","-","270","-","5","-",,"-","ARIZONA",,"20220500539","POINT (-111.664616 34.293239)"
"COLORADO","2022","5","Arboviral diseases, West Nile virus disease",,"-","35","-",,"-",,"-","COLORADO",,"20220500540","POINT (-105.547832 38.998552)"
"IDAHO","2022","5","Arboviral diseases, West Nile virus disease",,"-","4","-",,"-",,"-","IDAHO",,"20220500541","POINT (-114.659366 44.389073)"
"MONTANA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","MONTANA",,"20220500542","POINT (-109.645127 47.033521)"
"NEVADA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","NEVADA",,"20220500543","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","5","Arboviral diseases, West Nile virus disease",,"-","6","-",,"-",,"-","NEW MEXICO",,"20220500544","POINT (-106.108388 34.421369)"
"UTAH","2022","5","Arboviral diseases, West Nile virus disease",,"-","6","-",,"-",,"-","UTAH",,"20220500545","POINT (-111.678222 39.323779)"
"WYOMING","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","WYOMING",,"20220500546","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Arboviral diseases, West Nile virus disease",,"-","16","-",,"-",,"-",,"PACIFIC","20220500547",
"ALASKA","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","ALASKA",,"20220500548","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Arboviral diseases, West Nile virus disease",,"-","16","-",,"-",,"-","CALIFORNIA",,"20220500549","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220500550","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Arboviral diseases, West Nile virus disease",,"-","2","-",,"-",,"-","OREGON",,"20220500551","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Arboviral diseases, West Nile virus disease",,"-","1","-",,"-",,"-","WASHINGTON",,"20220500552","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220500553",
"AMERICAN SAMOA","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220500554",
"NORTHERN MARIANA ISLANDS","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220500555","POINT (145.725693 15.1834)"
"GUAM","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220500556","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220500557","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220500558",
"NON-US RESIDENTS","2022","5","Arboviral diseases, West Nile virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220500559",
"TOTAL","2022","5","Arboviral diseases, West Nile virus disease","1","-","337","-","6","-","1","-",,"TOTAL","20220500560",
"US RESIDENTS","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"US RESIDENTS","20220500561",
"NEW ENGLAND","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220500562",
"CONNECTICUT","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220500563","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","MAINE",,"20220500564","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220500565","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220500566","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220500567","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Arboviral diseases, Western equine encephalitis virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220500568","POINT (-72.662695 44.075252)"
