"mmwr_week_end","pathogen","pct_positive","footnote","age_group","mmwr_week"
"2018-12-15T00:00:00.000","HMPV","11.63",,"--- 6-11 months","50"
"2018-12-15T00:00:00.000","HMPV","9.2",,"0-11 months","50"
"2018-12-15T00:00:00.000","HMPV","4",,"--- 0-2 months","50"
"2018-12-15T00:00:00.000","HMPV","3.7",,"--- 5-11 years","50"
"2018-12-15T00:00:00.000","HMPV","2.94",,"5-17 years","50"
"2018-12-15T00:00:00.000","HMPV","3.97",,"12-59 months","50"
"2018-12-15T00:00:00.000","HMPV","5.97",,"--- 24-59 months","50"
"2018-12-15T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","50"
"2018-12-15T00:00:00.000","HCOV","10.59",,"12-59 months","50"
"2018-12-15T00:00:00.000","HCOV","7.69",,"--- 0-2 months","50"
"2018-12-15T00:00:00.000","HCOV","6.67",,"--- 5-11 years","50"
"2018-12-15T00:00:00.000","HCOV","10.81",,"--- 12-23 months","50"
"2018-12-15T00:00:00.000","HCOV","10.42",,"--- 24-59 months","50"
"2018-12-15T00:00:00.000","HCOV","5.66",,"0-11 months","50"
"2018-12-15T00:00:00.000","HCOV","6.45",,"--- 6-11 months","50"
"2018-12-15T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","50"
"2018-12-15T00:00:00.000","HCOV","8.39",,"All","50"
"2018-12-15T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 3-5 months","50"
"2018-12-15T00:00:00.000","HCOV","5.88",,"5-17 years","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"--- 12-23 months","50"
"2018-12-15T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 6-11 months","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"5-17 years","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"--- 5-11 years","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"--- 3-5 months","50"
"2018-12-15T00:00:00.000","EV-D68","4.55",,"--- 24-59 months","50"
"2018-12-15T00:00:00.000","EV-D68","1.1",,"All","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"0-11 months","50"
"2018-12-15T00:00:00.000","EV-D68","2.33",,"12-59 months","50"
"2018-12-15T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","50"
"2018-12-15T00:00:00.000","EV-D68","0",,"--- 0-2 months","50"
"2018-12-15T00:00:00.000","Adenovirus","6.35",,"12-59 months","50"
"2018-12-15T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","50"
"2018-12-15T00:00:00.000","Adenovirus","4.48",,"--- 24-59 months","50"
"2018-12-15T00:00:00.000","Adenovirus","10.53",,"--- 3-5 months","50"
"2018-12-15T00:00:00.000","Adenovirus","0",,"--- 5-11 years","50"
"2018-12-15T00:00:00.000","Adenovirus","0",,"5-17 years","50"
"2018-12-15T00:00:00.000","Adenovirus","23.26",,"--- 6-11 months","50"
"2018-12-15T00:00:00.000","Adenovirus","13.79",,"0-11 months","50"
"2018-12-15T00:00:00.000","Adenovirus","0",,"--- 0-2 months","50"
"2018-12-15T00:00:00.000","Adenovirus","8.47",,"--- 12-23 months","50"
"2018-12-15T00:00:00.000","Adenovirus","8.1",,"All","50"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"All","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"12-59 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"0-11 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","SARS-CoV-2",,,"5-17 years","49"
"2018-12-08T00:00:00.000","RV/EV","24.39",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","RV/EV","22.81",,"All","49"
"2018-12-08T00:00:00.000","RV/EV","29.73",,"5-17 years","49"
"2018-12-08T00:00:00.000","RV/EV","24.24",,"12-59 months","49"
"2018-12-08T00:00:00.000","RV/EV","18.48",,"0-11 months","49"
"2018-12-08T00:00:00.000","RV/EV","24.32",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","RV/EV","40.74",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","RV/EV","17.39",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","RV/EV","24.14",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","RV/EV","0",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","RV/EV","12.5",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","RSV","34.21",,"12-59 months","49"
"2018-12-08T00:00:00.000","RSV","10.81",,"5-17 years","49"
"2018-12-08T00:00:00.000","RSV","52.94",,"0-11 months","49"
"2018-12-08T00:00:00.000","RSV","46.94",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","RSV","51.35",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","RSV","7.41",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","RSV","20",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","RSV","39.26",,"All","49"
"2018-12-08T00:00:00.000","RSV","32.76",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","RSV","63.64",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","RSV","35.71",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","PIV","10.1",,"12-59 months","49"
"2018-12-08T00:00:00.000","PIV","12.2",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","PIV","6.25",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","PIV","0",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","PIV","5.41",,"5-17 years","49"
"2018-12-08T00:00:00.000","PIV","7.41",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","PIV","4.35",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","PIV","16.22",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","PIV","9.78",,"0-11 months","49"
"2018-12-08T00:00:00.000","PIV","9.21",,"All","49"
"2018-12-08T00:00:00.000","PIV","8.62",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","Influenza","0",,"0-11 months","49"
"2018-12-08T00:00:00.000","Influenza","8.11",,"5-17 years","49"
"2018-12-08T00:00:00.000","Influenza","0",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","Influenza","0",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","Influenza","0",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","Influenza","10",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","Influenza","7.41",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","Influenza","2.02",,"12-59 months","49"
"2018-12-08T00:00:00.000","Influenza","2.44",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","Influenza","1.72",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","Influenza","2.19",,"All","49"
"2018-12-08T00:00:00.000","HMPV","0",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","HMPV","2.02",,"12-59 months","49"
"2018-12-08T00:00:00.000","HMPV","6.25",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","HMPV","3.45",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","HMPV","0",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","HMPV","2.7",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","HMPV","4.35",,"0-11 months","49"
"2018-12-08T00:00:00.000","HMPV","3.7",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","HMPV","2.7",,"5-17 years","49"
"2018-12-08T00:00:00.000","HMPV","4.35",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","HMPV","3.07",,"All","49"
"2018-12-08T00:00:00.000","HCOV","12.5",,"0-11 months","49"
"2018-12-08T00:00:00.000","HCOV","3.28",,"12-59 months","49"
"2018-12-08T00:00:00.000","HCOV","10",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","HCOV","0",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","HCOV","6.52",,"All","49"
"2018-12-08T00:00:00.000","HCOV","14.29",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","HCOV","0",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","HCOV","6.67",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","49"
"2018-12-08T00:00:00.000","HCOV","13.64",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","HCOV","0",,"5-17 years","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"0-11 months","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"5-17 years","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"12-59 months","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"All","49"
"2018-12-08T00:00:00.000","EV-D68","0",,"--- 3-5 months","49"
"2018-12-08T00:00:00.000","Adenovirus","13.51",,"--- 6-11 months","49"
"2018-12-08T00:00:00.000","Adenovirus","0",,"5-17 years","49"
"2018-12-08T00:00:00.000","Adenovirus","4.88",,"--- 12-23 months","49"
"2018-12-08T00:00:00.000","Adenovirus","0",,"--- 5-11 years","49"
"2018-12-08T00:00:00.000","Adenovirus","3.03",,"12-59 months","49"
"2018-12-08T00:00:00.000","Adenovirus","0",,"--- 12-17 years","49"
"2018-12-08T00:00:00.000","Adenovirus","3.95",,"All","49"
"2018-12-08T00:00:00.000","Adenovirus","6.52",,"0-11 months","49"
"2018-12-08T00:00:00.000","Adenovirus","0",,"--- 0-2 months","49"
"2018-12-08T00:00:00.000","Adenovirus","1.72",,"--- 24-59 months","49"
"2018-12-08T00:00:00.000","Adenovirus","4.35",,"--- 3-5 months","49"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"All","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"0-11 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 12-17 years","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"5-17 years","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"12-59 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","SARS-CoV-2",,,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","RV/EV","33.33",,"5-17 years","48"
"2018-12-01T00:00:00.000","RV/EV","33.33",,"0-11 months","48"
"2018-12-01T00:00:00.000","RV/EV","32",,"All","48"
"2018-12-01T00:00:00.000","RV/EV","30.77",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","RV/EV","22.86",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","RV/EV","34.38",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","RV/EV","25","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","RV/EV","30.43",,"12-59 months","48"
"2018-12-01T00:00:00.000","RV/EV","30.16",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","RV/EV","35.9",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","RV/EV","44",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","RSV","43.18",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","RSV","36.55",,"All","48"
"2018-12-01T00:00:00.000","RSV","16.67",,"5-17 years","48"
"2018-12-01T00:00:00.000","RSV","39.37",,"12-59 months","48"
"2018-12-01T00:00:00.000","RSV","39.37",,"0-11 months","48"
"2018-12-01T00:00:00.000","RSV","36.73",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","RSV","18.75",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","RSV","38.24",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","RSV","30.77",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","RSV","45.33",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","PIV","2.86",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","PIV","5.56",,"5-17 years","48"
"2018-12-01T00:00:00.000","PIV","10.43",,"12-59 months","48"
"2018-12-01T00:00:00.000","PIV","12.7",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","PIV","6.06",,"0-11 months","48"
"2018-12-01T00:00:00.000","PIV","6.25",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","PIV","4",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","PIV","8",,"All","48"
"2018-12-01T00:00:00.000","PIV","10.26",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","PIV","7.69",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","Influenza","1.74",,"12-59 months","48"
"2018-12-01T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","Influenza","0",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","Influenza","2.78",,"5-17 years","48"
"2018-12-01T00:00:00.000","Influenza","0",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","Influenza","2.56",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","Influenza","1.6",,"All","48"
"2018-12-01T00:00:00.000","Influenza","0",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","Influenza","1.01",,"0-11 months","48"
"2018-12-01T00:00:00.000","Influenza","3.12",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","Influenza","3.85",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","HMPV","16",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","HMPV","8.08",,"0-11 months","48"
"2018-12-01T00:00:00.000","HMPV","2.86",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","HMPV","7.69",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","HMPV","0",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","HMPV","0",,"5-17 years","48"
"2018-12-01T00:00:00.000","HMPV","4.35",,"12-59 months","48"
"2018-12-01T00:00:00.000","HMPV","7.69",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","HMPV","1.59",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","HMPV","5.2",,"All","48"
"2018-12-01T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","HCOV","9.09",,"12-59 months","48"
"2018-12-01T00:00:00.000","HCOV","5.88",,"5-17 years","48"
"2018-12-01T00:00:00.000","HCOV","3.03",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","HCOV","7.14",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","HCOV","6.15",,"0-11 months","48"
"2018-12-01T00:00:00.000","HCOV","9.09",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","HCOV","15.15",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","HCOV","7.43",,"All","48"
"2018-12-01T00:00:00.000","HCOV","0",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","HCOV","11.76",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","EV-D68","0",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","EV-D68","0",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","EV-D68","0",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","EV-D68","4.17",,"12-59 months","48"
"2018-12-01T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","EV-D68","0",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","EV-D68","1.89",,"0-11 months","48"
"2018-12-01T00:00:00.000","EV-D68","7.14",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","EV-D68","2.67",,"All","48"
"2018-12-01T00:00:00.000","EV-D68","6.25",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","EV-D68","0",,"5-17 years","48"
"2018-12-01T00:00:00.000","Adenovirus","4",,"--- 3-5 months","48"
"2018-12-01T00:00:00.000","Adenovirus","7.69",,"--- 6-11 months","48"
"2018-12-01T00:00:00.000","Adenovirus","8.33",,"5-17 years","48"
"2018-12-01T00:00:00.000","Adenovirus","9.38",,"--- 5-11 years","48"
"2018-12-01T00:00:00.000","Adenovirus","1.92",,"--- 24-59 months","48"
"2018-12-01T00:00:00.000","Adenovirus","6.8",,"All","48"
"2018-12-01T00:00:00.000","Adenovirus","7.83",,"12-59 months","48"
"2018-12-01T00:00:00.000","Adenovirus","12.7",,"--- 12-23 months","48"
"2018-12-01T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","48"
"2018-12-01T00:00:00.000","Adenovirus","2.86",,"--- 0-2 months","48"
"2018-12-01T00:00:00.000","Adenovirus","5.05",,"0-11 months","48"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 12-17 years","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"0-11 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"5-17 years","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"All","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"12-59 months","47"
"2018-11-24T00:00:00.000","SARS-CoV-2",,,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","RV/EV","25",,"5-17 years","47"
"2018-11-24T00:00:00.000","RV/EV","36.36",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","RV/EV","43.75",,"12-59 months","47"
"2018-11-24T00:00:00.000","RV/EV","33.78",,"0-11 months","47"
"2018-11-24T00:00:00.000","RV/EV","44.9",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","RV/EV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","RV/EV","36.67",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","RV/EV","27.27",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","RV/EV","28.57",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","RV/EV","37.08",,"All","47"
"2018-11-24T00:00:00.000","RV/EV","41.94",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","RSV","4.76",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","RSV","31.6",,"All","47"
"2018-11-24T00:00:00.000","RSV","39.13",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","RSV","4.17",,"5-17 years","47"
"2018-11-24T00:00:00.000","RSV","22.68",,"12-59 months","47"
"2018-11-24T00:00:00.000","RSV","18.37",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","RSV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","RSV","48.35",,"0-11 months","47"
"2018-11-24T00:00:00.000","RSV","48.72",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","RSV","55.17",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","RSV","27.08",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","PIV","6.67",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","PIV","3.23",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","PIV","0",,"5-17 years","47"
"2018-11-24T00:00:00.000","PIV","4.55",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","PIV","18.37",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","PIV","0",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","PIV","12.5",,"12-59 months","47"
"2018-11-24T00:00:00.000","PIV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","PIV","7.87",,"All","47"
"2018-11-24T00:00:00.000","PIV","5.41",,"0-11 months","47"
"2018-11-24T00:00:00.000","PIV","4.55",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","Influenza","2.7",,"0-11 months","47"
"2018-11-24T00:00:00.000","Influenza","0",,"12-59 months","47"
"2018-11-24T00:00:00.000","Influenza","0",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","Influenza","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","Influenza","0",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","Influenza","0",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","Influenza","1.69",,"All","47"
"2018-11-24T00:00:00.000","Influenza","4.55",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","Influenza","4.17",,"5-17 years","47"
"2018-11-24T00:00:00.000","Influenza","4.76",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","Influenza","4.55",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","HMPV","0",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","HMPV","3.37",,"All","47"
"2018-11-24T00:00:00.000","HMPV","0",,"5-17 years","47"
"2018-11-24T00:00:00.000","HMPV","3.75",,"12-59 months","47"
"2018-11-24T00:00:00.000","HMPV","4.05",,"0-11 months","47"
"2018-11-24T00:00:00.000","HMPV","3.33",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","HMPV","0",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","HMPV","4.55",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","HMPV","6.12",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","HMPV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","HMPV","4.55",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","HCOV","7.14",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","HCOV","7.69",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","HCOV","3.7",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","HCOV","5.56",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","HCOV","5",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","HCOV","4.44",,"0-11 months","47"
"2018-11-24T00:00:00.000","HCOV","4.26",,"12-59 months","47"
"2018-11-24T00:00:00.000","HCOV","0",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","HCOV","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","HCOV","6.67",,"5-17 years","47"
"2018-11-24T00:00:00.000","HCOV","4.67",,"All","47"
"2018-11-24T00:00:00.000","EV-D68","10.71",,"12-59 months","47"
"2018-11-24T00:00:00.000","EV-D68","7.69",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","EV-D68","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","EV-D68","0",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","EV-D68","5.93",,"All","47"
"2018-11-24T00:00:00.000","EV-D68","8.57",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","EV-D68","14.29",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","EV-D68","0",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","EV-D68","0",,"--- 6-11 months","47"
"2018-11-24T00:00:00.000","EV-D68","7.14",,"5-17 years","47"
"2018-11-24T00:00:00.000","EV-D68","0",,"0-11 months","47"
"2018-11-24T00:00:00.000","Adenovirus","5.41",,"0-11 months","47"
"2018-11-24T00:00:00.000","Adenovirus","0",,"--- 0-2 months","47"
"2018-11-24T00:00:00.000","Adenovirus","12.9",,"--- 12-23 months","47"
"2018-11-24T00:00:00.000","Adenovirus","8.43",,"All","47"
"2018-11-24T00:00:00.000","Adenovirus","11.25",,"12-59 months","47"
"2018-11-24T00:00:00.000","Adenovirus","8.33",,"5-17 years","47"
"2018-11-24T00:00:00.000","Adenovirus","9.52",,"--- 5-11 years","47"
"2018-11-24T00:00:00.000","Adenovirus","0",,"--- 3-5 months","47"
"2018-11-24T00:00:00.000","Adenovirus","0","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","47"
"2018-11-24T00:00:00.000","Adenovirus","10.2",,"--- 24-59 months","47"
"2018-11-24T00:00:00.000","Adenovirus","13.33",,"--- 6-11 months","47"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 3-5 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"All","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"5-17 years","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"12-59 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"0-11 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 6-11 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 5-11 years","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 24-59 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 12-23 months","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 12-17 years","46"
"2018-11-17T00:00:00.000","SARS-CoV-2",,,"--- 0-2 months","46"
"2018-11-17T00:00:00.000","RV/EV","29.41",,"--- 3-5 months","46"
"2018-11-17T00:00:00.000","RV/EV","34.38",,"--- 24-59 months","46"
"2018-11-17T00:00:00.000","RV/EV","35.45",,"12-59 months","46"
"2018-11-17T00:00:00.000","RV/EV","33.33","Calculation is based on fewer than 10 patients in the denominator","--- 12-17 years","46"
"2018-11-17T00:00:00.000","RV/EV","32.9",,"All","46"
"2018-11-17T00:00:00.000","RV/EV","21.21",,"--- 0-2 months","46"
"2018-11-17T00:00:00.000","RV/EV","38.24",,"5-17 years","46"
"2018-11-17T00:00:00.000","RV/EV","27.59",,"0-11 months","46"
"2018-11-17T00:00:00.000","RV/EV","39.29",,"--- 5-11 years","46"
