"level","perc_diff","pcr_percent_positive","percent_pos_2_week","percent_pos_4_week","pcr_detections","detections_2_week","detections_4_week","pcr_tests","posted","mmwrweek_end"
"Region 4","-1.5","12.6","7.9","3.7","805","1624","3265.6","6145.7","2023-12-13T21:47:00.000","2022-10-22T00:00:00.000"
"Region 4","-1.6","11.1","7","3.7","782.2","1599.2","3250.8","7684","2023-12-13T21:47:00.000","2022-10-29T00:00:00.000"
"Region 4","-1.5","9.6","6","3.5","756","1587.2","3211.2","8504.7","2023-12-13T21:47:00.000","2022-11-05T00:00:00.000"
"Region 4","-1.5","8.1","4.7","2.8","688.8","1538.2","3137.4","8757.7","2023-12-13T21:47:00.000","2022-11-12T00:00:00.000"
"Region 4","-1","7.1","4.1","2.5","612.8","1444.8","3032","8294","2023-12-13T21:47:00.000","2022-11-19T00:00:00.000"
"Region 4","-1.1","6","4.1","2.3","513.4","1301.6","2839.8","8061.3","2023-12-13T21:47:00.000","2022-11-26T00:00:00.000"
"Region 4","-0.8","5.3","3.8","2.2","422.8","1126.2","2571","8012.7","2023-12-13T21:47:00.000","2022-12-03T00:00:00.000"
"Region 4","-0.6","4.6","3.1","2.1","353.4","936.2","2237.8","7748","2023-12-13T21:47:00.000","2022-12-10T00:00:00.000"
"Region 4","-0.8","3.9","2.7","1.9","299.4","776.2","1902.4","7318","2023-12-13T21:47:00.000","2022-12-17T00:00:00.000"
"Region 4","-0.6","3.3","2.3","1.6","252.4","652.8","1589","7218","2023-12-13T21:47:00.000","2022-12-24T00:00:00.000"
"Region 4","-0.4","2.8","2.1","1.4","210.2","551.8","1328","7099.3","2023-12-13T21:47:00.000","2022-12-31T00:00:00.000"
"Region 4","-0.2","2.6","1.8","1.2","173.8","462.6","1115.4","7082.7","2023-12-13T21:47:00.000","2023-01-07T00:00:00.000"
"Region 4","-0.3","2.3","1.5","1","151.2","384","935.8","6654.7","2023-12-13T21:47:00.000","2023-01-14T00:00:00.000"
"Region 4","-0.4","1.8","1.3","0.9","129.2","325","787.6","6492","2023-12-13T21:47:00.000","2023-01-21T00:00:00.000"
"Region 4","-0.2","1.6","1.2","0.8","107.8","280.4","664.4","6506","2023-12-13T21:47:00.000","2023-01-28T00:00:00.000"
"Region 4","-0.2","1.4","1","0.7","90.8","237","562","6701","2023-12-13T21:47:00.000","2023-02-04T00:00:00.000"
"Region 4","-0.1","1.3","0.8","0.6","80.4","198.6","479","6653.7","2023-12-13T21:47:00.000","2023-02-11T00:00:00.000"
"Region 4","-0.2","1.1","0.7","0.5","71","171.2","408.2","6461.7","2023-12-13T21:47:00.000","2023-02-18T00:00:00.000"
"Region 4","-0.2","0.9","0.6","0.4","58.8","151.4","350","6001.3","2023-12-13T21:47:00.000","2023-02-25T00:00:00.000"
"Region 4","0","0.9","0.6","0.3","51.2","129.8","301","5449","2023-12-13T21:47:00.000","2023-03-04T00:00:00.000"
"Region 4","0","0.8","0.5","0.3","46.4","110","261.4","5172","2023-12-13T21:47:00.000","2023-03-11T00:00:00.000"
"Region 4","0","0.8","0.5","0.3","40.8","97.6","227.4","5256.7","2023-12-13T21:47:00.000","2023-03-18T00:00:00.000"
"Region 4","-0.1","0.8","0.5","0.3","38.4","87.2","197.2","5136.7","2023-12-13T21:47:00.000","2023-03-25T00:00:00.000"
"Region 4","-0.1","0.7","0.4","0.2","35.4","79.2","176.8","4875.7","2023-12-13T21:47:00.000","2023-04-01T00:00:00.000"
"Region 4","-0.1","0.7","0.4","0.2","29.2","73.8","161","4558","2023-12-13T21:47:00.000","2023-04-08T00:00:00.000"
"Region 4","-0.1","0.5","0.4","0.2","24.2","64.6","143.8","4357","2023-12-13T21:47:00.000","2023-04-15T00:00:00.000"
"Region 4","-0.1","0.5","0.3","0.2","20.2","53.4","127.2","4190.7","2023-12-13T21:47:00.000","2023-04-22T00:00:00.000"
"Region 4","-0.1","0.4","0.3","0.2","20.6","44.4","109","3898.3","2023-12-13T21:47:00.000","2023-04-29T00:00:00.000"
"Region 4","0.1","0.5","0.3","0.2","19.6","40.8","94.2","4152","2023-12-13T21:47:00.000","2023-05-06T00:00:00.000"
"Region 4","0","0.5","0.3","0.1","20.6","40.2","84.6","4277","2023-12-13T21:47:00.000","2023-05-13T00:00:00.000"
"Region 4","0.1","0.6","0.2","0.1","22.2","40.2","81","4272.3","2023-12-13T21:47:00.000","2023-05-20T00:00:00.000"
"Region 4","0","0.5","0.2","0.1","23","42.8","83","4130.7","2023-12-13T21:47:00.000","2023-05-27T00:00:00.000"
"Region 4","0","0.5","0.3","0.1","18.4","45.2","85.4","3873.7","2023-12-13T21:47:00.000","2023-06-03T00:00:00.000"
"Region 4","-0.1","0.4","0.3","0.1","19","41.4","84.2","3832.7","2023-12-13T21:47:00.000","2023-06-10T00:00:00.000"
"Region 4","0.1","0.5","0.2","0.1","20.2","37.4","82.6","3542","2023-12-13T21:47:00.000","2023-06-17T00:00:00.000"
"Region 4","0.2","0.6","0.3","0.2","18.2","39.2","80.6","3246.3","2023-12-13T21:47:00.000","2023-06-24T00:00:00.000"
"Region 4","0.1","0.7","0.3","0.1","19.2","38.4","75.8","2983","2023-12-13T21:47:00.000","2023-07-01T00:00:00.000"
"Region 4","0","0.7","0.3","0.1","21.6","37.4","76.6","2845","2023-12-13T21:47:00.000","2023-07-08T00:00:00.000"
"Region 4","-0.1","0.7","0.3","0.2","25","40.8","79.2","2891.3","2023-12-13T21:47:00.000","2023-07-15T00:00:00.000"
"Region 4","0.2","0.9","0.4","0.2","32.8","46.6","84","3169","2023-12-13T21:47:00.000","2023-07-22T00:00:00.000"
"Region 4","0.3","1.2","0.4","0.2","37.4","57.8","98.6","3517.7","2023-12-13T21:47:00.000","2023-07-29T00:00:00.000"
"Region 4","0.1","1.3","0.5","0.2","42.6","70.2","116.8","3733.3","2023-12-13T21:47:00.000","2023-08-05T00:00:00.000"
"Region 4","0","1.3","0.5","0.2","65.8","80","137.8","3904.7","2023-12-13T21:47:00.000","2023-08-12T00:00:00.000"
"Region 4","0.2","1.5","0.6","0.2","73.4","108.4","178.6","4525","2023-12-13T21:47:00.000","2023-08-19T00:00:00.000"
"Region 4","0.1","1.7","0.8","0.2","81.6","139.2","219.2","5102","2023-12-13T21:47:00.000","2023-08-26T00:00:00.000"
"Region 4","0.2","1.9","0.7","0.2","100.4","155","263.4","5613","2023-12-13T21:47:00.000","2023-09-02T00:00:00.000"
"Region 4","0","1.9","0.7","0.3","170","182","321.2","5633.3","2023-12-13T21:47:00.000","2023-09-09T00:00:00.000"
"Region 4","1.4","3.3","0.9","0.3","191","270.4","425.4","6113.7","2023-12-13T21:47:00.000","2023-09-16T00:00:00.000"
"Region 4","0.8","4.2","1.5","0.4","295.4","361","543","6050.7","2023-12-13T21:47:00.000","2023-09-23T00:00:00.000"
"Region 4","2.4","6.6","1.5","0.4","360.8","486.4","756.8","6200.3","2023-12-13T21:47:00.000","2023-09-30T00:00:00.000"
"Region 4","0.6","7.2","2.4","0.7","490.8","656.2","1017.2","5793","2023-12-13T21:47:00.000","2023-10-07T00:00:00.000"
"Region 4","2.6","9.8","3.1","0.8","534.6","851.6","1338","6093.3","2023-12-13T21:47:00.000","2023-10-14T00:00:00.000"
"Region 4","0.2","10.1","4.1","1.2","649.4","1025.4","1681.6","5998.3","2023-12-13T21:47:00.000","2023-10-21T00:00:00.000"
"Region 4","1.7","11.8","4.5","1.5","704.6","1184","2035.6","6228","2023-12-13T21:47:00.000","2023-10-28T00:00:00.000"
"Region 4","0.7","12.5","5.2","2","809.8","1354","2379.4","6139","2023-12-13T21:47:00.000","2023-11-04T00:00:00.000"
"Region 4","1.7","14.2","5.7","2.2","855.2","1514.4","2698.4","6219.7","2023-12-13T21:47:00.000","2023-11-11T00:00:00.000"
"Region 4","0.7","14.9","6.5","2.6","877.6","1665","3019","6366","2023-12-13T21:47:00.000","2023-11-18T00:00:00.000"
"Region 4","-0.7","14.2","6.9","2.9","816.6","1732.8","3247.2","6294","2023-12-13T21:47:00.000","2023-11-25T00:00:00.000"
"Region 4","-1.5","12.7","6.8","3.2","801.3","1694.2","3359.2","5786","2023-12-13T21:47:00.000","2023-12-02T00:00:00.000"
"Region 4","-1.2","11.5","6.5","3.4","748.7","1617.9","3350.7","5318.5","2023-12-13T21:47:00.000","2023-12-09T00:00:00.000"
"Region 5","-0.5","0.9","1.5","0.9","82.8","478.4","1261.6","5413.3","2023-12-13T21:47:00.000","2020-04-11T00:00:00.000"
"Region 5","-0.3","0.7","1.5","0.8","37","272.8","910.7","3636.3","2023-12-13T21:47:00.000","2020-04-18T00:00:00.000"
"Region 5","-0.2","0.5","1","1.1","18.8","119.8","598.2","2822.3","2023-12-13T21:47:00.000","2020-04-25T00:00:00.000"
"Region 5","-0.1","0.4","0.6","1","11.6","55.8","328.6","2407","2023-12-13T21:47:00.000","2020-05-02T00:00:00.000"
"Region 5","0","0.4","0.4","0.6","8","30.4","150.2","2100.7","2023-12-13T21:47:00.000","2020-05-09T00:00:00.000"
"Region 5","0","0.3","0.3","0.4","6.6","19.6","75.4","1871.3","2023-12-13T21:47:00.000","2020-05-16T00:00:00.000"
"Region 5","0","0.4","0.2","0.2","5","14.6","45","1684","2023-12-13T21:47:00.000","2020-05-23T00:00:00.000"
"Region 5","-0.1","0.2","0.2","0.1","4.6","11.6","31.2","1578.3","2023-12-13T21:47:00.000","2020-05-30T00:00:00.000"
"Region 5","0","0.2","0.2","0.1","3.8","9.6","24.2","1578.7","2023-12-13T21:47:00.000","2020-06-06T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","3.6","8.4","20","1668.7","2023-12-13T21:47:00.000","2020-06-13T00:00:00.000"
"Region 5","0.1","0.2","0.1","0.1","3.2","7.4","17","1743.3","2023-12-13T21:47:00.000","2020-06-20T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4","6.8","15.2","1807.3","2023-12-13T21:47:00.000","2020-06-27T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4.2","7.2","14.6","1996.7","2023-12-13T21:47:00.000","2020-07-04T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4.6","8.2","15","2291.3","2023-12-13T21:47:00.000","2020-07-11T00:00:00.000"
"Region 5","0","0.2","0.1","0","5","8.8","16","2653","2023-12-13T21:47:00.000","2020-07-18T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.6","9.6","17.8","2792","2023-12-13T21:47:00.000","2020-07-25T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.4","9.6","18.4","2304","2023-12-13T21:47:00.000","2020-08-01T00:00:00.000"
"Region 5","0","0.2","0.1","0","3.6","9","18.6","2046","2023-12-13T21:47:00.000","2020-08-08T00:00:00.000"
"Region 5","-0.1","0.1","0.1","0.1","2.8","8","17.6","1805","2023-12-13T21:47:00.000","2020-08-15T00:00:00.000"
"Region 5","0","0.1","0.1","0.1","1.8","6.4","15.4","2054","2023-12-13T21:47:00.000","2020-08-22T00:00:00.000"
"Region 5","0","0.1","0.1","0.1","2","4.6","12.6","2032.3","2023-12-13T21:47:00.000","2020-08-29T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","3.8","10.2","2083.7","2023-12-13T21:47:00.000","2020-09-05T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","3.4","8","2104.7","2023-12-13T21:47:00.000","2020-09-12T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","2.8","6.6","2264.3","2023-12-13T21:47:00.000","2020-09-19T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","2.8","6.2","2400.7","2023-12-13T21:47:00.000","2020-09-26T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","3.8","6.6","2759.7","2023-12-13T21:47:00.000","2020-10-03T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5","7.8","2958.3","2023-12-13T21:47:00.000","2020-10-10T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","5.8","9.6","3216.3","2023-12-13T21:47:00.000","2020-10-17T00:00:00.000"
"Region 5","0","0.1","0.1","0","5.2","7.8","12.8","3322.7","2023-12-13T21:47:00.000","2020-10-24T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.4","9.8","15.6","3674.7","2023-12-13T21:47:00.000","2020-10-31T00:00:00.000"
"Region 5","0","0.1","0.1","0","4","9.6","17.4","3903.3","2023-12-13T21:47:00.000","2020-11-07T00:00:00.000"
"Region 5","-0.1","0.1","0.1","0","3.4","8.4","18.2","4261.7","2023-12-13T21:47:00.000","2020-11-14T00:00:00.000"
"Region 5","0","0","0","0","2.4","7.4","17","4371","2023-12-13T21:47:00.000","2020-11-21T00:00:00.000"
"Region 5","0","0","0","0","2.4","5.8","14.2","4616","2023-12-13T21:47:00.000","2020-11-28T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","4.8","12.2","4709","2023-12-13T21:47:00.000","2020-12-05T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","4.8","10.6","4631","2023-12-13T21:47:00.000","2020-12-12T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5","9.8","4451","2023-12-13T21:47:00.000","2020-12-19T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5.8","10.6","4335.3","2023-12-13T21:47:00.000","2020-12-26T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","6.4","11.4","4468","2023-12-13T21:47:00.000","2021-01-02T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","5.6","11.4","4542","2023-12-13T21:47:00.000","2021-01-09T00:00:00.000"
"Region 5","0","0","0","0","2.8","4.8","11.2","4580.3","2023-12-13T21:47:00.000","2021-01-16T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.2","10.8","4467.7","2023-12-13T21:47:00.000","2021-01-23T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.4","10.2","4423.7","2023-12-13T21:47:00.000","2021-01-30T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.2","10.4","4378.7","2023-12-13T21:47:00.000","2021-02-06T00:00:00.000"
"Region 5","0","0.1","0","0","3","5.2","10.6","4189.7","2023-12-13T21:47:00.000","2021-02-13T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.6","10.8","4139.7","2023-12-13T21:47:00.000","2021-02-20T00:00:00.000"
"Region 5","0","0.1","0","0","3.4","5.6","10.8","4097.3","2023-12-13T21:47:00.000","2021-02-27T00:00:00.000"
"Region 5","0","0.1","0","0","3.4","6","11.6","4584.3","2023-12-13T21:47:00.000","2021-03-06T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","6.8","12.4","4724.3","2023-12-13T21:47:00.000","2021-03-13T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","8","14","4870","2023-12-13T21:47:00.000","2021-03-20T00:00:00.000"
"Region 5","0","0.1","0","0","6.2","9.2","16","4742.7","2023-12-13T21:47:00.000","2021-03-27T00:00:00.000"
"Region 5","0","0.1","0","0","6.8","10.8","18.8","4950.3","2023-12-13T21:47:00.000","2021-04-03T00:00:00.000"
"Region 5","0","0.2","0.1","0","8.4","13","22.2","4929","2023-12-13T21:47:00.000","2021-04-10T00:00:00.000"
"Region 5","0.1","0.2","0.1","0","9.4","15.2","26","4875.3","2023-12-13T21:47:00.000","2021-04-17T00:00:00.000"
"Region 5","0","0.2","0.1","0","13.8","17.8","30.8","4607.3","2023-12-13T21:47:00.000","2021-04-24T00:00:00.000"
"Region 5","0.1","0.4","0.1","0","16.8","23.2","38.4","4360.3","2023-12-13T21:47:00.000","2021-05-01T00:00:00.000"
"Region 5","0.2","0.6","0.2","0","21.8","30.6","48.4","3938.7","2023-12-13T21:47:00.000","2021-05-08T00:00:00.000"
"Region 5","0.3","0.8","0.2","0.1","26.4","38.6","61.8","3533.3","2023-12-13T21:47:00.000","2021-05-15T00:00:00.000"
"Region 5","0.2","1","0.3","0.1","39.4","48.2","78.8","3166.7","2023-12-13T21:47:00.000","2021-05-22T00:00:00.000"
"Region 5","0.6","1.6","0.4","0.1","46","65.8","104.4","2985.7","2023-12-13T21:47:00.000","2021-05-29T00:00:00.000"
"Region 5","0.3","2","0.6","0.2","59.8","85.4","133.6","2870.3","2023-12-13T21:47:00.000","2021-06-05T00:00:00.000"
"Region 5","0.7","2.6","0.8","0.2","81.4","105.8","171.6","2906.3","2023-12-13T21:47:00.000","2021-06-12T00:00:00.000"
"Region 5","0.7","3.3","1","0.3","107","141.2","226.6","2935.7","2023-12-13T21:47:00.000","2021-06-19T00:00:00.000"
"Region 5","1.1","4.4","1.4","0.4","146.8","188.4","294.2","3024.7","2023-12-13T21:47:00.000","2021-06-26T00:00:00.000"
"Region 5","1.7","6.1","1.8","0.5","199.2","253.8","395","3147.3","2023-12-13T21:47:00.000","2021-07-03T00:00:00.000"
"Region 5","1.5","7.6","2.4","0.7","271.4","346","534.4","3296","2023-12-13T21:47:00.000","2021-07-10T00:00:00.000"
"Region 5","2.4","10","3.1","0.9","366.6","470.6","724.4","3478.3","2023-12-13T21:47:00.000","2021-07-17T00:00:00.000"
"Region 5","2.3","12.3","4","1.1","481.6","638","984","3732.3","2023-12-13T21:47:00.000","2021-07-24T00:00:00.000"
"Region 5","2.3","14.6","5.2","1.5","584","848.2","1318.8","4109","2023-12-13T21:47:00.000","2021-07-31T00:00:00.000"
"Region 5","0.8","15.3","6.2","1.9","763.4","1065.6","1703.6","4661","2023-12-13T21:47:00.000","2021-08-07T00:00:00.000"
"Region 5","2.5","17.8","6.7","2.3","931.2","1347.4","2195.6","5095","2023-12-13T21:47:00.000","2021-08-14T00:00:00.000"
"Region 5","1.7","19.5","7.8","2.7","1093.6","1694.6","2760.2","5596.7","2023-12-13T21:47:00.000","2021-08-21T00:00:00.000"
"Region 5","2.4","21.9","8.7","3","1261","2024.8","3372.2","5995.7","2023-12-13T21:47:00.000","2021-08-28T00:00:00.000"
"Region 5","0","22","9.5","3.6","1458.4","2354.6","4049.2","6514.7","2023-12-13T21:47:00.000","2021-09-04T00:00:00.000"
"Region 5","-0.1","21.9","10","4","1550.8","2719.4","4744.2","7306.7","2023-12-13T21:47:00.000","2021-09-11T00:00:00.000"
"Region 5","-0.7","21.2","10.8","4.4","1649.4","3009.2","5363.8","7942.3","2023-12-13T21:47:00.000","2021-09-18T00:00:00.000"
"Region 5","-0.6","20.6","10","4.5","1730.4","3200.2","5919.6","8496.7","2023-12-13T21:47:00.000","2021-09-25T00:00:00.000"
"Region 5","-0.2","20.4","9.8","4.8","1725.4","3379.8","6389","8669.3","2023-12-13T21:47:00.000","2021-10-02T00:00:00.000"
"Region 5","-0.3","20.1","10.1","4.8","1672.8","3455.8","6656","8579","2023-12-13T21:47:00.000","2021-10-09T00:00:00.000"
"Region 5","-0.8","19.3","9.8","4.8","1624.2","3398.2","6778","8463.7","2023-12-13T21:47:00.000","2021-10-16T00:00:00.000"
"Region 5","-1.1","18.1","9.8","5.1","1548.6","3297","6752.8","8272.3","2023-12-13T21:47:00.000","2021-10-23T00:00:00.000"
"Region 5","-1.8","16.4","9.9","5.1","1430.2","3172.8","6571","8975.3","2023-12-13T21:47:00.000","2021-10-30T00:00:00.000"
"Region 5","-2.4","14","9.3","5","1390.4","2978.8","6275.8","9959.3","2023-12-13T21:47:00.000","2021-11-06T00:00:00.000"
"Region 5","-3.2","10.8","7.7","4.6","1282.8","2820.6","5993.4","13050.3","2023-12-13T21:47:00.000","2021-11-13T00:00:00.000"
"Region 5","-2.8","8","6.5","4.1","1172.4","2673.2","5652","15708.7","2023-12-13T21:47:00.000","2021-11-20T00:00:00.000"
"Region 5","-1.6","6.4","4.4","3","1075","2455.2","5275.8","16666.7","2023-12-13T21:47:00.000","2021-11-27T00:00:00.000"
"Region 5","-1.3","5.2","3.3","2.4","956","2247.4","4920.6","18768","2023-12-13T21:47:00.000","2021-12-04T00:00:00.000"
"Region 5","-1","4.2","3.3","2.1","834.4","2031","4486.2","21780","2023-12-13T21:47:00.000","2021-12-11T00:00:00.000"
"Region 5","-1.3","2.8","2.5","1.6","772.8","1790.4","4037.8","27956.7","2023-12-13T21:47:00.000","2021-12-18T00:00:00.000"
"Region 5","-0.6","2.2","1.6","1.3","705.8","1607.2","3638.2","30739.3","2023-12-13T21:47:00.000","2021-12-25T00:00:00.000"
"Region 5","-0.2","2.1","1.3","1","595","1478.6","3269","31251","2023-12-13T21:47:00.000","2022-01-01T00:00:00.000"
"Region 5","-0.2","1.9","1.1","0.7","518","1300.8","2908","27807.7","2023-12-13T21:47:00.000","2022-01-08T00:00:00.000"
"Region 5","-0.2","1.7","1","0.6","404","1113","2591.6","22504.7","2023-12-13T21:47:00.000","2022-01-15T00:00:00.000"
"Region 5","-0.2","1.5","1","0.6","295.6","922","2222.8","17255.3","2023-12-13T21:47:00.000","2022-01-22T00:00:00.000"
"Region 5","-0.2","1.4","1","0.6","217","699.6","1812.6","13459.7","2023-12-13T21:47:00.000","2022-01-29T00:00:00.000"
"Region 5","0","1.3","1","0.6","167.2","512.6","1434.6","11571","2023-12-13T21:47:00.000","2022-02-05T00:00:00.000"
"Region 5","0","1.3","0.9","0.6","136.4","384.2","1083.8","10511","2023-12-13T21:47:00.000","2022-02-12T00:00:00.000"
"Region 5","0","1.3","0.8","0.6","122.4","303.6","816.2","10062.7","2023-12-13T21:47:00.000","2022-02-19T00:00:00.000"
"Region 5","-0.1","1.2","0.7","0.5","121.2","258.8","643","9349.3","2023-12-13T21:47:00.000","2022-02-26T00:00:00.000"
"Region 5","0","1.2","0.6","0.4","114.2","243.6","547.2","9210","2023-12-13T21:47:00.000","2022-03-05T00:00:00.000"
"Region 5","0","1.2","0.7","0.4","112.4","235.4","494.2","9308.3","2023-12-13T21:47:00.000","2022-03-12T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","114.4","226.6","470.2","9882.3","2023-12-13T21:47:00.000","2022-03-19T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","115.6","226.8","462.2","10053.7","2023-12-13T21:47:00.000","2022-03-26T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","121.6","230","456.6","10599","2023-12-13T21:47:00.000","2022-04-02T00:00:00.000"
"Region 5","0.1","1.2","0.6","0.3","121.6","237.2","464","10847.3","2023-12-13T21:47:00.000","2022-04-09T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","133.4","243.2","473.2","11543.3","2023-12-13T21:47:00.000","2022-04-16T00:00:00.000"
"Region 5","0.1","1.2","0.5","0.3","137","255","492.2","12254.7","2023-12-13T21:47:00.000","2022-04-23T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","154.6","270.4","513.6","13220.3","2023-12-13T21:47:00.000","2022-04-30T00:00:00.000"
"Region 5","0.1","1.2","0.5","0.3","161.2","291.6","546.6","14140.3","2023-12-13T21:47:00.000","2022-05-07T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","177.4","315.8","586.2","14348","2023-12-13T21:47:00.000","2022-05-14T00:00:00.000"
"Region 5","0.2","1.4","0.6","0.3","187.8","338.6","630.2","14049.7","2023-12-13T21:47:00.000","2022-05-21T00:00:00.000"
"Region 5","0.2","1.6","0.6","0.3","204.6","365.2","681","12831.7","2023-12-13T21:47:00.000","2022-05-28T00:00:00.000"
"Region 5","0.3","1.9","0.7","0.3","206.6","392.4","731","11575.3","2023-12-13T21:47:00.000","2022-06-04T00:00:00.000"
"Region 5","0.2","2.1","0.8","0.3","213.2","411.2","776.4","10339.3","2023-12-13T21:47:00.000","2022-06-11T00:00:00.000"
"Region 5","0.2","2.3","1","0.4","214.2","419.8","812.2","9448.7","2023-12-13T21:47:00.000","2022-06-18T00:00:00.000"
"Region 5","0.2","2.5","1.1","0.5","208.4","427.4","838.6","8581.7","2023-12-13T21:47:00.000","2022-06-25T00:00:00.000"
"Region 5","0","2.5","1.2","0.5","203.2","422.6","842.4","8328","2023-12-13T21:47:00.000","2022-07-02T00:00:00.000"
"Region 5","0","2.4","1.3","0.6","199.4","411.6","839","8222.3","2023-12-13T21:47:00.000","2022-07-09T00:00:00.000"
"Region 5","-0.1","2.3","1.2","0.6","197.8","402.6","825.2","8387.3","2023-12-13T21:47:00.000","2022-07-16T00:00:00.000"
"Region 5","0.1","2.4","1.2","0.6","199.2","397.2","808.8","8317.3","2023-12-13T21:47:00.000","2022-07-23T00:00:00.000"
"Region 5","0.1","2.4","1.2","0.6","209.2","397","799.6","8286","2023-12-13T21:47:00.000","2022-07-30T00:00:00.000"
"Region 5","0.4","2.8","1.2","0.6","217","408.4","805.6","7845.3","2023-12-13T21:47:00.000","2022-08-06T00:00:00.000"
"Region 5","0.2","3","1.3","0.6","246.6","426.2","823.2","7722.7","2023-12-13T21:47:00.000","2022-08-13T00:00:00.000"
"Region 5","0.4","3.4","1.4","0.6","278.6","463.6","872","7900.7","2023-12-13T21:47:00.000","2022-08-20T00:00:00.000"
"Region 5","0.2","3.6","1.6","0.7","328","525.2","951.4","8673.3","2023-12-13T21:47:00.000","2022-08-27T00:00:00.000"
"Region 5","0.6","4.2","1.7","0.7","387.8","606.6","1070.2","9221","2023-12-13T21:47:00.000","2022-09-03T00:00:00.000"
"Region 5","0.5","4.7","1.8","0.7","515","715.8","1241","9636","2023-12-13T21:47:00.000","2022-09-10T00:00:00.000"
"Region 5","1.2","5.9","2","0.8","678.8","902.8","1509.4","10383.3","2023-12-13T21:47:00.000","2022-09-17T00:00:00.000"
"Region 5","2.1","8","2.6","0.9","956.6","1193.8","1909.6","10671","2023-12-13T21:47:00.000","2022-09-24T00:00:00.000"
"Region 5","3.2","11.2","3.2","1","1366.8","1635.4","2538.2","11253.3","2023-12-13T21:47:00.000","2022-10-01T00:00:00.000"
"Region 5","3.8","15","4.3","1.2","1952.2","2323.4","3517.2","11783.7","2023-12-13T21:47:00.000","2022-10-08T00:00:00.000"
"Region 5","3.9","19","6.2","1.6","2744.2","3319","4954.4","13344.7","2023-12-13T21:47:00.000","2022-10-15T00:00:00.000"
"Region 5","3.6","22.6","7.9","2","3680.6","4696.4","7019.8","15688.7","2023-12-13T21:47:00.000","2022-10-22T00:00:00.000"
"Region 5","2.6","25.1","9.6","2.7","4471","6424.8","9743.8","18565","2023-12-13T21:47:00.000","2022-10-29T00:00:00.000"
"Region 5","0.5","25.7","10.9","3.3","4995.2","8151.6","12848","21315.3","2023-12-13T21:47:00.000","2022-11-05T00:00:00.000"
"Region 5","-2.3","23.3","11","4","5100","9466.2","15891","24113.7","2023-12-13T21:47:00.000","2022-11-12T00:00:00.000"
"Region 5","-4.3","19.1","11","4.7","4987","10095.2","18246.8","26388","2023-12-13T21:47:00.000","2022-11-19T00:00:00.000"
"Region 5","-4.3","14.8","10.1","4.9","4412.6","10087","19553.2","30996.7","2023-12-13T21:47:00.000","2022-11-26T00:00:00.000"
"Region 5","-3.6","11.2","9","4.9","3780.6","9399.6","19494.8","34024.7","2023-12-13T21:47:00.000","2022-12-03T00:00:00.000"
"Region 5","-2.3","8.8","6.7","4.4","3054.8","8193.2","18280.2","36797","2023-12-13T21:47:00.000","2022-12-10T00:00:00.000"
"Region 5","-2.1","6.7","5.2","3.9","2487.6","6835.4","16235","34179","2023-12-13T21:47:00.000","2022-12-17T00:00:00.000"
"Region 5","-1.2","5.5","4.2","3.2","1826.6","5542.4","13735.6","30701.3","2023-12-13T21:47:00.000","2022-12-24T00:00:00.000"
"Region 5","-0.9","4.6","3.7","2.7","1408","4314.2","11149.6","25970.7","2023-12-13T21:47:00.000","2022-12-31T00:00:00.000"
"Region 5","-0.3","4.3","3.3","2.4","1003","3234.6","8777","22948.3","2023-12-13T21:47:00.000","2023-01-07T00:00:00.000"
"Region 5","-0.6","3.8","2.9","2.2","780.4","2411","6725.2","20645.3","2023-12-13T21:47:00.000","2023-01-14T00:00:00.000"
