"level","perc_diff","pcr_percent_positive","percent_pos_2_week","percent_pos_4_week","pcr_detections","detections_2_week","detections_4_week","pcr_tests","posted","mmwrweek_end"
"Region 4","0.1","0.5","0.2","0.1","20.2","37.4","82.6","3542","2024-02-07T20:35:52.000","2023-06-17T00:00:00.000"
"Region 4","0.2","0.6","0.3","0.2","18.2","39.2","80.6","3246.3","2024-02-07T20:35:52.000","2023-06-24T00:00:00.000"
"Region 4","0.1","0.7","0.3","0.1","19.2","38.4","75.8","2983","2024-02-07T20:35:52.000","2023-07-01T00:00:00.000"
"Region 4","0","0.7","0.3","0.1","21.6","37.4","76.6","2845","2024-02-07T20:35:52.000","2023-07-08T00:00:00.000"
"Region 4","-0.1","0.7","0.3","0.2","25","40.8","79.2","2891.3","2024-02-07T20:35:52.000","2023-07-15T00:00:00.000"
"Region 4","0.2","0.9","0.4","0.2","32.8","46.6","84","3169","2024-02-07T20:35:52.000","2023-07-22T00:00:00.000"
"Region 4","0.3","1.2","0.4","0.2","37.4","57.8","98.6","3517.7","2024-02-07T20:35:52.000","2023-07-29T00:00:00.000"
"Region 4","0.1","1.3","0.5","0.2","42.6","70.2","116.8","3733.3","2024-02-07T20:35:52.000","2023-08-05T00:00:00.000"
"Region 4","0","1.3","0.5","0.2","65.8","80","137.8","3904.7","2024-02-07T20:35:52.000","2023-08-12T00:00:00.000"
"Region 4","0.2","1.5","0.6","0.2","73.4","108.4","178.6","4525","2024-02-07T20:35:52.000","2023-08-19T00:00:00.000"
"Region 4","0.1","1.7","0.8","0.2","81.6","139.2","219.2","5102","2024-02-07T20:35:52.000","2023-08-26T00:00:00.000"
"Region 4","0.2","1.9","0.7","0.2","100.4","155","263.4","5613.3","2024-02-07T20:35:52.000","2023-09-02T00:00:00.000"
"Region 4","0","1.9","0.7","0.3","170","182","321.2","5633.7","2024-02-07T20:35:52.000","2023-09-09T00:00:00.000"
"Region 4","1.4","3.3","0.9","0.3","243.2","270.4","425.4","6114","2024-02-07T20:35:52.000","2023-09-16T00:00:00.000"
"Region 4","2","5.3","1.5","0.4","347.6","413.2","595.2","6330","2024-02-07T20:35:52.000","2023-09-23T00:00:00.000"
"Region 4","2.4","7.8","1.9","0.4","462","590.8","861.2","6481","2024-02-07T20:35:52.000","2023-09-30T00:00:00.000"
"Region 4","1.6","9.4","2.6","0.7","592","809.6","1222.8","6337","2024-02-07T20:35:52.000","2023-10-07T00:00:00.000"
"Region 4","1.4","10.8","3.7","1","692.6","1054","1644.8","6360.7","2024-02-07T20:35:52.000","2023-10-14T00:00:00.000"
"Region 4","1.1","11.9","4.7","1.3","806.8","1284.6","2094.2","6566.3","2024-02-07T20:35:52.000","2023-10-21T00:00:00.000"
"Region 4","1.4","13.3","5.4","1.8","924.6","1499.4","2553.4","6855","2024-02-07T20:35:52.000","2023-10-28T00:00:00.000"
"Region 4","0.8","14.1","6.1","2.3","1006.4","1731.4","3016","7435","2024-02-07T20:35:52.000","2023-11-04T00:00:00.000"
"Region 4","0.6","14.8","6.5","2.6","1078.2","1931","3430.4","7571","2024-02-07T20:35:52.000","2023-11-11T00:00:00.000"
"Region 4","0","14.8","6.5","2.8","1126.2","2084.6","3816","7727.7","2024-02-07T20:35:52.000","2023-11-18T00:00:00.000"
"Region 4","-0.7","14.1","7","3.1","1126.6","2204.4","4135.4","8021.3","2024-02-07T20:35:52.000","2023-11-25T00:00:00.000"
"Region 4","-1.3","12.8","7.5","3.3","1098","2252.8","4337.4","8864.7","2024-02-07T20:35:52.000","2023-12-02T00:00:00.000"
"Region 4","-1.9","10.9","6.7","3.3","1038.8","2224.6","4429","10084","2024-02-07T20:35:52.000","2023-12-09T00:00:00.000"
"Region 4","-1.8","9.1","5.8","3.3","988","2136.8","4389.6","10793.7","2024-02-07T20:35:52.000","2023-12-16T00:00:00.000"
"Region 4","-1.4","7.7","4.9","3","877.2","2026.8","4251.4","11878.3","2024-02-07T20:35:52.000","2023-12-23T00:00:00.000"
"Region 4","-1.3","6.4","4.4","2.7","720.4","1865.2","4002","11737","2024-02-07T20:35:52.000","2023-12-30T00:00:00.000"
"Region 4","-1.1","5.3","3.6","2.3","551","1597.6","3624.4","10491","2024-02-07T20:35:52.000","2024-01-06T00:00:00.000"
"Region 4","-1.1","4.2","3","2.1","426","1271.4","3136.6","8056","2024-02-07T20:35:52.000","2024-01-13T00:00:00.000"
"Region 4","-0.9","3.3","3","2.1","271.6","977","2574.6","6618.3","2024-02-07T20:35:52.000","2024-01-20T00:00:00.000"
"Region 4","-0.6","2.7","3.2","1.9","193.5","697.6","1969","5840.3","2024-02-07T20:35:52.000","2024-01-27T00:00:00.000"
"Region 4","-0.4","2.4","2.2","1.8","160.7","465.1","1442.1","5859.5","2024-02-07T20:35:52.000","2024-02-03T00:00:00.000"
"Region 5","-0.5","0.9","1.5","0.9","82.8","478.4","1261.6","5413.3","2024-02-07T20:35:52.000","2020-04-11T00:00:00.000"
"Region 5","-0.3","0.7","1.5","0.8","37","272.8","910.7","3636.3","2024-02-07T20:35:52.000","2020-04-18T00:00:00.000"
"Region 5","-0.2","0.5","1","1.1","18.8","119.8","598.2","2822.3","2024-02-07T20:35:52.000","2020-04-25T00:00:00.000"
"Region 5","-0.1","0.4","0.6","1","11.6","55.8","328.6","2407","2024-02-07T20:35:52.000","2020-05-02T00:00:00.000"
"Region 5","0","0.4","0.4","0.6","8","30.4","150.2","2100.7","2024-02-07T20:35:52.000","2020-05-09T00:00:00.000"
"Region 5","0","0.3","0.3","0.4","6.6","19.6","75.4","1871.3","2024-02-07T20:35:52.000","2020-05-16T00:00:00.000"
"Region 5","0","0.4","0.2","0.2","5","14.6","45","1684","2024-02-07T20:35:52.000","2020-05-23T00:00:00.000"
"Region 5","-0.1","0.2","0.2","0.1","4.6","11.6","31.2","1578.3","2024-02-07T20:35:52.000","2020-05-30T00:00:00.000"
"Region 5","0","0.2","0.2","0.1","3.8","9.6","24.2","1578.7","2024-02-07T20:35:52.000","2020-06-06T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","3.6","8.4","20","1668.7","2024-02-07T20:35:52.000","2020-06-13T00:00:00.000"
"Region 5","0.1","0.2","0.1","0.1","3.2","7.4","17","1743.3","2024-02-07T20:35:52.000","2020-06-20T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4","6.8","15.2","1807.3","2024-02-07T20:35:52.000","2020-06-27T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4.2","7.2","14.6","1996.7","2024-02-07T20:35:52.000","2020-07-04T00:00:00.000"
"Region 5","0","0.2","0.1","0.1","4.6","8.2","15","2291.3","2024-02-07T20:35:52.000","2020-07-11T00:00:00.000"
"Region 5","0","0.2","0.1","0","5","8.8","16","2653","2024-02-07T20:35:52.000","2020-07-18T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.6","9.6","17.8","2792","2024-02-07T20:35:52.000","2020-07-25T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.4","9.6","18.4","2304","2024-02-07T20:35:52.000","2020-08-01T00:00:00.000"
"Region 5","0","0.2","0.1","0","3.6","9","18.6","2046","2024-02-07T20:35:52.000","2020-08-08T00:00:00.000"
"Region 5","-0.1","0.1","0.1","0.1","2.8","8","17.6","1805","2024-02-07T20:35:52.000","2020-08-15T00:00:00.000"
"Region 5","0","0.1","0.1","0.1","1.8","6.4","15.4","2054","2024-02-07T20:35:52.000","2020-08-22T00:00:00.000"
"Region 5","0","0.1","0.1","0.1","2","4.6","12.6","2032.3","2024-02-07T20:35:52.000","2020-08-29T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","3.8","10.2","2083.7","2024-02-07T20:35:52.000","2020-09-05T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","3.4","8","2104.7","2024-02-07T20:35:52.000","2020-09-12T00:00:00.000"
"Region 5","0","0.1","0","0","1.4","2.8","6.6","2264.3","2024-02-07T20:35:52.000","2020-09-19T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","2.8","6.2","2400.7","2024-02-07T20:35:52.000","2020-09-26T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","3.8","6.6","2759.7","2024-02-07T20:35:52.000","2020-10-03T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5","7.8","2958.3","2024-02-07T20:35:52.000","2020-10-10T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","5.8","9.6","3216.3","2024-02-07T20:35:52.000","2020-10-17T00:00:00.000"
"Region 5","0","0.1","0.1","0","5.2","7.8","12.8","3322.7","2024-02-07T20:35:52.000","2020-10-24T00:00:00.000"
"Region 5","0","0.2","0.1","0","4.4","9.8","15.6","3674.7","2024-02-07T20:35:52.000","2020-10-31T00:00:00.000"
"Region 5","0","0.1","0.1","0","4","9.6","17.4","3903.3","2024-02-07T20:35:52.000","2020-11-07T00:00:00.000"
"Region 5","-0.1","0.1","0.1","0","3.4","8.4","18.2","4261.7","2024-02-07T20:35:52.000","2020-11-14T00:00:00.000"
"Region 5","0","0","0","0","2.4","7.4","17","4371","2024-02-07T20:35:52.000","2020-11-21T00:00:00.000"
"Region 5","0","0","0","0","2.4","5.8","14.2","4616","2024-02-07T20:35:52.000","2020-11-28T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","4.8","12.2","4709","2024-02-07T20:35:52.000","2020-12-05T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","4.8","10.6","4631","2024-02-07T20:35:52.000","2020-12-12T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5","9.8","4451","2024-02-07T20:35:52.000","2020-12-19T00:00:00.000"
"Region 5","0","0.1","0","0","3.2","5.8","10.6","4335.3","2024-02-07T20:35:52.000","2020-12-26T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","6.4","11.4","4468","2024-02-07T20:35:52.000","2021-01-02T00:00:00.000"
"Region 5","0","0.1","0","0","2.4","5.6","11.4","4542","2024-02-07T20:35:52.000","2021-01-09T00:00:00.000"
"Region 5","0","0","0","0","2.8","4.8","11.2","4580.3","2024-02-07T20:35:52.000","2021-01-16T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.2","10.8","4467.7","2024-02-07T20:35:52.000","2021-01-23T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.4","10.2","4423.7","2024-02-07T20:35:52.000","2021-01-30T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.2","10.4","4378.7","2024-02-07T20:35:52.000","2021-02-06T00:00:00.000"
"Region 5","0","0.1","0","0","3","5.2","10.6","4189.7","2024-02-07T20:35:52.000","2021-02-13T00:00:00.000"
"Region 5","0","0.1","0","0","2.6","5.6","10.8","4139.7","2024-02-07T20:35:52.000","2021-02-20T00:00:00.000"
"Region 5","0","0.1","0","0","3.4","5.6","10.8","4097.3","2024-02-07T20:35:52.000","2021-02-27T00:00:00.000"
"Region 5","0","0.1","0","0","3.4","6","11.6","4584.3","2024-02-07T20:35:52.000","2021-03-06T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","6.8","12.4","4724.3","2024-02-07T20:35:52.000","2021-03-13T00:00:00.000"
"Region 5","0","0.1","0","0","4.6","8","14","4870","2024-02-07T20:35:52.000","2021-03-20T00:00:00.000"
"Region 5","0","0.1","0","0","6.2","9.2","16","4742.7","2024-02-07T20:35:52.000","2021-03-27T00:00:00.000"
"Region 5","0","0.1","0","0","6.8","10.8","18.8","4950.3","2024-02-07T20:35:52.000","2021-04-03T00:00:00.000"
"Region 5","0","0.2","0.1","0","8.4","13","22.2","4929","2024-02-07T20:35:52.000","2021-04-10T00:00:00.000"
"Region 5","0.1","0.2","0.1","0","9.4","15.2","26","4875.3","2024-02-07T20:35:52.000","2021-04-17T00:00:00.000"
"Region 5","0","0.2","0.1","0","13.8","17.8","30.8","4607.3","2024-02-07T20:35:52.000","2021-04-24T00:00:00.000"
"Region 5","0.1","0.4","0.1","0","16.8","23.2","38.4","4360.3","2024-02-07T20:35:52.000","2021-05-01T00:00:00.000"
"Region 5","0.2","0.6","0.2","0","21.8","30.6","48.4","3938.7","2024-02-07T20:35:52.000","2021-05-08T00:00:00.000"
"Region 5","0.3","0.8","0.2","0.1","26.4","38.6","61.8","3533.3","2024-02-07T20:35:52.000","2021-05-15T00:00:00.000"
"Region 5","0.2","1","0.3","0.1","39.4","48.2","78.8","3166.7","2024-02-07T20:35:52.000","2021-05-22T00:00:00.000"
"Region 5","0.6","1.6","0.4","0.1","46","65.8","104.4","2985.7","2024-02-07T20:35:52.000","2021-05-29T00:00:00.000"
"Region 5","0.3","2","0.6","0.2","59.8","85.4","133.6","2870.3","2024-02-07T20:35:52.000","2021-06-05T00:00:00.000"
"Region 5","0.7","2.6","0.8","0.2","81.4","105.8","171.6","2906.3","2024-02-07T20:35:52.000","2021-06-12T00:00:00.000"
"Region 5","0.7","3.3","1","0.3","107","141.2","226.6","2935.7","2024-02-07T20:35:52.000","2021-06-19T00:00:00.000"
"Region 5","1.1","4.4","1.4","0.4","146.8","188.4","294.2","3024.7","2024-02-07T20:35:52.000","2021-06-26T00:00:00.000"
"Region 5","1.7","6.1","1.8","0.5","199.2","253.8","395","3147.3","2024-02-07T20:35:52.000","2021-07-03T00:00:00.000"
"Region 5","1.5","7.6","2.4","0.7","271.4","346","534.4","3296","2024-02-07T20:35:52.000","2021-07-10T00:00:00.000"
"Region 5","2.4","10","3.1","0.9","366.6","470.6","724.4","3478.3","2024-02-07T20:35:52.000","2021-07-17T00:00:00.000"
"Region 5","2.3","12.3","4","1.1","481.6","638","984","3732.3","2024-02-07T20:35:52.000","2021-07-24T00:00:00.000"
"Region 5","2.3","14.6","5.2","1.5","584","848.2","1318.8","4109","2024-02-07T20:35:52.000","2021-07-31T00:00:00.000"
"Region 5","0.8","15.3","6.2","1.9","763.4","1065.6","1703.6","4661","2024-02-07T20:35:52.000","2021-08-07T00:00:00.000"
"Region 5","2.5","17.8","6.7","2.3","931.2","1347.4","2195.6","5095","2024-02-07T20:35:52.000","2021-08-14T00:00:00.000"
"Region 5","1.7","19.5","7.8","2.7","1093.6","1694.6","2760.2","5596.7","2024-02-07T20:35:52.000","2021-08-21T00:00:00.000"
"Region 5","2.4","21.9","8.7","3","1261","2024.8","3372.2","5995.7","2024-02-07T20:35:52.000","2021-08-28T00:00:00.000"
"Region 5","0","22","9.5","3.6","1458.4","2354.6","4049.2","6514.7","2024-02-07T20:35:52.000","2021-09-04T00:00:00.000"
"Region 5","-0.1","21.9","10","4","1550.8","2719.4","4744.2","7306.7","2024-02-07T20:35:52.000","2021-09-11T00:00:00.000"
"Region 5","-0.7","21.2","10.8","4.4","1649.4","3009.2","5363.8","7942.3","2024-02-07T20:35:52.000","2021-09-18T00:00:00.000"
"Region 5","-0.6","20.6","10","4.5","1730.4","3200.2","5919.6","8496.7","2024-02-07T20:35:52.000","2021-09-25T00:00:00.000"
"Region 5","-0.2","20.4","9.8","4.8","1725.4","3379.8","6389","8669.3","2024-02-07T20:35:52.000","2021-10-02T00:00:00.000"
"Region 5","-0.3","20.1","10.1","4.8","1672.8","3455.8","6656","8579","2024-02-07T20:35:52.000","2021-10-09T00:00:00.000"
"Region 5","-0.8","19.3","9.8","4.8","1624.2","3398.2","6778","8463.7","2024-02-07T20:35:52.000","2021-10-16T00:00:00.000"
"Region 5","-1.1","18.1","9.8","5.1","1548.6","3297","6752.8","8272.3","2024-02-07T20:35:52.000","2021-10-23T00:00:00.000"
"Region 5","-1.8","16.4","9.9","5.1","1430.2","3172.8","6571","8975.3","2024-02-07T20:35:52.000","2021-10-30T00:00:00.000"
"Region 5","-2.4","14","9.3","5","1390.4","2978.8","6275.8","9959.3","2024-02-07T20:35:52.000","2021-11-06T00:00:00.000"
"Region 5","-3.2","10.8","7.7","4.6","1282.8","2820.6","5993.4","13050.3","2024-02-07T20:35:52.000","2021-11-13T00:00:00.000"
"Region 5","-2.8","8","6.5","4.1","1172.4","2673.2","5652","15708.7","2024-02-07T20:35:52.000","2021-11-20T00:00:00.000"
"Region 5","-1.6","6.4","4.4","3","1075","2455.2","5275.8","16666.7","2024-02-07T20:35:52.000","2021-11-27T00:00:00.000"
"Region 5","-1.3","5.2","3.3","2.4","956","2247.4","4920.6","18768","2024-02-07T20:35:52.000","2021-12-04T00:00:00.000"
"Region 5","-1","4.2","3.3","2.1","834.4","2031","4486.2","21780","2024-02-07T20:35:52.000","2021-12-11T00:00:00.000"
"Region 5","-1.3","2.8","2.5","1.6","772.8","1790.4","4037.8","27956.7","2024-02-07T20:35:52.000","2021-12-18T00:00:00.000"
"Region 5","-0.6","2.2","1.6","1.3","705.8","1607.2","3638.2","30739.3","2024-02-07T20:35:52.000","2021-12-25T00:00:00.000"
"Region 5","-0.2","2.1","1.3","1","595","1478.6","3269","31251","2024-02-07T20:35:52.000","2022-01-01T00:00:00.000"
"Region 5","-0.2","1.9","1.1","0.7","518","1300.8","2908","27807.7","2024-02-07T20:35:52.000","2022-01-08T00:00:00.000"
"Region 5","-0.2","1.7","1","0.6","404","1113","2591.6","22504.7","2024-02-07T20:35:52.000","2022-01-15T00:00:00.000"
"Region 5","-0.2","1.5","1","0.6","295.6","922","2222.8","17255.3","2024-02-07T20:35:52.000","2022-01-22T00:00:00.000"
"Region 5","-0.2","1.4","1","0.6","217","699.6","1812.6","13459.7","2024-02-07T20:35:52.000","2022-01-29T00:00:00.000"
"Region 5","0","1.3","1","0.6","167.2","512.6","1434.6","11571","2024-02-07T20:35:52.000","2022-02-05T00:00:00.000"
"Region 5","0","1.3","0.9","0.6","136.4","384.2","1083.8","10511","2024-02-07T20:35:52.000","2022-02-12T00:00:00.000"
"Region 5","0","1.3","0.8","0.6","122.4","303.6","816.2","10062.7","2024-02-07T20:35:52.000","2022-02-19T00:00:00.000"
"Region 5","-0.1","1.2","0.7","0.5","121.2","258.8","643","9349.3","2024-02-07T20:35:52.000","2022-02-26T00:00:00.000"
"Region 5","0","1.2","0.6","0.4","114.2","243.6","547.2","9210","2024-02-07T20:35:52.000","2022-03-05T00:00:00.000"
"Region 5","0","1.2","0.7","0.4","112.4","235.4","494.2","9308.3","2024-02-07T20:35:52.000","2022-03-12T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","114.4","226.6","470.2","9882.3","2024-02-07T20:35:52.000","2022-03-19T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","115.6","226.8","462.2","10053.7","2024-02-07T20:35:52.000","2022-03-26T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","121.6","230","456.6","10599","2024-02-07T20:35:52.000","2022-04-02T00:00:00.000"
"Region 5","0.1","1.2","0.6","0.3","121.6","237.2","464","10847.3","2024-02-07T20:35:52.000","2022-04-09T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","133.4","243.2","473.2","11543.3","2024-02-07T20:35:52.000","2022-04-16T00:00:00.000"
"Region 5","0.1","1.2","0.5","0.3","137","255","492.2","12254.7","2024-02-07T20:35:52.000","2022-04-23T00:00:00.000"
"Region 5","-0.1","1.1","0.6","0.3","154.6","270.4","513.6","13220.3","2024-02-07T20:35:52.000","2022-04-30T00:00:00.000"
"Region 5","0.1","1.2","0.5","0.3","161.2","291.6","546.6","14140.3","2024-02-07T20:35:52.000","2022-05-07T00:00:00.000"
"Region 5","0","1.2","0.6","0.3","177.4","315.8","586.2","14348","2024-02-07T20:35:52.000","2022-05-14T00:00:00.000"
"Region 5","0.2","1.4","0.6","0.3","187.8","338.6","630.2","14049.7","2024-02-07T20:35:52.000","2022-05-21T00:00:00.000"
"Region 5","0.2","1.6","0.6","0.3","204.6","365.2","681","12831.7","2024-02-07T20:35:52.000","2022-05-28T00:00:00.000"
"Region 5","0.3","1.9","0.7","0.3","206.6","392.4","731","11575.3","2024-02-07T20:35:52.000","2022-06-04T00:00:00.000"
"Region 5","0.2","2.1","0.8","0.3","213.2","411.2","776.4","10339.3","2024-02-07T20:35:52.000","2022-06-11T00:00:00.000"
"Region 5","0.2","2.3","1","0.4","214.2","419.8","812.2","9448.7","2024-02-07T20:35:52.000","2022-06-18T00:00:00.000"
"Region 5","0.2","2.5","1.1","0.5","208.4","427.4","838.6","8581.7","2024-02-07T20:35:52.000","2022-06-25T00:00:00.000"
"Region 5","0","2.5","1.2","0.5","203.2","422.6","842.4","8328","2024-02-07T20:35:52.000","2022-07-02T00:00:00.000"
"Region 5","0","2.4","1.3","0.6","199.4","411.6","839","8222.3","2024-02-07T20:35:52.000","2022-07-09T00:00:00.000"
"Region 5","-0.1","2.3","1.2","0.6","197.8","402.6","825.2","8387.3","2024-02-07T20:35:52.000","2022-07-16T00:00:00.000"
"Region 5","0.1","2.4","1.2","0.6","199.2","397.2","808.8","8317.3","2024-02-07T20:35:52.000","2022-07-23T00:00:00.000"
"Region 5","0.1","2.4","1.2","0.6","209.2","397","799.6","8286","2024-02-07T20:35:52.000","2022-07-30T00:00:00.000"
"Region 5","0.4","2.8","1.2","0.6","217","408.4","805.6","7845.3","2024-02-07T20:35:52.000","2022-08-06T00:00:00.000"
"Region 5","0.2","3","1.3","0.6","246.6","426.2","823.2","7722.7","2024-02-07T20:35:52.000","2022-08-13T00:00:00.000"
"Region 5","0.4","3.4","1.4","0.6","278.6","463.6","872","7900.7","2024-02-07T20:35:52.000","2022-08-20T00:00:00.000"
"Region 5","0.2","3.6","1.6","0.7","328","525.2","951.4","8673.3","2024-02-07T20:35:52.000","2022-08-27T00:00:00.000"
"Region 5","0.6","4.2","1.7","0.7","387.8","606.6","1070.2","9221","2024-02-07T20:35:52.000","2022-09-03T00:00:00.000"
"Region 5","0.5","4.7","1.8","0.7","515","715.8","1241","9636","2024-02-07T20:35:52.000","2022-09-10T00:00:00.000"
"Region 5","1.2","5.9","2","0.8","678.8","902.8","1509.4","10383.3","2024-02-07T20:35:52.000","2022-09-17T00:00:00.000"
"Region 5","2.1","8","2.6","0.9","956.6","1193.8","1909.6","10671","2024-02-07T20:35:52.000","2022-09-24T00:00:00.000"
"Region 5","3.2","11.2","3.2","1","1366.8","1635.4","2538.2","11253.3","2024-02-07T20:35:52.000","2022-10-01T00:00:00.000"
"Region 5","3.8","15","4.3","1.2","1952.2","2323.4","3517.2","11783.7","2024-02-07T20:35:52.000","2022-10-08T00:00:00.000"
"Region 5","3.9","19","6.2","1.6","2744.2","3319","4954.4","13344.7","2024-02-07T20:35:52.000","2022-10-15T00:00:00.000"
"Region 5","3.6","22.6","7.9","2","3680.6","4696.4","7019.8","15688.7","2024-02-07T20:35:52.000","2022-10-22T00:00:00.000"
"Region 5","2.6","25.1","9.6","2.7","4471","6424.8","9743.8","18565","2024-02-07T20:35:52.000","2022-10-29T00:00:00.000"
"Region 5","0.5","25.7","10.9","3.3","4995.2","8151.6","12848","21315.3","2024-02-07T20:35:52.000","2022-11-05T00:00:00.000"
"Region 5","-2.3","23.3","11","4","5100","9466.2","15891","24113.7","2024-02-07T20:35:52.000","2022-11-12T00:00:00.000"
"Region 5","-4.3","19.1","11","4.7","4987","10095.2","18246.8","26388","2024-02-07T20:35:52.000","2022-11-19T00:00:00.000"
"Region 6","0.7","2","0.5","0.1","74.6","87.6","120.4","3534","2024-02-07T20:35:52.000","2021-05-08T00:00:00.000"
"Region 5","-4.3","14.8","10.1","4.9","4412.6","10087","19553.2","30996.7","2024-02-07T20:35:52.000","2022-11-26T00:00:00.000"
"Region 5","-3.6","11.2","9","4.9","3780.6","9399.6","19494.8","34024.7","2024-02-07T20:35:52.000","2022-12-03T00:00:00.000"
"Region 5","-2.3","8.8","6.7","4.4","3054.8","8193.2","18280.2","36797","2024-02-07T20:35:52.000","2022-12-10T00:00:00.000"
