"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74","15","15",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84","31","31",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84","19","19",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-02-01T00:00:00.000","2022-02-28T00:00:00.000","By Month","2022","2","Wyoming","Respiratory diseases","Respiratory arrest","R09.2","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+","49","49",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+","22","22",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+","12","12",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages","100","100",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages","45","45",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages","23","23",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","0-24","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","0-24","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","0-24","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","25-34","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","35-44","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","45-54","11","11",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","55-64","10","10",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","55-64","20","21",
"2023-09-24T00:00:00.000","2022-03-01T00:00:00.000","2022-03-31T00:00:00.000","By Month","2022","3","Wyoming","Respiratory diseases","Respiratory arrest","R09.2","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","65-74","13","13",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","65-74","25","25",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","65-74","20","21",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","75-84","10","10",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","75-84","10","10",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","75-84","10","10",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","75-84",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","85+","12","12",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","Not stated","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Renal failure","Renal failure","N17-N19","All Ages","50","50",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Renal failure","Renal failure","N17-N19","All Ages","68","68",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Renal failure","Renal failure","N17-N19","All Ages","63","66",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Renal failure","Renal failure","N17-N19","All Ages","14","15",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64","15","23",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",,"14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-04-01T00:00:00.000","2022-04-30T00:00:00.000","By Month","2022","4","Connecticut","Respiratory diseases","Influenza and pneumonia","J09-J18","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",,"14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",,"17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"District of Columbia","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
