"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","34","36",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","35-44","19","19",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","35-44","25","25",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","35-44","14","14",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","45-54","42","42",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","45-54","74","74",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","45-54","35","35",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","55-64","98","100",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","55-64","120","120",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","55-64","50","50",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","65-74","147","148",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","65-74","189","190",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","65-74","69","70",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","75-84","131","131",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","75-84","114","114",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","75-84","63","64",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","75-84","22","22",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","85+","61","61",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","85+","50","51",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","85+","53","53",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","85+","11","11",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","Not stated",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Diabetes","Diabetes","E10-E14","All Ages","510","513",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Diabetes","Diabetes","E10-E14","All Ages","583","585",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Diabetes","Diabetes","E10-E14","All Ages","287","289",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Diabetes","Diabetes","E10-E14","All Ages","50","50",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","0-24",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","25-34","10","10",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","25-34","28","28",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","25-34",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","25-34","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","35-44","23","23",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","35-44","69","69",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","35-44","22","22",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","35-44",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","45-54","35","35",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","45-54","74","74",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","45-54","27","27",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","45-54",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","55-64","57","57",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","55-64","98","98",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","55-64","29","29",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","55-64",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","65-74","40","40",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","65-74","70","70",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","65-74","21","21",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","65-74",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","75-84","12","12",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","75-84","16","16",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","75-84","16","16",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","75-84",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","85+",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","85+","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","Not stated",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","Not stated","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","Not stated","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Obesity","Obesity","E65-E68","All Ages","185","185",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Obesity","Obesity","E65-E68","All Ages","366","366",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Obesity","Obesity","E65-E68","All Ages","125","125",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Obesity","Obesity","E65-E68","All Ages","14","14",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2020-12-31T00:00:00.000","By Year","2020",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","25-34","0","0",
"2023-09-24T00:00:00.000","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000","By Year","2021",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","25-34","0","0",
"2023-09-24T00:00:00.000","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","By Year","2022",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","25-34","0","0",
"2023-09-24T00:00:00.000","2023-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Year","2023",,"New Mexico","Alzheimer disease","Alzheimer disease","G30","25-34","0","0",
