stateabbr,measureid,data_value_type,data_value,population
NY,CHOLSCREEN,AgeAdjPrv,88.0,19571216
NY,CHOLSCREEN,CrdPrv,89.2,19571216
NY,COGNITION,AgeAdjPrv,12.6,19571216
NY,COGNITION,CrdPrv,12.2,19571216
NY,COLON_SCREEN,AgeAdjPrv,61.4,19571216
NY,COLON_SCREEN,CrdPrv,66.7,19571216
NY,COPD,AgeAdjPrv,5.2,19571216
NY,COPD,CrdPrv,6.0,19571216
NY,CSMOKING,AgeAdjPrv,11.6,19571216
NY,CSMOKING,CrdPrv,11.3,19571216
NY,DENTAL,AgeAdjPrv,63.0,19571216
NY,DENTAL,CrdPrv,63.4,19571216
NY,DEPRESSION,AgeAdjPrv,18.0,19571216
NY,DEPRESSION,CrdPrv,17.4,19571216
NY,DIABETES,AgeAdjPrv,10.0,19571216
NY,DIABETES,CrdPrv,11.5,19571216
NY,DISABILITY,AgeAdjPrv,25.8,19571216
NY,DISABILITY,CrdPrv,27.3,19571216
NY,EMOTIONSPT,AgeAdjPrv,27.0,19571216
NY,EMOTIONSPT,CrdPrv,26.4,19571216
NY,FOODINSECU,AgeAdjPrv,17.9,19571216
NY,FOODINSECU,CrdPrv,17.3,19571216
NY,FOODSTAMP,AgeAdjPrv,14.7,19571216
NY,FOODSTAMP,CrdPrv,14.2,19571216
NY,GHLTH,AgeAdjPrv,17.4,19571216
NY,GHLTH,CrdPrv,18.2,19571216
NY,HEARING,AgeAdjPrv,4.8,19571216
NY,HEARING,CrdPrv,5.6,19571216
NY,HIGHCHOL,AgeAdjPrv,33.3,19571216
NY,HIGHCHOL,CrdPrv,37.7,19571216
NY,HOUSINSECU,AgeAdjPrv,15.7,19571216
NY,HOUSINSECU,CrdPrv,14.6,19571216
NY,INDEPLIVE,AgeAdjPrv,7.5,19571216
NY,INDEPLIVE,CrdPrv,7.7,19571216
NY,LACKTRPT,AgeAdjPrv,9.1,19571216
NY,LACKTRPT,CrdPrv,8.6,19571216
NY,LONELINESS,AgeAdjPrv,35.1,19571216
NY,LONELINESS,CrdPrv,34.2,19571216
NY,LPA,AgeAdjPrv,25.1,19571216
NY,LPA,CrdPrv,26.0,19571216
NY,MAMMOUSE,AgeAdjPrv,78.5,19571216
NY,MAMMOUSE,CrdPrv,78.9,19571216
NY,MHLTH,AgeAdjPrv,15.9,19571216
NY,MHLTH,CrdPrv,15.0,19571216
NY,MOBILITY,AgeAdjPrv,11.8,19571216
NY,MOBILITY,CrdPrv,13.5,19571216
NY,OBESITY,AgeAdjPrv,29.0,19571216
NY,OBESITY,CrdPrv,28.9,19571216
NY,PHLTH,AgeAdjPrv,12.1,19571216
NY,PHLTH,CrdPrv,12.9,19571216
NY,SELFCARE,AgeAdjPrv,3.5,19571216
NY,SELFCARE,CrdPrv,3.8,19571216
NY,SHUTUTILITY,AgeAdjPrv,8.9,19571216
NY,SHUTUTILITY,CrdPrv,8.2,19571216
NY,SLEEP,AgeAdjPrv,38.9,19571216
NY,SLEEP,CrdPrv,38.0,19571216
NY,STROKE,AgeAdjPrv,2.9,19571216
NY,STROKE,CrdPrv,3.4,19571216
NY,TEETHLOST,AgeAdjPrv,13.0,19571216
NY,TEETHLOST,CrdPrv,12.8,19571216
NY,VISION,AgeAdjPrv,4.9,19571216
NY,VISION,CrdPrv,5.2,19571216
OH,ACCESS2,AgeAdjPrv,8.3,11785935
OH,ACCESS2,CrdPrv,8.0,11785935
OH,ARTHRITIS,AgeAdjPrv,25.8,11785935
OH,ARTHRITIS,CrdPrv,29.8,11785935
OH,BINGE,AgeAdjPrv,18.2,11785935
OH,BINGE,CrdPrv,16.6,11785935
OH,BPHIGH,AgeAdjPrv,33.4,11785935
OH,BPHIGH,CrdPrv,37.2,11785935
OH,BPMED,AgeAdjPrv,61.2,11785935
OH,BPMED,CrdPrv,79.2,11785935
OH,CANCER,AgeAdjPrv,7.2,11785935
OH,CANCER,CrdPrv,8.7,11785935
OH,CASTHMA,AgeAdjPrv,11.2,11785935
OH,CASTHMA,CrdPrv,11.1,11785935
OH,CHD,AgeAdjPrv,5.8,11785935
OH,CHD,CrdPrv,7.1,11785935
OH,CHECKUP,AgeAdjPrv,78.0,11785935
OH,CHECKUP,CrdPrv,79.9,11785935
OH,CHOLSCREEN,AgeAdjPrv,84.4,11785935
OH,CHOLSCREEN,CrdPrv,86.1,11785935
OH,COGNITION,AgeAdjPrv,14.4,11785935
OH,COGNITION,CrdPrv,13.9,11785935
OH,COLON_SCREEN,AgeAdjPrv,59.6,11785935
OH,COLON_SCREEN,CrdPrv,65.2,11785935
OH,COPD,AgeAdjPrv,6.9,11785935
OH,COPD,CrdPrv,8.0,11785935
OH,CSMOKING,AgeAdjPrv,15.8,11785935
OH,CSMOKING,CrdPrv,15.4,11785935
OH,DENTAL,AgeAdjPrv,62.1,11785935
OH,DENTAL,CrdPrv,62.9,11785935
OH,DEPRESSION,AgeAdjPrv,26.2,11785935
OH,DEPRESSION,CrdPrv,25.4,11785935
OH,DIABETES,AgeAdjPrv,11.3,11785935
OH,DIABETES,CrdPrv,13.2,11785935
OH,DISABILITY,AgeAdjPrv,27.9,11785935
OH,DISABILITY,CrdPrv,29.4,11785935
OH,EMOTIONSPT,AgeAdjPrv,21.9,11785935
OH,EMOTIONSPT,CrdPrv,21.3,11785935
OH,FOODINSECU,AgeAdjPrv,14.7,11785935
OH,FOODINSECU,CrdPrv,14.0,11785935
OH,FOODSTAMP,AgeAdjPrv,12.2,11785935
OH,FOODSTAMP,CrdPrv,11.7,11785935
OH,GHLTH,AgeAdjPrv,18.5,11785935
OH,GHLTH,CrdPrv,19.4,11785935
OH,HEARING,AgeAdjPrv,5.8,11785935
OH,HEARING,CrdPrv,6.8,11785935
OH,HIGHCHOL,AgeAdjPrv,31.7,11785935
OH,HIGHCHOL,CrdPrv,36.7,11785935
OH,HOUSINSECU,AgeAdjPrv,12.3,11785935
OH,HOUSINSECU,CrdPrv,11.3,11785935
OH,INDEPLIVE,AgeAdjPrv,8.0,11785935
OH,INDEPLIVE,CrdPrv,8.1,11785935
OH,LACKTRPT,AgeAdjPrv,8.1,11785935
OH,LACKTRPT,CrdPrv,7.7,11785935
OH,LONELINESS,AgeAdjPrv,36.0,11785935
OH,LONELINESS,CrdPrv,35.0,11785935
OH,LPA,AgeAdjPrv,25.8,11785935
OH,LPA,CrdPrv,26.9,11785935
OH,MAMMOUSE,AgeAdjPrv,75.5,11785935
OH,MAMMOUSE,CrdPrv,76.1,11785935
OH,MHLTH,AgeAdjPrv,18.6,11785935
OH,MHLTH,CrdPrv,17.5,11785935
OH,MOBILITY,AgeAdjPrv,12.0,11785935
OH,MOBILITY,CrdPrv,13.9,11785935
OH,OBESITY,AgeAdjPrv,37.2,11785935
OH,OBESITY,CrdPrv,37.1,11785935
OH,PHLTH,AgeAdjPrv,13.0,11785935
OH,PHLTH,CrdPrv,13.8,11785935
OH,SELFCARE,AgeAdjPrv,3.4,11785935
OH,SELFCARE,CrdPrv,3.8,11785935
OH,SHUTUTILITY,AgeAdjPrv,9.0,11785935
OH,SHUTUTILITY,CrdPrv,8.3,11785935
OH,SLEEP,AgeAdjPrv,38.9,11785935
OH,SLEEP,CrdPrv,37.9,11785935
OH,STROKE,AgeAdjPrv,3.1,11785935
OH,STROKE,CrdPrv,3.6,11785935
OH,TEETHLOST,AgeAdjPrv,15.6,11785935
OH,TEETHLOST,CrdPrv,15.3,11785935
OH,VISION,AgeAdjPrv,4.5,11785935
OH,VISION,CrdPrv,4.8,11785935
OK,ACCESS2,AgeAdjPrv,11.6,4053824
OK,ACCESS2,CrdPrv,11.3,4053824
OK,ARTHRITIS,AgeAdjPrv,25.4,4053824
OK,ARTHRITIS,CrdPrv,27.8,4053824
OK,BINGE,AgeAdjPrv,14.9,4053824
OK,BINGE,CrdPrv,14.0,4053824
OK,BPHIGH,AgeAdjPrv,36.0,4053824
OK,BPHIGH,CrdPrv,38.5,4053824
OK,BPMED,AgeAdjPrv,59.7,4053824
OK,BPMED,CrdPrv,76.3,4053824
OK,CANCER,AgeAdjPrv,6.8,4053824
OK,CANCER,CrdPrv,7.8,4053824
OK,CASTHMA,AgeAdjPrv,11.6,4053824
OK,CASTHMA,CrdPrv,11.5,4053824
OK,CHD,AgeAdjPrv,6.4,4053824
OK,CHD,CrdPrv,7.3,4053824
OK,CHECKUP,AgeAdjPrv,76.8,4053824
OK,CHECKUP,CrdPrv,77.9,4053824
OK,CHOLSCREEN,AgeAdjPrv,83.3,4053824
OK,CHOLSCREEN,CrdPrv,84.3,4053824
OK,COGNITION,AgeAdjPrv,17.7,4053824
OK,COGNITION,CrdPrv,17.3,4053824
OK,COLON_SCREEN,AgeAdjPrv,54.9,4053824
OK,COLON_SCREEN,CrdPrv,59.7,4053824
OK,COPD,AgeAdjPrv,7.2,4053824
OK,COPD,CrdPrv,8.0,4053824
OK,CSMOKING,AgeAdjPrv,16.8,4053824
OK,CSMOKING,CrdPrv,16.3,4053824
OK,DENTAL,AgeAdjPrv,56.6,4053824
OK,DENTAL,CrdPrv,57.1,4053824
OK,DEPRESSION,AgeAdjPrv,26.0,4053824
OK,DEPRESSION,CrdPrv,25.5,4053824
OK,DIABETES,AgeAdjPrv,11.6,4053824
OK,DIABETES,CrdPrv,12.8,4053824
OK,DISABILITY,AgeAdjPrv,37.7,4053824
OK,DISABILITY,CrdPrv,38.9,4053824
OK,EMOTIONSPT,AgeAdjPrv,25.7,4053824
OK,EMOTIONSPT,CrdPrv,25.2,4053824
OK,FOODINSECU,AgeAdjPrv,19.1,4053824
OK,FOODINSECU,CrdPrv,18.5,4053824
OK,FOODSTAMP,AgeAdjPrv,15.7,4053824
OK,FOODSTAMP,CrdPrv,15.2,4053824
OK,GHLTH,AgeAdjPrv,20.6,4053824
OK,GHLTH,CrdPrv,21.2,4053824
OK,HEARING,AgeAdjPrv,8.2,4053824
OK,HEARING,CrdPrv,9.1,4053824
OK,HIGHCHOL,AgeAdjPrv,33.6,4053824
OK,HIGHCHOL,CrdPrv,37.7,4053824
OK,HOUSINSECU,AgeAdjPrv,15.1,4053824
OK,HOUSINSECU,CrdPrv,14.1,4053824
OK,INDEPLIVE,AgeAdjPrv,9.5,4053824
OK,INDEPLIVE,CrdPrv,9.6,4053824
OK,LACKTRPT,AgeAdjPrv,10.0,4053824
OK,LACKTRPT,CrdPrv,9.6,4053824
OK,LONELINESS,AgeAdjPrv,33.6,4053824
OK,LONELINESS,CrdPrv,33.1,4053824
OK,LPA,AgeAdjPrv,30.6,4053824
OK,LPA,CrdPrv,31.2,4053824
OK,MAMMOUSE,AgeAdjPrv,69.6,4053824
OK,MAMMOUSE,CrdPrv,70.4,4053824
OK,MHLTH,AgeAdjPrv,18.6,4053824
OK,MHLTH,CrdPrv,18.0,4053824
OK,MOBILITY,AgeAdjPrv,15.6,4053824
OK,MOBILITY,CrdPrv,17.1,4053824
OK,OBESITY,AgeAdjPrv,39.3,4053824
OK,OBESITY,CrdPrv,38.9,4053824
OK,PHLTH,AgeAdjPrv,13.8,4053824
OK,PHLTH,CrdPrv,14.3,4053824
OK,SELFCARE,AgeAdjPrv,4.0,4053824
OK,SELFCARE,CrdPrv,4.3,4053824
OK,SHUTUTILITY,AgeAdjPrv,11.1,4053824
OK,SHUTUTILITY,CrdPrv,10.3,4053824
OK,SLEEP,AgeAdjPrv,37.6,4053824
OK,SLEEP,CrdPrv,36.8,4053824
OK,STROKE,AgeAdjPrv,3.3,4053824
OK,STROKE,CrdPrv,3.7,4053824
OK,TEETHLOST,AgeAdjPrv,16.8,4053824
OK,TEETHLOST,CrdPrv,16.5,4053824
OK,VISION,AgeAdjPrv,5.8,4053824
OK,VISION,CrdPrv,6.0,4053824
OR,ACCESS2,AgeAdjPrv,8.8,4233358
OR,ACCESS2,CrdPrv,8.5,4233358
OR,ARTHRITIS,AgeAdjPrv,23.7,4233358
OR,ARTHRITIS,CrdPrv,27.4,4233358
OR,BINGE,AgeAdjPrv,16.8,4233358
OR,BINGE,CrdPrv,15.4,4233358
OR,BPHIGH,AgeAdjPrv,29.1,4233358
OR,BPHIGH,CrdPrv,32.7,4233358
OR,BPMED,AgeAdjPrv,50.7,4233358
OR,BPMED,CrdPrv,71.4,4233358
OR,CANCER,AgeAdjPrv,7.3,4233358
OR,CANCER,CrdPrv,8.9,4233358
OR,CASTHMA,AgeAdjPrv,11.9,4233358
OR,CASTHMA,CrdPrv,11.9,4233358
OR,CHD,AgeAdjPrv,5.3,4233358
OR,CHD,CrdPrv,6.5,4233358
OR,CHECKUP,AgeAdjPrv,70.4,4233358
OR,CHECKUP,CrdPrv,72.6,4233358
OR,CHOLSCREEN,AgeAdjPrv,82.0,4233358
OR,CHOLSCREEN,CrdPrv,83.9,4233358
OR,COGNITION,AgeAdjPrv,15.2,4233358
OR,COGNITION,CrdPrv,14.6,4233358
OR,COLON_SCREEN,AgeAdjPrv,58.0,4233358
OR,COLON_SCREEN,CrdPrv,63.4,4233358
OR,COPD,AgeAdjPrv,5.8,4233358
OR,COPD,CrdPrv,6.8,4233358
OR,CSMOKING,AgeAdjPrv,12.3,4233358
OR,CSMOKING,CrdPrv,12.0,4233358
OR,DENTAL,AgeAdjPrv,64.0,4233358
OR,DENTAL,CrdPrv,64.6,4233358
OR,DEPRESSION,AgeAdjPrv,27.9,4233358
OR,DEPRESSION,CrdPrv,27.1,4233358
OR,DIABETES,AgeAdjPrv,9.6,4233358
OR,DIABETES,CrdPrv,11.2,4233358
OR,DISABILITY,AgeAdjPrv,28.6,4233358
OR,DISABILITY,CrdPrv,30.0,4233358
OR,GHLTH,AgeAdjPrv,18.2,4233358
OR,GHLTH,CrdPrv,19.1,4233358
OR,HEARING,AgeAdjPrv,6.1,4233358
OR,HEARING,CrdPrv,7.1,4233358
OR,HIGHCHOL,AgeAdjPrv,29.7,4233358
OR,HIGHCHOL,CrdPrv,34.4,4233358
OR,INDEPLIVE,AgeAdjPrv,7.8,4233358
OR,INDEPLIVE,CrdPrv,7.9,4233358
OR,LPA,AgeAdjPrv,19.3,4233358
OR,LPA,CrdPrv,20.1,4233358
OR,MAMMOUSE,AgeAdjPrv,76.9,4233358
OR,MAMMOUSE,CrdPrv,77.6,4233358
OR,MHLTH,AgeAdjPrv,18.6,4233358
OR,MHLTH,CrdPrv,17.5,4233358
OR,MOBILITY,AgeAdjPrv,11.3,4233358
OR,MOBILITY,CrdPrv,13.0,4233358
OR,OBESITY,AgeAdjPrv,33.7,4233358
OR,OBESITY,CrdPrv,33.7,4233358
OR,PHLTH,AgeAdjPrv,13.1,4233358
OR,PHLTH,CrdPrv,13.8,4233358
OR,SELFCARE,AgeAdjPrv,3.2,4233358
OR,SELFCARE,CrdPrv,3.4,4233358
OR,SLEEP,AgeAdjPrv,31.6,4233358
OR,SLEEP,CrdPrv,30.7,4233358
OR,STROKE,AgeAdjPrv,2.8,4233358
OR,STROKE,CrdPrv,3.3,4233358
OR,TEETHLOST,AgeAdjPrv,12.9,4233358
OR,TEETHLOST,CrdPrv,12.5,4233358
OR,VISION,AgeAdjPrv,4.4,4233358
OR,VISION,CrdPrv,4.6,4233358
PA,COLON_SCREEN,AgeAdjPrv,61.5,12961683
PA,COLON_SCREEN,CrdPrv,67.5,12961683
PA,DENTAL,AgeAdjPrv,63.5,12961683
PA,DENTAL,CrdPrv,64.4,12961683
PA,MAMMOUSE,AgeAdjPrv,77.1,12961683
PA,MAMMOUSE,CrdPrv,77.7,12961683
PA,SLEEP,AgeAdjPrv,39.2,12961683
PA,SLEEP,CrdPrv,38.0,12961683
PA,TEETHLOST,AgeAdjPrv,14.8,12961683
PA,TEETHLOST,CrdPrv,14.5,12961683
RI,ACCESS2,AgeAdjPrv,8.6,1095962
RI,ACCESS2,CrdPrv,8.3,1095962
RI,ARTHRITIS,AgeAdjPrv,21.9,1095962
RI,ARTHRITIS,CrdPrv,25.3,1095962
RI,BINGE,AgeAdjPrv,18.3,1095962
RI,BINGE,CrdPrv,16.7,1095962
RI,BPHIGH,AgeAdjPrv,30.3,1095962
RI,BPHIGH,CrdPrv,33.7,1095962
RI,BPMED,AgeAdjPrv,58.0,1095962
RI,BPMED,CrdPrv,77.4,1095962
RI,CANCER,AgeAdjPrv,6.9,1095962
RI,CANCER,CrdPrv,8.3,1095962
RI,CASTHMA,AgeAdjPrv,11.9,1095962
RI,CASTHMA,CrdPrv,11.9,1095962
RI,CHD,AgeAdjPrv,5.2,1095962
RI,CHD,CrdPrv,6.3,1095962
RI,CHECKUP,AgeAdjPrv,82.7,1095962
RI,CHECKUP,CrdPrv,84.1,1095962
RI,CHOLSCREEN,AgeAdjPrv,88.0,1095962
RI,CHOLSCREEN,CrdPrv,89.1,1095962
RI,COGNITION,AgeAdjPrv,14.3,1095962
RI,COGNITION,CrdPrv,13.9,1095962
RI,COLON_SCREEN,AgeAdjPrv,67.8,1095962
RI,COLON_SCREEN,CrdPrv,73.1,1095962
RI,COPD,AgeAdjPrv,5.7,1095962
RI,COPD,CrdPrv,6.6,1095962
RI,CSMOKING,AgeAdjPrv,12.0,1095962
RI,CSMOKING,CrdPrv,11.6,1095962
RI,DENTAL,AgeAdjPrv,70.3,1095962
RI,DENTAL,CrdPrv,71.2,1095962
RI,DEPRESSION,AgeAdjPrv,23.9,1095962
RI,DEPRESSION,CrdPrv,23.2,1095962
RI,DIABETES,AgeAdjPrv,9.7,1095962
RI,DIABETES,CrdPrv,11.1,1095962
RI,DISABILITY,AgeAdjPrv,26.5,1095962
RI,DISABILITY,CrdPrv,28.0,1095962
RI,EMOTIONSPT,AgeAdjPrv,22.7,1095962
RI,EMOTIONSPT,CrdPrv,22.1,1095962
RI,FOODINSECU,AgeAdjPrv,15.9,1095962
RI,FOODINSECU,CrdPrv,15.2,1095962
RI,FOODSTAMP,AgeAdjPrv,13.9,1095962
RI,FOODSTAMP,CrdPrv,13.3,1095962
RI,GHLTH,AgeAdjPrv,16.6,1095962
RI,GHLTH,CrdPrv,17.4,1095962
RI,HEARING,AgeAdjPrv,5.6,1095962
RI,HEARING,CrdPrv,6.5,1095962
RI,HIGHCHOL,AgeAdjPrv,29.8,1095962
RI,HIGHCHOL,CrdPrv,34.1,1095962
RI,HOUSINSECU,AgeAdjPrv,14.2,1095962
RI,HOUSINSECU,CrdPrv,13.2,1095962
RI,INDEPLIVE,AgeAdjPrv,7.7,1095962
RI,INDEPLIVE,CrdPrv,7.9,1095962
RI,LACKTRPT,AgeAdjPrv,8.3,1095962
RI,LACKTRPT,CrdPrv,7.9,1095962
RI,LONELINESS,AgeAdjPrv,35.9,1095962
RI,LONELINESS,CrdPrv,35.1,1095962
RI,LPA,AgeAdjPrv,24.7,1095962
RI,LPA,CrdPrv,25.5,1095962
RI,MAMMOUSE,AgeAdjPrv,82.2,1095962
RI,MAMMOUSE,CrdPrv,82.3,1095962
RI,MHLTH,AgeAdjPrv,17.6,1095962
RI,MHLTH,CrdPrv,16.7,1095962
RI,MOBILITY,AgeAdjPrv,10.8,1095962
RI,MOBILITY,CrdPrv,12.4,1095962
RI,OBESITY,AgeAdjPrv,32.1,1095962
RI,OBESITY,CrdPrv,31.8,1095962
RI,PHLTH,AgeAdjPrv,12.5,1095962
RI,PHLTH,CrdPrv,13.2,1095962
RI,SELFCARE,AgeAdjPrv,3.2,1095962
RI,SELFCARE,CrdPrv,3.5,1095962
RI,SHUTUTILITY,AgeAdjPrv,8.7,1095962
RI,SHUTUTILITY,CrdPrv,8.0,1095962
RI,SLEEP,AgeAdjPrv,36.1,1095962
RI,SLEEP,CrdPrv,35.1,1095962
RI,STROKE,AgeAdjPrv,2.7,1095962
RI,STROKE,CrdPrv,3.2,1095962
RI,TEETHLOST,AgeAdjPrv,14.5,1095962
RI,TEETHLOST,CrdPrv,14.3,1095962
RI,VISION,AgeAdjPrv,4.4,1095962
RI,VISION,CrdPrv,4.7,1095962
SC,ACCESS2,AgeAdjPrv,12.3,5373555
SC,ACCESS2,CrdPrv,11.8,5373555
SC,ARTHRITIS,AgeAdjPrv,24.4,5373555
SC,ARTHRITIS,CrdPrv,28.4,5373555
SC,BINGE,AgeAdjPrv,17.3,5373555
SC,BINGE,CrdPrv,15.7,5373555
SC,BPHIGH,AgeAdjPrv,34.5,5373555
SC,BPHIGH,CrdPrv,38.5,5373555
SC,BPMED,AgeAdjPrv,62.9,5373555
SC,BPMED,CrdPrv,80.2,5373555
SC,CANCER,AgeAdjPrv,7.0,5373555
SC,CANCER,CrdPrv,8.5,5373555
SC,CASTHMA,AgeAdjPrv,9.7,5373555
SC,CASTHMA,CrdPrv,9.6,5373555
SC,CHD,AgeAdjPrv,5.5,5373555
SC,CHD,CrdPrv,6.8,5373555
SC,CHECKUP,AgeAdjPrv,78.7,5373555
SC,CHECKUP,CrdPrv,80.6,5373555
SC,CHOLSCREEN,AgeAdjPrv,85.2,5373555
SC,CHOLSCREEN,CrdPrv,86.9,5373555
SC,COGNITION,AgeAdjPrv,15.0,5373555
SC,COGNITION,CrdPrv,14.3,5373555
SC,COLON_SCREEN,AgeAdjPrv,63.6,5373555
SC,COLON_SCREEN,CrdPrv,69.3,5373555
SC,COPD,AgeAdjPrv,6.4,5373555
SC,COPD,CrdPrv,7.5,5373555
SC,CSMOKING,AgeAdjPrv,13.7,5373555
SC,CSMOKING,CrdPrv,13.3,5373555
SC,DENTAL,AgeAdjPrv,62.4,5373555
SC,DENTAL,CrdPrv,63.1,5373555
SC,DEPRESSION,AgeAdjPrv,23.1,5373555
SC,DEPRESSION,CrdPrv,22.4,5373555
SC,DIABETES,AgeAdjPrv,11.8,5373555
SC,DIABETES,CrdPrv,13.9,5373555
SC,DISABILITY,AgeAdjPrv,29.9,5373555
SC,DISABILITY,CrdPrv,31.5,5373555
SC,EMOTIONSPT,AgeAdjPrv,24.4,5373555
SC,EMOTIONSPT,CrdPrv,23.7,5373555
SC,FOODINSECU,AgeAdjPrv,18.3,5373555
SC,FOODINSECU,CrdPrv,17.4,5373555
SC,FOODSTAMP,AgeAdjPrv,11.1,5373555
SC,FOODSTAMP,CrdPrv,10.5,5373555
SC,GHLTH,AgeAdjPrv,19.2,5373555
SC,GHLTH,CrdPrv,20.1,5373555
SC,HEARING,AgeAdjPrv,5.9,5373555
SC,HEARING,CrdPrv,7.0,5373555
SC,HIGHCHOL,AgeAdjPrv,32.9,5373555
SC,HIGHCHOL,CrdPrv,38.1,5373555
SC,HOUSINSECU,AgeAdjPrv,14.6,5373555
SC,HOUSINSECU,CrdPrv,13.3,5373555
SC,INDEPLIVE,AgeAdjPrv,8.6,5373555
SC,INDEPLIVE,CrdPrv,8.7,5373555
SC,LACKTRPT,AgeAdjPrv,9.1,5373555
SC,LACKTRPT,CrdPrv,8.6,5373555
SC,LONELINESS,AgeAdjPrv,32.7,5373555
SC,LONELINESS,CrdPrv,31.7,5373555
SC,LPA,AgeAdjPrv,24.8,5373555
SC,LPA,CrdPrv,25.8,5373555
SC,MAMMOUSE,AgeAdjPrv,77.1,5373555
SC,MAMMOUSE,CrdPrv,77.6,5373555
SC,MHLTH,AgeAdjPrv,17.5,5373555
SC,MHLTH,CrdPrv,16.4,5373555
SC,MOBILITY,AgeAdjPrv,13.3,5373555
SC,MOBILITY,CrdPrv,15.4,5373555
SC,OBESITY,AgeAdjPrv,36.0,5373555
SC,OBESITY,CrdPrv,35.8,5373555
SC,PHLTH,AgeAdjPrv,13.1,5373555
SC,PHLTH,CrdPrv,14.0,5373555
SC,SELFCARE,AgeAdjPrv,3.9,5373555
SC,SELFCARE,CrdPrv,4.3,5373555
SC,SHUTUTILITY,AgeAdjPrv,9.8,5373555
SC,SHUTUTILITY,CrdPrv,8.9,5373555
SC,SLEEP,AgeAdjPrv,36.8,5373555
SC,SLEEP,CrdPrv,35.8,5373555
SC,STROKE,AgeAdjPrv,3.3,5373555
SC,STROKE,CrdPrv,3.9,5373555
SC,TEETHLOST,AgeAdjPrv,14.2,5373555
SC,TEETHLOST,CrdPrv,14.0,5373555
SC,VISION,AgeAdjPrv,5.2,5373555
SC,VISION,CrdPrv,5.6,5373555
SD,ACCESS2,AgeAdjPrv,9.2,919318
SD,ACCESS2,CrdPrv,8.9,919318
SD,ARTHRITIS,AgeAdjPrv,22.5,919318
SD,ARTHRITIS,CrdPrv,25.8,919318
SD,BINGE,AgeAdjPrv,20.5,919318
SD,BINGE,CrdPrv,18.8,919318
SD,BPHIGH,AgeAdjPrv,29.9,919318
SD,BPHIGH,CrdPrv,33.3,919318
SD,BPMED,AgeAdjPrv,56.4,919318
SD,BPMED,CrdPrv,75.9,919318
SD,CANCER,AgeAdjPrv,7.6,919318
SD,CANCER,CrdPrv,9.1,919318
SD,CASTHMA,AgeAdjPrv,10.2,919318
SD,CASTHMA,CrdPrv,10.2,919318
SD,CHD,AgeAdjPrv,5.6,919318
SD,CHD,CrdPrv,6.8,919318
SD,CHECKUP,AgeAdjPrv,74.5,919318
SD,CHECKUP,CrdPrv,76.5,919318
SD,CHOLSCREEN,AgeAdjPrv,83.2,919318
SD,CHOLSCREEN,CrdPrv,84.7,919318
SD,COGNITION,AgeAdjPrv,14.2,919318
SD,COGNITION,CrdPrv,13.7,919318
SD,COLON_SCREEN,AgeAdjPrv,59.2,919318
SD,COLON_SCREEN,CrdPrv,65.4,919318
SD,COPD,AgeAdjPrv,5.9,919318
SD,COPD,CrdPrv,6.8,919318
SD,CSMOKING,AgeAdjPrv,15.9,919318
SD,CSMOKING,CrdPrv,15.4,919318
SD,DENTAL,AgeAdjPrv,68.4,919318
SD,DENTAL,CrdPrv,69.0,919318
SD,DEPRESSION,AgeAdjPrv,21.9,919318
SD,DEPRESSION,CrdPrv,21.2,919318
SD,DIABETES,AgeAdjPrv,10.2,919318
SD,DIABETES,CrdPrv,11.7,919318
SD,DISABILITY,AgeAdjPrv,28.7,919318
SD,DISABILITY,CrdPrv,30.2,919318
SD,GHLTH,AgeAdjPrv,16.7,919318
SD,GHLTH,CrdPrv,17.4,919318
SD,HEARING,AgeAdjPrv,7.2,919318
SD,HEARING,CrdPrv,8.2,919318
SD,HIGHCHOL,AgeAdjPrv,29.4,919318
SD,HIGHCHOL,CrdPrv,34.0,919318
SD,INDEPLIVE,AgeAdjPrv,7.7,919318
SD,INDEPLIVE,CrdPrv,7.9,919318
SD,LPA,AgeAdjPrv,23.4,919318
SD,LPA,CrdPrv,24.2,919318
SD,MAMMOUSE,AgeAdjPrv,76.1,919318
SD,MAMMOUSE,CrdPrv,76.5,919318
SD,MHLTH,AgeAdjPrv,16.3,919318
SD,MHLTH,CrdPrv,15.4,919318
SD,MOBILITY,AgeAdjPrv,11.4,919318
SD,MOBILITY,CrdPrv,13.0,919318
SD,OBESITY,AgeAdjPrv,36.3,919318
SD,OBESITY,CrdPrv,36.0,919318
SD,PHLTH,AgeAdjPrv,11.8,919318
SD,PHLTH,CrdPrv,12.4,919318
SD,SELFCARE,AgeAdjPrv,3.3,919318
SD,SELFCARE,CrdPrv,3.6,919318
SD,SLEEP,AgeAdjPrv,30.7,919318
SD,SLEEP,CrdPrv,29.7,919318
SD,STROKE,AgeAdjPrv,3.0,919318
SD,STROKE,CrdPrv,3.5,919318
SD,TEETHLOST,AgeAdjPrv,13.1,919318
SD,TEETHLOST,CrdPrv,12.9,919318
SD,VISION,AgeAdjPrv,4.6,919318
SD,VISION,CrdPrv,4.8,919318
TN,ACCESS2,AgeAdjPrv,11.9,7126489
TN,ACCESS2,CrdPrv,11.6,7126489
TN,ARTHRITIS,AgeAdjPrv,27.3,7126489
TN,ARTHRITIS,CrdPrv,30.5,7126489
TN,BINGE,AgeAdjPrv,15.7,7126489
TN,BINGE,CrdPrv,14.6,7126489
TN,BPHIGH,AgeAdjPrv,36.3,7126489
TN,BPHIGH,CrdPrv,39.5,7126489
