stateabbr,measureid,data_value_type,data_value,population
ID,HEARING,AgeAdjPrv,8.4,1964726
ID,HEARING,CrdPrv,9.3,1964726
ID,HIGHCHOL,AgeAdjPrv,29.0,1964726
ID,HIGHCHOL,CrdPrv,33.2,1964726
ID,HOUSINSECU,AgeAdjPrv,11.2,1964726
ID,HOUSINSECU,CrdPrv,10.3,1964726
ID,INDEPLIVE,AgeAdjPrv,8.1,1964726
ID,INDEPLIVE,CrdPrv,8.2,1964726
ID,LACKTRPT,AgeAdjPrv,7.8,1964726
ID,LACKTRPT,CrdPrv,7.5,1964726
ID,LONELINESS,AgeAdjPrv,29.7,1964726
ID,LONELINESS,CrdPrv,29.2,1964726
ID,LPA,AgeAdjPrv,21.7,1964726
ID,LPA,CrdPrv,22.3,1964726
ID,MAMMOUSE,AgeAdjPrv,68.1,1964726
ID,MAMMOUSE,CrdPrv,69.0,1964726
ID,MHLTH,AgeAdjPrv,16.9,1964726
ID,MHLTH,CrdPrv,16.2,1964726
ID,MOBILITY,AgeAdjPrv,13.1,1964726
ID,MOBILITY,CrdPrv,14.5,1964726
ID,OBESITY,AgeAdjPrv,32.5,1964726
ID,OBESITY,CrdPrv,32.2,1964726
ID,PHLTH,AgeAdjPrv,13.2,1964726
ID,PHLTH,CrdPrv,13.6,1964726
ID,SELFCARE,AgeAdjPrv,3.3,1964726
ID,SELFCARE,CrdPrv,3.5,1964726
ID,SHUTUTILITY,AgeAdjPrv,7.2,1964726
ID,SHUTUTILITY,CrdPrv,6.7,1964726
ID,SLEEP,AgeAdjPrv,33.5,1964726
ID,SLEEP,CrdPrv,32.7,1964726
ID,STROKE,AgeAdjPrv,2.9,1964726
ID,STROKE,CrdPrv,3.3,1964726
ID,TEETHLOST,AgeAdjPrv,16.6,1964726
ID,TEETHLOST,CrdPrv,16.2,1964726
ID,VISION,AgeAdjPrv,4.7,1964726
ID,VISION,CrdPrv,4.9,1964726
IL,ACCESS2,AgeAdjPrv,10.2,12549689
IL,ACCESS2,CrdPrv,9.9,12549689
IL,ARTHRITIS,AgeAdjPrv,21.3,12549689
IL,ARTHRITIS,CrdPrv,24.2,12549689
IL,BINGE,AgeAdjPrv,19.1,12549689
IL,BINGE,CrdPrv,17.8,12549689
IL,BPHIGH,AgeAdjPrv,29.9,12549689
IL,BPHIGH,CrdPrv,33.0,12549689
IL,BPMED,AgeAdjPrv,56.8,12549689
IL,BPMED,CrdPrv,75.7,12549689
IL,CANCER,AgeAdjPrv,6.4,12549689
IL,CANCER,CrdPrv,7.6,12549689
IL,CASTHMA,AgeAdjPrv,9.9,12549689
IL,CASTHMA,CrdPrv,9.9,12549689
IL,CHD,AgeAdjPrv,4.9,12549689
IL,CHD,CrdPrv,5.9,12549689
IL,CHECKUP,AgeAdjPrv,76.1,12549689
IL,CHECKUP,CrdPrv,77.8,12549689
IL,CHOLSCREEN,AgeAdjPrv,86.2,12549689
IL,CHOLSCREEN,CrdPrv,87.4,12549689
IL,COGNITION,AgeAdjPrv,13.0,12549689
IL,COGNITION,CrdPrv,12.6,12549689
IL,COLON_SCREEN,AgeAdjPrv,55.4,12549689
IL,COLON_SCREEN,CrdPrv,60.2,12549689
IL,COPD,AgeAdjPrv,5.6,12549689
IL,COPD,CrdPrv,6.3,12549689
IL,CSMOKING,AgeAdjPrv,12.3,12549689
IL,CSMOKING,CrdPrv,12.1,12549689
IL,DENTAL,AgeAdjPrv,63.0,12549689
IL,DENTAL,CrdPrv,63.4,12549689
IL,DEPRESSION,AgeAdjPrv,20.3,12549689
IL,DEPRESSION,CrdPrv,19.8,12549689
IL,DIABETES,AgeAdjPrv,10.2,12549689
IL,DIABETES,CrdPrv,11.6,12549689
IL,DISABILITY,AgeAdjPrv,26.4,12549689
IL,DISABILITY,CrdPrv,27.6,12549689
IL,EMOTIONSPT,AgeAdjPrv,26.0,12549689
IL,EMOTIONSPT,CrdPrv,25.4,12549689
IL,FOODINSECU,AgeAdjPrv,16.5,12549689
IL,FOODINSECU,CrdPrv,15.9,12549689
IL,FOODSTAMP,AgeAdjPrv,14.3,12549689
IL,FOODSTAMP,CrdPrv,13.8,12549689
IL,GHLTH,AgeAdjPrv,17.9,12549689
IL,GHLTH,CrdPrv,18.6,12549689
IL,HEARING,AgeAdjPrv,5.4,12549689
IL,HEARING,CrdPrv,6.2,12549689
IL,HIGHCHOL,AgeAdjPrv,31.3,12549689
IL,HIGHCHOL,CrdPrv,35.4,12549689
IL,HOUSINSECU,AgeAdjPrv,14.0,12549689
IL,HOUSINSECU,CrdPrv,13.1,12549689
IL,INDEPLIVE,AgeAdjPrv,7.5,12549689
IL,INDEPLIVE,CrdPrv,7.6,12549689
IL,LACKTRPT,AgeAdjPrv,8.4,12549689
IL,LACKTRPT,CrdPrv,8.0,12549689
IL,LONELINESS,AgeAdjPrv,34.3,12549689
IL,LONELINESS,CrdPrv,33.5,12549689
IL,LPA,AgeAdjPrv,22.3,12549689
IL,LPA,CrdPrv,23.0,12549689
IL,MAMMOUSE,AgeAdjPrv,73.0,12549689
IL,MAMMOUSE,CrdPrv,73.5,12549689
IL,MHLTH,AgeAdjPrv,16.3,12549689
IL,MHLTH,CrdPrv,15.5,12549689
IL,MOBILITY,AgeAdjPrv,11.3,12549689
IL,MOBILITY,CrdPrv,12.8,12549689
IL,OBESITY,AgeAdjPrv,34.2,12549689
IL,OBESITY,CrdPrv,34.1,12549689
IL,PHLTH,AgeAdjPrv,11.6,12549689
IL,PHLTH,CrdPrv,12.2,12549689
IL,SELFCARE,AgeAdjPrv,3.3,12549689
IL,SELFCARE,CrdPrv,3.5,12549689
IL,SHUTUTILITY,AgeAdjPrv,8.3,12549689
IL,SHUTUTILITY,CrdPrv,7.8,12549689
IL,SLEEP,AgeAdjPrv,36.2,12549689
IL,SLEEP,CrdPrv,35.4,12549689
IL,STROKE,AgeAdjPrv,2.8,12549689
IL,STROKE,CrdPrv,3.3,12549689
IL,TEETHLOST,AgeAdjPrv,10.6,12549689
IL,TEETHLOST,CrdPrv,10.3,12549689
IL,VISION,AgeAdjPrv,4.6,12549689
IL,VISION,CrdPrv,4.8,12549689
IN,ACCESS2,AgeAdjPrv,9.2,6862199
IN,ACCESS2,CrdPrv,8.9,6862199
IN,ARTHRITIS,AgeAdjPrv,25.3,6862199
IN,ARTHRITIS,CrdPrv,28.3,6862199
IN,BINGE,AgeAdjPrv,17.8,6862199
IN,BINGE,CrdPrv,16.6,6862199
IN,BPHIGH,AgeAdjPrv,34.9,6862199
IN,BPHIGH,CrdPrv,37.8,6862199
IN,BPMED,AgeAdjPrv,60.2,6862199
IN,BPMED,CrdPrv,77.4,6862199
IN,CANCER,AgeAdjPrv,7.1,6862199
IN,CANCER,CrdPrv,8.3,6862199
IN,CASTHMA,AgeAdjPrv,11.3,6862199
IN,CASTHMA,CrdPrv,11.2,6862199
IN,CHD,AgeAdjPrv,5.8,6862199
IN,CHD,CrdPrv,6.8,6862199
IN,CHECKUP,AgeAdjPrv,78.2,6862199
IN,CHECKUP,CrdPrv,79.7,6862199
IN,CHOLSCREEN,AgeAdjPrv,84.6,6862199
IN,CHOLSCREEN,CrdPrv,85.8,6862199
IN,COGNITION,AgeAdjPrv,15.5,6862199
IN,COGNITION,CrdPrv,15.0,6862199
IN,COLON_SCREEN,AgeAdjPrv,61.1,6862199
IN,COLON_SCREEN,CrdPrv,66.3,6862199
IN,COPD,AgeAdjPrv,7.2,6862199
IN,COPD,CrdPrv,8.1,6862199
IN,CSMOKING,AgeAdjPrv,16.1,6862199
IN,CSMOKING,CrdPrv,15.7,6862199
IN,DENTAL,AgeAdjPrv,60.5,6862199
IN,DENTAL,CrdPrv,61.2,6862199
IN,DEPRESSION,AgeAdjPrv,25.6,6862199
IN,DEPRESSION,CrdPrv,25.0,6862199
IN,DIABETES,AgeAdjPrv,11.5,6862199
IN,DIABETES,CrdPrv,13.0,6862199
IN,DISABILITY,AgeAdjPrv,29.9,6862199
IN,DISABILITY,CrdPrv,31.1,6862199
IN,EMOTIONSPT,AgeAdjPrv,23.7,6862199
IN,EMOTIONSPT,CrdPrv,23.2,6862199
IN,FOODINSECU,AgeAdjPrv,15.3,6862199
IN,FOODINSECU,CrdPrv,14.7,6862199
IN,FOODSTAMP,AgeAdjPrv,9.1,6862199
IN,FOODSTAMP,CrdPrv,8.7,6862199
IN,GHLTH,AgeAdjPrv,19.9,6862199
IN,GHLTH,CrdPrv,20.6,6862199
IN,HEARING,AgeAdjPrv,6.3,6862199
IN,HEARING,CrdPrv,7.1,6862199
IN,HIGHCHOL,AgeAdjPrv,33.4,6862199
IN,HIGHCHOL,CrdPrv,37.8,6862199
IN,HOUSINSECU,AgeAdjPrv,12.1,6862199
IN,HOUSINSECU,CrdPrv,11.3,6862199
IN,INDEPLIVE,AgeAdjPrv,8.0,6862199
IN,INDEPLIVE,CrdPrv,8.1,6862199
IN,LACKTRPT,AgeAdjPrv,8.1,6862199
IN,LACKTRPT,CrdPrv,7.7,6862199
IN,LONELINESS,AgeAdjPrv,33.4,6862199
IN,LONELINESS,CrdPrv,32.8,6862199
IN,LPA,AgeAdjPrv,24.2,6862199
IN,LPA,CrdPrv,24.9,6862199
IN,MAMMOUSE,AgeAdjPrv,75.8,6862199
IN,MAMMOUSE,CrdPrv,76.4,6862199
IN,MHLTH,AgeAdjPrv,18.4,6862199
IN,MHLTH,CrdPrv,17.6,6862199
IN,MOBILITY,AgeAdjPrv,12.7,6862199
IN,MOBILITY,CrdPrv,14.2,6862199
IN,OBESITY,AgeAdjPrv,38.6,6862199
IN,OBESITY,CrdPrv,38.4,6862199
IN,PHLTH,AgeAdjPrv,13.2,6862199
IN,PHLTH,CrdPrv,13.8,6862199
IN,SELFCARE,AgeAdjPrv,3.5,6862199
IN,SELFCARE,CrdPrv,3.7,6862199
IN,SHUTUTILITY,AgeAdjPrv,9.0,6862199
IN,SHUTUTILITY,CrdPrv,8.4,6862199
IN,SLEEP,AgeAdjPrv,38.0,6862199
IN,SLEEP,CrdPrv,37.1,6862199
IN,STROKE,AgeAdjPrv,3.0,6862199
IN,STROKE,CrdPrv,3.5,6862199
IN,TEETHLOST,AgeAdjPrv,15.5,6862199
IN,TEETHLOST,CrdPrv,15.4,6862199
IN,VISION,AgeAdjPrv,4.7,6862199
IN,VISION,CrdPrv,5.0,6862199
KS,ACCESS2,AgeAdjPrv,10.3,2940546
KS,ACCESS2,CrdPrv,10.0,2940546
KS,ARTHRITIS,AgeAdjPrv,22.8,2940546
KS,ARTHRITIS,CrdPrv,25.5,2940546
KS,BINGE,AgeAdjPrv,17.4,2940546
KS,BINGE,CrdPrv,16.2,2940546
KS,BPHIGH,AgeAdjPrv,31.7,2940546
KS,BPHIGH,CrdPrv,34.4,2940546
KS,BPMED,AgeAdjPrv,59.8,2940546
KS,BPMED,CrdPrv,77.6,2940546
KS,CANCER,AgeAdjPrv,6.9,2940546
KS,CANCER,CrdPrv,8.1,2940546
KS,CASTHMA,AgeAdjPrv,10.0,2940546
KS,CASTHMA,CrdPrv,9.9,2940546
KS,CHD,AgeAdjPrv,5.5,2940546
KS,CHD,CrdPrv,6.4,2940546
KS,CHECKUP,AgeAdjPrv,75.1,2940546
KS,CHECKUP,CrdPrv,76.6,2940546
KS,CHOLSCREEN,AgeAdjPrv,83.1,2940546
KS,CHOLSCREEN,CrdPrv,84.1,2940546
KS,COGNITION,AgeAdjPrv,14.8,2940546
KS,COGNITION,CrdPrv,14.4,2940546
KS,COLON_SCREEN,AgeAdjPrv,58.0,2940546
KS,COLON_SCREEN,CrdPrv,63.4,2940546
KS,COPD,AgeAdjPrv,6.0,2940546
KS,COPD,CrdPrv,6.7,2940546
KS,CSMOKING,AgeAdjPrv,14.6,2940546
KS,CSMOKING,CrdPrv,14.0,2940546
KS,DENTAL,AgeAdjPrv,64.2,2940546
KS,DENTAL,CrdPrv,64.9,2940546
KS,DEPRESSION,AgeAdjPrv,21.3,2940546
KS,DEPRESSION,CrdPrv,20.8,2940546
KS,DIABETES,AgeAdjPrv,10.1,2940546
KS,DIABETES,CrdPrv,11.4,2940546
KS,DISABILITY,AgeAdjPrv,29.1,2940546
KS,DISABILITY,CrdPrv,30.4,2940546
KS,EMOTIONSPT,AgeAdjPrv,21.6,2940546
KS,EMOTIONSPT,CrdPrv,21.2,2940546
KS,FOODINSECU,AgeAdjPrv,13.6,2940546
KS,FOODINSECU,CrdPrv,13.1,2940546
KS,FOODSTAMP,AgeAdjPrv,7.9,2940546
KS,FOODSTAMP,CrdPrv,7.5,2940546
KS,GHLTH,AgeAdjPrv,17.5,2940546
KS,GHLTH,CrdPrv,18.1,2940546
KS,HEARING,AgeAdjPrv,6.6,2940546
KS,HEARING,CrdPrv,7.4,2940546
KS,HIGHCHOL,AgeAdjPrv,32.5,2940546
KS,HIGHCHOL,CrdPrv,36.7,2940546
KS,HOUSINSECU,AgeAdjPrv,12.2,2940546
KS,HOUSINSECU,CrdPrv,11.3,2940546
KS,INDEPLIVE,AgeAdjPrv,7.6,2940546
KS,INDEPLIVE,CrdPrv,7.7,2940546
KS,LACKTRPT,AgeAdjPrv,7.5,2940546
KS,LACKTRPT,CrdPrv,7.2,2940546
KS,LONELINESS,AgeAdjPrv,31.5,2940546
KS,LONELINESS,CrdPrv,30.9,2940546
KS,LPA,AgeAdjPrv,25.0,2940546
KS,LPA,CrdPrv,25.7,2940546
KS,MAMMOUSE,AgeAdjPrv,73.8,2940546
KS,MAMMOUSE,CrdPrv,74.6,2940546
KS,MHLTH,AgeAdjPrv,16.7,2940546
KS,MHLTH,CrdPrv,16.0,2940546
KS,MOBILITY,AgeAdjPrv,12.1,2940546
KS,MOBILITY,CrdPrv,13.4,2940546
KS,OBESITY,AgeAdjPrv,37.0,2940546
KS,OBESITY,CrdPrv,36.6,2940546
KS,PHLTH,AgeAdjPrv,11.8,2940546
KS,PHLTH,CrdPrv,12.3,2940546
KS,SELFCARE,AgeAdjPrv,3.3,2940546
KS,SELFCARE,CrdPrv,3.5,2940546
KS,SHUTUTILITY,AgeAdjPrv,9.0,2940546
KS,SHUTUTILITY,CrdPrv,8.3,2940546
KS,SLEEP,AgeAdjPrv,35.3,2940546
KS,SLEEP,CrdPrv,34.3,2940546
KS,STROKE,AgeAdjPrv,2.8,2940546
KS,STROKE,CrdPrv,3.3,2940546
KS,TEETHLOST,AgeAdjPrv,11.5,2940546
KS,TEETHLOST,CrdPrv,11.3,2940546
KS,VISION,AgeAdjPrv,4.4,2940546
KS,VISION,CrdPrv,4.6,2940546
KY,COLON_SCREEN,AgeAdjPrv,60.7,4526154
KY,COLON_SCREEN,CrdPrv,65.8,4526154
KY,DENTAL,AgeAdjPrv,57.4,4526154
KY,DENTAL,CrdPrv,58.1,4526154
KY,MAMMOUSE,AgeAdjPrv,72.2,4526154
KY,MAMMOUSE,CrdPrv,72.7,4526154
KY,SLEEP,AgeAdjPrv,40.6,4526154
KY,SLEEP,CrdPrv,39.6,4526154
KY,TEETHLOST,AgeAdjPrv,19.4,4526154
KY,TEETHLOST,CrdPrv,18.9,4526154
LA,ACCESS2,AgeAdjPrv,9.2,4573749
LA,ACCESS2,CrdPrv,8.9,4573749
LA,ARTHRITIS,AgeAdjPrv,26.5,4573749
LA,ARTHRITIS,CrdPrv,29.7,4573749
LA,BINGE,AgeAdjPrv,18.2,4573749
LA,BINGE,CrdPrv,16.9,4573749
LA,BPHIGH,AgeAdjPrv,39.5,4573749
LA,BPHIGH,CrdPrv,42.6,4573749
LA,BPMED,AgeAdjPrv,63.4,4573749
LA,BPMED,CrdPrv,78.8,4573749
LA,CANCER,AgeAdjPrv,6.4,4573749
LA,CANCER,CrdPrv,7.5,4573749
LA,CASTHMA,AgeAdjPrv,10.4,4573749
LA,CASTHMA,CrdPrv,10.3,4573749
LA,CHD,AgeAdjPrv,6.4,4573749
LA,CHD,CrdPrv,7.5,4573749
LA,CHECKUP,AgeAdjPrv,80.4,4573749
LA,CHECKUP,CrdPrv,81.8,4573749
LA,CHOLSCREEN,AgeAdjPrv,85.1,4573749
LA,CHOLSCREEN,CrdPrv,86.4,4573749
LA,COGNITION,AgeAdjPrv,19.0,4573749
LA,COGNITION,CrdPrv,18.4,4573749
LA,COLON_SCREEN,AgeAdjPrv,60.9,4573749
LA,COLON_SCREEN,CrdPrv,66.3,4573749
LA,COPD,AgeAdjPrv,7.5,4573749
LA,COPD,CrdPrv,8.5,4573749
LA,CSMOKING,AgeAdjPrv,17.6,4573749
LA,CSMOKING,CrdPrv,17.3,4573749
LA,DENTAL,AgeAdjPrv,56.6,4573749
LA,DENTAL,CrdPrv,57.2,4573749
LA,DEPRESSION,AgeAdjPrv,27.2,4573749
LA,DEPRESSION,CrdPrv,26.6,4573749
LA,DIABETES,AgeAdjPrv,13.4,4573749
LA,DIABETES,CrdPrv,15.2,4573749
LA,DISABILITY,AgeAdjPrv,36.7,4573749
LA,DISABILITY,CrdPrv,38.0,4573749
LA,EMOTIONSPT,AgeAdjPrv,29.2,4573749
LA,EMOTIONSPT,CrdPrv,28.6,4573749
LA,FOODINSECU,AgeAdjPrv,23.2,4573749
LA,FOODINSECU,CrdPrv,22.5,4573749
LA,FOODSTAMP,AgeAdjPrv,19.6,4573749
LA,FOODSTAMP,CrdPrv,19.0,4573749
LA,GHLTH,AgeAdjPrv,23.6,4573749
LA,GHLTH,CrdPrv,24.4,4573749
LA,HEARING,AgeAdjPrv,7.1,4573749
LA,HEARING,CrdPrv,8.0,4573749
LA,HIGHCHOL,AgeAdjPrv,33.9,4573749
LA,HIGHCHOL,CrdPrv,38.4,4573749
LA,HOUSINSECU,AgeAdjPrv,18.0,4573749
LA,HOUSINSECU,CrdPrv,16.8,4573749
LA,INDEPLIVE,AgeAdjPrv,10.1,4573749
LA,INDEPLIVE,CrdPrv,10.3,4573749
LA,LACKTRPT,AgeAdjPrv,11.8,4573749
LA,LACKTRPT,CrdPrv,11.3,4573749
LA,LONELINESS,AgeAdjPrv,37.4,4573749
LA,LONELINESS,CrdPrv,36.6,4573749
LA,LPA,AgeAdjPrv,29.5,4573749
LA,LPA,CrdPrv,30.4,4573749
LA,MAMMOUSE,AgeAdjPrv,78.7,4573749
LA,MAMMOUSE,CrdPrv,79.3,4573749
LA,MHLTH,AgeAdjPrv,20.2,4573749
LA,MHLTH,CrdPrv,19.3,4573749
LA,MOBILITY,AgeAdjPrv,15.8,4573749
LA,MOBILITY,CrdPrv,17.6,4573749
LA,OBESITY,AgeAdjPrv,40.1,4573749
LA,OBESITY,CrdPrv,40.0,4573749
LA,PHLTH,AgeAdjPrv,14.5,4573749
LA,PHLTH,CrdPrv,15.2,4573749
LA,SELFCARE,AgeAdjPrv,4.7,4573749
LA,SELFCARE,CrdPrv,5.1,4573749
LA,SHUTUTILITY,AgeAdjPrv,13.3,4573749
LA,SHUTUTILITY,CrdPrv,12.4,4573749
LA,SLEEP,AgeAdjPrv,40.9,4573749
LA,SLEEP,CrdPrv,40.1,4573749
LA,STROKE,AgeAdjPrv,3.8,4573749
LA,STROKE,CrdPrv,4.3,4573749
LA,TEETHLOST,AgeAdjPrv,18.4,4573749
LA,TEETHLOST,CrdPrv,18.0,4573749
LA,VISION,AgeAdjPrv,6.4,4573749
LA,VISION,CrdPrv,6.7,4573749
MA,ACCESS2,AgeAdjPrv,5.4,7001399
MA,ACCESS2,CrdPrv,5.2,7001399
MA,ARTHRITIS,AgeAdjPrv,22.2,7001399
MA,ARTHRITIS,CrdPrv,25.4,7001399
MA,BINGE,AgeAdjPrv,18.3,7001399
MA,BINGE,CrdPrv,17.0,7001399
MA,BPHIGH,AgeAdjPrv,27.9,7001399
MA,BPHIGH,CrdPrv,30.9,7001399
MA,BPMED,AgeAdjPrv,55.6,7001399
MA,BPMED,CrdPrv,75.4,7001399
MA,CANCER,AgeAdjPrv,7.1,7001399
MA,CANCER,CrdPrv,8.5,7001399
MA,CASTHMA,AgeAdjPrv,11.7,7001399
MA,CASTHMA,CrdPrv,11.6,7001399
MA,CHD,AgeAdjPrv,4.9,7001399
MA,CHD,CrdPrv,5.8,7001399
MA,CHECKUP,AgeAdjPrv,79.4,7001399
MA,CHECKUP,CrdPrv,80.9,7001399
MA,CHOLSCREEN,AgeAdjPrv,88.7,7001399
MA,CHOLSCREEN,CrdPrv,89.7,7001399
MA,COGNITION,AgeAdjPrv,14.1,7001399
MA,COGNITION,CrdPrv,13.7,7001399
MA,COLON_SCREEN,AgeAdjPrv,63.1,7001399
MA,COLON_SCREEN,CrdPrv,68.4,7001399
MA,COPD,AgeAdjPrv,5.1,7001399
MA,COPD,CrdPrv,5.9,7001399
MA,CSMOKING,AgeAdjPrv,11.6,7001399
MA,CSMOKING,CrdPrv,11.3,7001399
MA,DENTAL,AgeAdjPrv,69.2,7001399
MA,DENTAL,CrdPrv,69.8,7001399
MA,DEPRESSION,AgeAdjPrv,24.4,7001399
MA,DEPRESSION,CrdPrv,23.8,7001399
MA,DIABETES,AgeAdjPrv,8.6,7001399
MA,DIABETES,CrdPrv,9.8,7001399
MA,DISABILITY,AgeAdjPrv,26.0,7001399
MA,DISABILITY,CrdPrv,27.3,7001399
MA,EMOTIONSPT,AgeAdjPrv,24.1,7001399
MA,EMOTIONSPT,CrdPrv,23.4,7001399
MA,FOODINSECU,AgeAdjPrv,13.0,7001399
MA,FOODINSECU,CrdPrv,12.4,7001399
MA,FOODSTAMP,AgeAdjPrv,14.7,7001399
MA,FOODSTAMP,CrdPrv,14.1,7001399
MA,GHLTH,AgeAdjPrv,15.6,7001399
MA,GHLTH,CrdPrv,16.3,7001399
MA,HEARING,AgeAdjPrv,5.2,7001399
MA,HEARING,CrdPrv,6.0,7001399
MA,HIGHCHOL,AgeAdjPrv,31.3,7001399
MA,HIGHCHOL,CrdPrv,35.4,7001399
MA,HOUSINSECU,AgeAdjPrv,12.0,7001399
MA,HOUSINSECU,CrdPrv,11.1,7001399
MA,INDEPLIVE,AgeAdjPrv,7.1,7001399
MA,INDEPLIVE,CrdPrv,7.2,7001399
MA,LACKTRPT,AgeAdjPrv,7.9,7001399
MA,LACKTRPT,CrdPrv,7.6,7001399
MA,LONELINESS,AgeAdjPrv,35.0,7001399
MA,LONELINESS,CrdPrv,34.2,7001399
MA,LPA,AgeAdjPrv,21.1,7001399
MA,LPA,CrdPrv,21.7,7001399
MA,MAMMOUSE,AgeAdjPrv,83.4,7001399
MA,MAMMOUSE,CrdPrv,83.7,7001399
MA,MHLTH,AgeAdjPrv,17.1,7001399
MA,MHLTH,CrdPrv,16.2,7001399
MA,MOBILITY,AgeAdjPrv,10.2,7001399
MA,MOBILITY,CrdPrv,11.6,7001399
MA,OBESITY,AgeAdjPrv,27.9,7001399
MA,OBESITY,CrdPrv,27.7,7001399
MA,PHLTH,AgeAdjPrv,11.6,7001399
MA,PHLTH,CrdPrv,12.3,7001399
MA,SELFCARE,AgeAdjPrv,2.9,7001399
MA,SELFCARE,CrdPrv,3.1,7001399
MA,SHUTUTILITY,AgeAdjPrv,7.7,7001399
MA,SHUTUTILITY,CrdPrv,7.0,7001399
MA,SLEEP,AgeAdjPrv,34.5,7001399
MA,SLEEP,CrdPrv,33.6,7001399
MA,STROKE,AgeAdjPrv,2.6,7001399
MA,STROKE,CrdPrv,3.0,7001399
MA,TEETHLOST,AgeAdjPrv,12.0,7001399
MA,TEETHLOST,CrdPrv,11.9,7001399
MA,VISION,AgeAdjPrv,3.9,7001399
MA,VISION,CrdPrv,4.1,7001399
MD,ACCESS2,AgeAdjPrv,9.1,6180253
MD,ACCESS2,CrdPrv,8.7,6180253
MD,ARTHRITIS,AgeAdjPrv,22.6,6180253
MD,ARTHRITIS,CrdPrv,25.8,6180253
MD,BINGE,AgeAdjPrv,15.3,6180253
MD,BINGE,CrdPrv,14.1,6180253
MD,BPHIGH,AgeAdjPrv,33.4,6180253
MD,BPHIGH,CrdPrv,36.8,6180253
MD,BPMED,AgeAdjPrv,58.5,6180253
MD,BPMED,CrdPrv,76.6,6180253
MD,CANCER,AgeAdjPrv,6.4,6180253
MD,CANCER,CrdPrv,7.6,6180253
MD,CASTHMA,AgeAdjPrv,10.6,6180253
MD,CASTHMA,CrdPrv,10.5,6180253
MD,CHD,AgeAdjPrv,4.9,6180253
MD,CHD,CrdPrv,5.8,6180253
MD,CHECKUP,AgeAdjPrv,77.5,6180253
MD,CHECKUP,CrdPrv,79.2,6180253
MD,CHOLSCREEN,AgeAdjPrv,88.4,6180253
MD,CHOLSCREEN,CrdPrv,89.6,6180253
MD,COGNITION,AgeAdjPrv,12.6,6180253
MD,COGNITION,CrdPrv,12.2,6180253
MD,COLON_SCREEN,AgeAdjPrv,63.6,6180253
MD,COLON_SCREEN,CrdPrv,68.2,6180253
MD,COPD,AgeAdjPrv,5.1,6180253
MD,COPD,CrdPrv,5.9,6180253
MD,CSMOKING,AgeAdjPrv,11.0,6180253
MD,CSMOKING,CrdPrv,10.9,6180253
MD,DENTAL,AgeAdjPrv,63.9,6180253
MD,DENTAL,CrdPrv,64.4,6180253
MD,DEPRESSION,AgeAdjPrv,19.9,6180253
MD,DEPRESSION,CrdPrv,19.4,6180253
MD,DIABETES,AgeAdjPrv,10.9,6180253
MD,DIABETES,CrdPrv,12.4,6180253
MD,DISABILITY,AgeAdjPrv,25.2,6180253
MD,DISABILITY,CrdPrv,26.4,6180253
MD,EMOTIONSPT,AgeAdjPrv,24.7,6180253
MD,EMOTIONSPT,CrdPrv,24.2,6180253
MD,FOODINSECU,AgeAdjPrv,15.8,6180253
MD,FOODINSECU,CrdPrv,15.3,6180253
MD,FOODSTAMP,AgeAdjPrv,12.2,6180253
MD,FOODSTAMP,CrdPrv,11.8,6180253
MD,GHLTH,AgeAdjPrv,17.1,6180253
MD,GHLTH,CrdPrv,17.9,6180253
MD,HEARING,AgeAdjPrv,4.9,6180253
MD,HEARING,CrdPrv,5.6,6180253
MD,HIGHCHOL,AgeAdjPrv,33.8,6180253
MD,HIGHCHOL,CrdPrv,38.1,6180253
MD,HOUSINSECU,AgeAdjPrv,14.3,6180253
MD,HOUSINSECU,CrdPrv,13.5,6180253
MD,INDEPLIVE,AgeAdjPrv,6.8,6180253
MD,INDEPLIVE,CrdPrv,6.9,6180253
MD,LACKTRPT,AgeAdjPrv,8.2,6180253
MD,LACKTRPT,CrdPrv,7.8,6180253
MD,LONELINESS,AgeAdjPrv,35.2,6180253
MD,LONELINESS,CrdPrv,34.2,6180253
MD,LPA,AgeAdjPrv,22.7,6180253
MD,LPA,CrdPrv,23.5,6180253
MD,MAMMOUSE,AgeAdjPrv,80.3,6180253
MD,MAMMOUSE,CrdPrv,80.7,6180253
MD,MHLTH,AgeAdjPrv,15.7,6180253
MD,MHLTH,CrdPrv,14.9,6180253
MD,MOBILITY,AgeAdjPrv,10.9,6180253
MD,MOBILITY,CrdPrv,12.4,6180253
MD,OBESITY,AgeAdjPrv,35.0,6180253
MD,OBESITY,CrdPrv,35.1,6180253
MD,PHLTH,AgeAdjPrv,11.3,6180253
MD,PHLTH,CrdPrv,12.0,6180253
MD,SELFCARE,AgeAdjPrv,3.2,6180253
MD,SELFCARE,CrdPrv,3.5,6180253
MD,SHUTUTILITY,AgeAdjPrv,8.9,6180253
MD,SHUTUTILITY,CrdPrv,8.4,6180253
MD,SLEEP,AgeAdjPrv,38.3,6180253
MD,SLEEP,CrdPrv,37.7,6180253
MD,STROKE,AgeAdjPrv,2.9,6180253
MD,STROKE,CrdPrv,3.4,6180253
MD,TEETHLOST,AgeAdjPrv,10.1,6180253
MD,TEETHLOST,CrdPrv,9.8,6180253
MD,VISION,AgeAdjPrv,4.3,6180253
MD,VISION,CrdPrv,4.5,6180253
ME,ACCESS2,AgeAdjPrv,8.3,1395722
ME,ACCESS2,CrdPrv,7.8,1395722
